ResourceGuid,LocalizationKey
f3379bda-0520-4c75-920a-c29a50eb6b50,items_commodities_janalite
93feeedc-6d17-4b86-b8ae-8e0f4ba56cbf,items_commodities_sadaryx
42bac39f-171f-4310-ba8a-f87cfb63b15c,harvestable_MolinaMold
2c1e1693-4d19-446c-8224-ebad36feb618,items_commodities_jaclium_ore
5fdfdea8-3d75-4287-85c7-f29a722ee351,items_commodities_saldynium_ore
fc107c3a-6776-4b7d-bac2-f9ab869391a9,items_commodities_oza
b442105e-6eeb-46b7-b50b-15cb39918d09,items_commodities_pingala
1e4ca7fc-bb70-4080-b94f-7ad24ba4f520,items_commodities_pitambu
0e6aa9fc-00ba-4767-8727-33b6009e9933,items_commodities_spiral
306f93e6-a500-415b-b71b-631e8c93721c,items_commodities_sunsetberry
1d4bce93-f0a3-47f2-8885-195f906a32d1,items_commodities_kopionhorn_cave
0f7378e2-2106-4c40-abd6-927cb91ba60d,items_commodities_marokgem
48bf58e1-8cba-469b-92ae-09dbc0acc645,items_commodities_quasigrazeregg_boreal
8ba78e89-0832-48c2-b8ab-4eaa7d4bba42,items_commodities_valakkarfang_adult_irradiated
93d40906-a95a-4df5-9ac0-0a47c0d782b1,items_commodities_dopple
f1604838-e521-49e6-87d0-3ef4d02db4c0,items_commodities_freeze
bdeef09b-a4da-4b51-a7fa-54147871525e,items_commodities_glow
801ba093-ccce-4514-9fff-212fdcce9397,items_commodities_mala
4b904eb5-7e6b-4c18-914e-7735a4e8ed67,items_commodities_thrust
910562b9-93d9-4e46-af2d-ba0858f231d0,items_commodities_zip
2ed08e8e-7d46-4056-b877-42809af9905b,items_commodities_CK13GIDSeeds
9c09556c-a9c7-4af8-893d-7a3cd6152746,items_commodities_agriculturalSupplies
e938ab24-2af8-48b5-9af7-8e82fb26dcb3,items_commodities_distilledSpirits
5e079d07-630a-41d5-a314-16381f07e2c3,items_commodities_HLX99Hyperprocessors
c93a256a-66eb-41ef-a4eb-f14972976694,items_commodities_OsoianHides
d32df14b-43f3-44dc-a39c-124217fac045,items_commodities_acryliplex
47b8b3dc-5ad0-4780-8049-ad33f6a7d10b,items_commodities_diluthermex
1396faad-eb0c-4ed1-be34-571ca7ca159e,items_commodities_zetaprolanide
a1aac2a9-048d-43da-ba8e-5b090901e845,items_commodities_RedfinEnergyModulator
f4c68747-fa77-4c42-aff5-c3d72b8c8388,items_commodities_stims
4ad4350f-d61a-47c0-809b-78ecba2e4f6b,items_commodities_LifeCureMedSticks
460e7516-8162-4d02-bcbb-09deec89df1f,items_commodities_mobyGlass
03a947b5-8cb9-412e-908e-19ff41df4504,items_commodities_RS1OdyseySpacesuits
ee845b46-a156-47f7-a58a-22f9b77b9c2b,items_commodities_altruciatoxin_unprocessed
ca8dcc9f-35d9-4652-b270-7db91ccd25a8,items_commodities_maze
a69c19f9-f33e-4c87-bfd2-09663585d158,items_commodities_widow
3871740a-f82f-445d-a2e5-8163d1405733,items_commodities_GaspingWeevilEggs
ea78052a-11b2-484e-a7ee-d19ed906a037,items_commodities_HumanFoodBars
accacd33-3a1a-4ec7-8b4a-14b9f028047c,items_commodities_processedFood
096618a0-1f7d-48db-9c6a-9ac459386527,items_commodities_freshFood
530da47b-c6bb-4d95-a1ee-23a1e4e27b45,items_commodities_hydrogen
e821252d-9d3f-479d-aea3-6ac6cb835784,items_commodities_Astatine
0e49f648-a7d0-4e5c-80e6-9636bd9a8ed6,items_commodities_fluorine
a0db59ab-1497-47e4-b0cd-d205c0a4d2f5,items_commodities_iodine
d5506a24-5729-4354-81fb-0959173357c4,items_commodities_medicalSupplies
dc6fbcbb-5990-4ed5-82ee-93152dab7845,items_commodities_agricium
48c7080a-bbef-43d2-901a-698321ed4340,items_commodities_aluminum
a789f57a-e12b-4bcd-8132-e0c03d84fc89,items_commodities_copper
21825507-7923-4683-9bf3-9cfe316940e3,items_commodities_gold
f386a33c-ac9a-400a-a7b8-fe1fc7c8d270,items_commodities_iron
07570c9f-fdf6-4bca-a56b-c42809ec0e01,items_commodities_titanium
60f116f4-c02a-45b2-9ded-333747795124,items_commodities_tungsten
93c8b7df-d6ac-4b4f-a115-b0e3afc238b8,items_commodities_beryl
4236c16b-c47f-4083-9e26-4313733f2326,items_commodities_corundum
935255d1-2eda-414b-bdd7-207e57c26e36,items_commodities_diamond
7f4599b0-a2b2-4178-8c7e-13292054ab20,items_commodities_laranite
35121003-f1af-481a-b16f-7f48d8af0efb,items_commodities_quartz
dae3efcb-f82e-4c2a-b24b-81f2be8daa51,items_commodities_scrap
b999ef65-35be-45bf-908a-5eac6e06ba12,items_commodities_waste
91ad8b9e-426e-462a-a7f5-cf06eb79971a,item_nameCarryable_2H_MissionItem_EvidenceBox
33bff393-42f1-4f70-85a1-71e695ed2a5a,items_commodities_borase
c6b26962-9a6c-4ee8-b8cd-494828e0876f,items_commodities_cobalt
392b4dca-449a-4d4d-8fef-beab024d9ee7,items_commodities_lindinium
28611d12-4140-4488-9722-b61091cc2f7c,items_commodities_mercury
8dda1cf4-dc6c-4b31-93f2-8ca28ef6ec55,items_commodities_potassium
86d00bd8-08f7-4231-b375-a609803fc46d,items_commodities_riccite
4a47cad8-0271-4048-b19b-d9b52521fc20,items_commodities_savrilium
8cd317a3-df9b-4315-8ac3-0f1fca42dfd4,items_commodities_stileron
1b4c4042-5fdc-4b52-bec4-07085cb3520a,items_commodities_tin
75b37a54-45c9-4f27-ac09-9830f092dd86,items_commodities_torite
fde0cd65-8827-4b23-804d-cc8845dfa7ac,items_commodities_aslarite
999e3149-fd10-49ac-914f-8911e61c6122,items_commodities_bexalite
61189578-ed7a-4491-9774-37ae2f82b8b0,items_commodities_hephaestanite
f9f3251a-8e48-408a-b957-f1e3d5d3e213,items_commodities_pressurized_ice
bde5a2c8-2ef4-46ac-9403-2fcb79e4016c,items_commodities_quantainium
06cafea0-49fe-4dce-b0f0-dc583316c66d,items_commodities_taranite
989f9b73-f636-4f35-a81d-579dcbe3f0ab,items_commodities_ouratite
7bbd3197-a6e1-49b3-a495-0b7ef4f8ce40,items_commodities_silicon
a11394c9-ad7c-404d-9209-3a5e57bb4aa4,items_commodities_ammonia
0d41371c-3cde-4939-8583-cd718f5edd60,items_commodities_argon
00686389-dfb8-49e4-9eea-66a4ebf24db2,items_commodities_helium
9e65a7bd-adcf-4129-9ef5-26f4fe13f85b,items_commodities_methane
8ee121cc-aabb-4394-87dd-02552d228d0b,items_commodities_nitrogen
d24d3982-aba6-4e0e-803e-4839ceeef328,items_commodities_partillium
2fdf6809-4eba-4bed-b75c-09c9207fbc37,items_commodities_tritium
ad752f96-3a1c-4ce7-9bde-fa847b7b2e48,items_commodities_atlasium
53513e3d-93cc-4079-b87b-cf20a4692661,items_commodities_dymantium
fc1ec740-3047-48d8-81f0-396f4c9a90ef,items_commodities_agricium_ore
e30bdd32-8fd5-44b8-9994-5fd253a16c37,items_commodities_aluminum_ore
728a3d7e-9567-4e1c-87fd-2bd45b458aa6,items_commodities_borase_ore
d4ba4af8-80f1-4a8a-b8cd-5ba7e37c005c,items_commodities_copper_ore
57aba429-cf97-4fdd-8042-94b1d643f5bd,items_commodities_gold_ore
32c57a12-5de5-49b1-827a-9fd80278fbc4,items_commodities_iron_ore
87327e0c-86a7-4c6b-82c3-d0c8fe6bf15f,items_commodities_lindinium_ore
c3697191-8ad0-43a9-af7a-29c0ad58de34,items_commodities_riccite_ore
d76ea7ef-5116-488c-93d3-71e02bada13d,items_commodities_savrilium_ore
64978449-1d87-4a16-ba55-4b5f94fee217,items_commodities_titanium_ore
48b9b7ba-cd5e-458b-bb91-9b43eb46c568,items_commodities_torite_ore
addc9aa4-5d2d-4c0d-b01b-ad2b2e50a5d6,items_commodities_tungsten_ore
97f623df-e359-4d51-b819-91644b31ead2,items_commodities_steel
91e0d004-ecd2-48b5-af06-5dbeed33460d,items_commodities_xapyen
80dd9dd7-1a4e-41b9-9b3b-4f385b87396c,items_commodities_carinite_pure
b8029480-f171-4a88-a44d-4323e021f82a,items_commodities_inert_materials
df2ef5ee-dbb1-404b-a1c9-fb9877ed1eba,items_commodities_mixedMining
f0c1f30b-001c-4a80-ac20-27df27183056,items_commodities_aslarite_raw
eb503701-389a-48a1-af28-eb7374009d5d,items_commodities_beryl_raw
3848c27d-49cc-4fdb-9a18-e93770bc8bc2,items_commodities_bexalite_raw
4ceb21c5-48f8-418a-8188-0b0196c33505,items_commodities_corundum_raw
9491a4b4-7887-49fc-af04-e7f132078d0f,items_commodities_diamond_raw
cad319d9-e0e5-420d-bbfd-dd62a0362d05,items_commodities_hephaestanite_raw
7b7178c1-b0f0-4760-89de-9a3e3851e7a8,items_commodities_laranite_raw
501d9b2e-136c-483b-a4d9-282fe6a5d37a,items_commodities_quantainium_raw
8569b931-06bb-4d86-9f24-5e303e2ff3ee,items_commodities_quartz_raw
b6175879-fc61-4600-b4a9-1e15f2c2ddd5,items_commodities_taranite_raw
9dc16af8-bfb9-4119-9e54-6db11b0a7ed2,items_commodities_carbon
65fa8e9f-0413-46a6-a9cd-3fce91194f18,items_commodities_chlorine
ca3ae4c1-3483-4985-ba61-50412994dc83,items_commodities_raw_ouratite
d137b905-b3bc-4721-a790-830499263c0c,items_commodities_raw_silicon
70f388a3-a84c-44c6-be8b-3ed295d39e77,items_commodities_MoldSamples
c87a8d56-8998-46ba-b056-0ebd0b07eed6,items_commodities_MoldTreatment
7f72bf18-3334-4e60-837d-d51d9fa745cd,items_commodities_organimass
9c9b1fde-10ee-4707-a391-5ea8f03e8178,items_commodities_bioplastic
50ec433d-37a8-4123-a803-73a4b09a5e39,items_commodities_cadmiumallinide
98aa6a70-80e7-41d7-9128-9692053d57a2,items_commodities_ConstructionMaterials
ebacf963-517e-4b05-b6cd-ee135e04a1ae,items_commodities_ConstructionMaterialsChunks
344b54b4-e1c3-4863-b605-f4498b0a8a27,items_commodities_ConstructionMaterialsPowder
0de337b5-01ca-4fd7-afdf-b67cf598f3c3,items_commodities_ConstructionMaterialsScraps
e25b7a4c-e642-44bb-8941-552ad9b9a875,items_commodities_diamondlaminate
a8d60f68-349e-4755-98fc-9a0a8dc349a5,items_commodities_dynaflex
ca524406-0e3e-4d5e-baad-8a6c7b42054b,items_commodities_elespo
8bc60017-e4b6-47b1-bbe0-f2eb944fdeaf,items_commodities_detatrine
3702ad47-7681-452d-b92f-9372bc1e6a4e,items_commodities_type_HPMC
16314a82-085d-415f-a4ae-f0a0c077022f,items_commodities_lastaprene
ac0c8daa-05d6-4000-a12d-5e0451da4aea,items_commodities_lycara
984c2ac5-70dc-43be-85a2-15b8db95dcd2,items_commodities_militarySupplies
c184c595-78c9-4e19-8e27-5ae16e166f20,items_commodities_neograph
3274fabb-2dde-4291-b17f-c58a44090218,items_commodities_omnapoxy
00f23f09-a8ae-4ccb-845f-accd63dd7906,items_commodities_PartyFavors
de9f4d03-6b60-429d-9b26-9f2308bae973,items_commodities_type_plasmaFuel
f4846780-182f-49d1-a711-f08c0172735e,items_commodities_type_quantumFuel
a0e6c4cf-face-4f52-a020-dfa869607901,items_commodities_type_RMC
a3bff629-d9fb-4999-a5f8-410137e76324,items_commodities_sarilus
1fdb2e84-1622-4685-8194-2d108498d90f,item_NameAmmoCrate_S1
12b3419e-8300-4a4e-9dc9-4c2d4469fc11,item_NameAmmoCrate_S2
393c2115-5ba5-4748-9664-3f5a7998a816,item_NameAmmoCrate_S3
42a961ba-0039-41d3-a020-989410a2958c,item_NameAmmoCrate_S4
313b4437-fde2-4eab-af35-aae4421b9d2e,item_NameAmmoCrate_S5
a6e40cd4-c10e-403c-aaa0-79a8f112cf6c,item_NameAmmoCrate_S6
a790133a-b77b-4699-9ae5-264b61fe9ffc,item_NameAmmoCrate_S7
b5d360d2-0ebe-472d-afa9-69c4dff908bb,item_NameAmmoCrate
2eebe444-03ed-4d17-b9e7-037482b9dbc6,item_NameAmmoCrate
b2f14f8c-3780-4706-8bc3-7792fc0b00de,item_NameAmmoCrate_Decoy
c473310f-6284-4ab8-a6f7-1604ac5d634a,item_NameAmmoCrate_Noise
1447fd18-aaac-4788-ae2f-55055dcc31cf,items_commodities_silnex
3dc64c8c-8784-43e0-a003-3230b3ae680e,items_commodities_uncutslam
18671657-8b11-4407-b190-10c9f73661fe,items_commodities_Souvenirs
6e8c18c9-f6cd-4311-805e-6daeaef4a26d,items_commodities_thermalfoam
990291f7-211f-4c04-914f-bc98385451be,items_commodities_VentFilters
99df66b9-5cc2-4ddb-858f-f44e3fc22185,items_commodities_genmodseeds
7abd6c08-3755-4a2a-ba3f-cb3019c2f213,items_commodities_type_processedGoods
e81bb594-a380-49fb-a9e4-a6cf2c7f9fa0,items_commodities_biologicalsamples
5f2d394d-6e69-4cb8-afb2-81a96544936e,items_commodities_AudioVisualEquipment
14b738eb-fe9f-4822-953d-c00329bd7141,items_commodities_organs
08df1d49-3a9f-4697-b99f-1166742deaec,items_commodities_viruscultures
12181a14-034b-4deb-92b7-2faf2cfd182b,item_Name_clda_utility_heavy_backpack_01_01_01
