Location Class,Name Key,Description Key,Callout 1 Key,Callout 2 Key,Callout 3 Key,Type GUID,Parent GUID,Parent Class,Parent Path,Affiliation GUID,Affiliation Class,Affiliation Path,Affiliation Name Key,Jurisdiction GUID,Jurisdiction Class,Jurisdiction Path,Jurisdiction Name Key,Respawn Location Type,Location Hierarchy Tag,Nav Icon,Size,Hide In Starmap,Hide In World,Hide When In Adoption Radius,Only Show When Parent Selected,Override Show In All Zones,Override Permanent,Minimum Display Size,Block Travel,Is Scannable,Show Orbit Line,Use Holo Material,No Auto Body Recovery,Arrival Radius,Adoption Radius,Set Entity Location On Enter,Expose For Player Created Missions,StarMap Geom Path,StarMap Material Path,StarMap Shape Path,Location Image Path,Record GUID,Record Path
AsteroidCluster_1Base_Pyro_Encounter_RegionA_001,AsteroidCluster_1Base_Pyro_Encounter_RegionA_001,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,61d66cca-8043-4ba1-9ec1-cc2657bd3757,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regiona_001.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionA_002,AsteroidCluster_1Base_Pyro_Encounter_RegionA_002,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,80d543be-8480-48cf-89c8-5b33b6b455b1,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regiona_002.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionA_002,AsteroidCluster_1Base_Pyro_Encounter_RegionA_002,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,80d543be-8480-48cf-89c8-5b33b6b455b1,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regiona_002.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionA_003,AsteroidCluster_1Base_Pyro_Encounter_RegionA_003,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,2bf56608-62ea-4d1a-9e9b-38377004dc1b,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regiona_003.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionA_003,AsteroidCluster_1Base_Pyro_Encounter_RegionA_003,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,2bf56608-62ea-4d1a-9e9b-38377004dc1b,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regiona_003.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionA_004,AsteroidCluster_1Base_Pyro_Encounter_RegionA_004,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,0686cb11-f099-46f1-a7e1-68780bb4ce97,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regiona_004.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionA_004,AsteroidCluster_1Base_Pyro_Encounter_RegionA_004,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,0686cb11-f099-46f1-a7e1-68780bb4ce97,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regiona_004.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionB_001,AsteroidCluster_1Base_Pyro_Encounter_RegionB_001,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,bb25427a-b97d-47fd-9c9d-24b3ebfe4e63,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionb_001.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionB_001,AsteroidCluster_1Base_Pyro_Encounter_RegionB_001,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,bb25427a-b97d-47fd-9c9d-24b3ebfe4e63,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionb_001.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionB_002,AsteroidCluster_1Base_Pyro_Encounter_RegionB_002,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,4d472bd0-23ae-4479-b1e3-4200e9f2e450,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionb_002.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionB_002,AsteroidCluster_1Base_Pyro_Encounter_RegionB_002,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,4d472bd0-23ae-4479-b1e3-4200e9f2e450,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionb_002.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionB_003,AsteroidCluster_1Base_Pyro_Encounter_RegionB_003,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,87f74eca-9f56-453d-bdc1-31ae558b7aa5,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionb_003.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionB_003,AsteroidCluster_1Base_Pyro_Encounter_RegionB_003,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,87f74eca-9f56-453d-bdc1-31ae558b7aa5,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionb_003.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionC_001,AsteroidCluster_1Base_Pyro_Encounter_RegionC_001,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,f3cc8aa5-3a3e-49b7-bf40-664504f67075,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,74330cd4-a7f8-456b-aa20-a31e778f2bce,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionc_001.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionC_001,AsteroidCluster_1Base_Pyro_Encounter_RegionC_001,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,f3cc8aa5-3a3e-49b7-bf40-664504f67075,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,74330cd4-a7f8-456b-aa20-a31e778f2bce,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionc_001.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionC_002,AsteroidCluster_1Base_Pyro_Encounter_RegionC_002,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,f3cc8aa5-3a3e-49b7-bf40-664504f67075,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,bdf961e3-348f-4ea7-8cd0-4f3b55938438,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionc_002.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionC_002,AsteroidCluster_1Base_Pyro_Encounter_RegionC_002,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,f3cc8aa5-3a3e-49b7-bf40-664504f67075,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,bdf961e3-348f-4ea7-8cd0-4f3b55938438,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionc_002.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionC_003,AsteroidCluster_1Base_Pyro_Encounter_RegionC_003,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,f3cc8aa5-3a3e-49b7-bf40-664504f67075,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,f6d07e98-a3c5-44bd-b77b-3080ce6ac5e3,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionc_003.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionC_003,AsteroidCluster_1Base_Pyro_Encounter_RegionC_003,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,f3cc8aa5-3a3e-49b7-bf40-664504f67075,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,f6d07e98-a3c5-44bd-b77b-3080ce6ac5e3,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionc_003.xml
AsteroidCluster_1Base_Pyro_Encounter_RegionC_004,AsteroidCluster_1Base_Pyro_Encounter_RegionC_004,AsteroidCluster_Pyro_Desc,,,,f6461834-fa63-468f-a3c4-d1ed6ef8c20d,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,,,,,,,,,None,f3cc8aa5-3a3e-49b7-bf40-664504f67075,Default,39000,0,0,0,0,NoOverride,NoOverride,0,0,0,0,1,0,30000,500000,1,0,objects/ui/starmap/stations/smap_asteroid_cluster_a.cgf,Materials/UI/Starmap/Asteroids/ui_sm_asteroids_1.mtl,UI/Textures/Vector/General/MarkerIcons/ui_icon_general_01.svg,,2fc7e6d4-6ab4-40f9-821e-acdb041b3abd,libs/foundry/records/starmap/pu/asteroidcluster_1base_pyro_encounter_regionc_004.xml
