Entity Class,Vehicle Name Key,Vehicle Description Key,Manufacturer GUID,Manufacturer Code,Manufacturer Name Key,Movement Class,Vehicle Definition,Modification,Career Key,Career GUID,Role Key,Role GUID,Crew Size,Hull Damage Normalization,Allow Soft Destruction,Dogfight Enabled,Gravlev Vehicle,Inventory Container GUID,Record GUID,Record Path
DRAK_Mule,vehicle_NameDRAK_Mule,vehicle_DescDRAK_Mule,6116471c-891d-4830-8968-650b6deafc00,DRAK,manufacturer_NameDRAK,ArcadeWheeled,Scripts/Entities/Vehicles/Implementations/Xml/DRAK_Mule.xml,,vehicle_focus_transporter,d86d770d-1fc4-4525-b3b0-4f670a8a5634,vehicle_class_lightfreight,ff99d78e-3a6a-4e4d-8b1c-59e87a005c11,1,2500,0,1,0,bd3d3bab-618e-4984-ab03-ebd09adc36d9,fb484074-f33f-4977-a052-2937e8508acc,libs/foundry/records/entities/groundvehicles/drak_mule.xml
GRIN_MDC,vehicle_NameGrin_MDC,vehicle_DescGrin_MDC,819545f4-18af-49a6-814e-ca4fd08f56e5,GRIN,manufacturer_NameGRIN,ArcadeWheeled,Scripts/Entities/Vehicles/Implementations/Xml/GRIN_MXC.xml,Grin_MDC,vehicle_focus_ground,7e0ae04c-b425-4705-ab25-8ff17dd8660f,vehicle_class_antiair,409cf257-941e-4aff-b920-bc9fce904aa7,1,2500,0,1,0,,3e911bb5-1a94-4501-bd63-560557f1b492,libs/foundry/records/entities/groundvehicles/grin_mdc.xml
GRIN_MTC,vehicle_NameGRIN_MTC,vehicle_DescGRIN_MTC,819545f4-18af-49a6-814e-ca4fd08f56e5,GRIN,manufacturer_NameGRIN,ArcadeWheeled,Scripts/Entities/Vehicles/Implementations/Xml/GRIN_MXC.xml,,vehicle_focus_ground,7e0ae04c-b425-4705-ab25-8ff17dd8660f,vehicle_class_passenger,e23c9136-14ab-4814-8c99-50973444f9c4,1,2500,0,1,0,,91c9418e-6240-4fb1-a18a-1e22ebfb7747,libs/foundry/records/entities/groundvehicles/grin_mtc.xml
GRIN_PTV_NoCrimesAgainst,vehicle_NameGRIN_PTV,vehicle_DescGRIN_PTV,819545f4-18af-49a6-814e-ca4fd08f56e5,GRIN,manufacturer_NameGRIN,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/grin_ptv.xml,,vehicle_focus_transporter,d86d770d-1fc4-4525-b3b0-4f670a8a5634,vehicle_class_passenger,e23c9136-14ab-4814-8c99-50973444f9c4,1,2500,0,1,0,cda4d69a-43cc-4d29-8e99-f8c5260913af,38714460-738c-4d8f-9f73-1201269b4650,libs/foundry/records/entities/groundvehicles/grin_ptv_nocrimesagainst.xml
GRIN_PTV,vehicle_NameGRIN_PTV,vehicle_DescGRIN_PTV,819545f4-18af-49a6-814e-ca4fd08f56e5,GRIN,manufacturer_NameGRIN,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/grin_ptv.xml,,vehicle_focus_transporter,d86d770d-1fc4-4525-b3b0-4f670a8a5634,vehicle_class_passenger,e23c9136-14ab-4814-8c99-50973444f9c4,1,2500,0,1,0,cda4d69a-43cc-4d29-8e99-f8c5260913af,41ff82e7-ce4e-4dbc-ad7c-7ef52fbe569c,libs/foundry/records/entities/groundvehicles/grin_ptv.xml
GRIN_ROC_DS,vehicle_NameGRIN_ROC_DS,vehicle_DescGRIN_ROC_DS,819545f4-18af-49a6-814e-ca4fd08f56e5,GRIN,manufacturer_NameGRIN,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/grin_roc_ds.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_lightmining,4e2a4b20-967e-49a6-8a6c-6b065fdf2978,2,2500,0,1,0,941ec013-061b-4b49-8488-36e0ebe1765d,14d6ba03-86ad-47f8-b940-e8a82d2d52b6,libs/foundry/records/entities/groundvehicles/grin_roc_ds.xml
GRIN_ROC,vehicle_NameGRIN_ROC,vehicle_DescGRIN_ROC,819545f4-18af-49a6-814e-ca4fd08f56e5,GRIN,manufacturer_NameGRIN,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/grin_roc.xml,,vehicle_focus_resources,0c06d7fa-963b-4fb3-b9a6-5e03a140bed3,vehicle_class_lightmining,4e2a4b20-967e-49a6-8a6c-6b065fdf2978,1,2500,0,1,0,756f1fc4-b650-4b6a-80a9-bb0b55ff7cc9,62e33393-5d68-4191-aba5-3b81ce4f3bf9,libs/foundry/records/entities/groundvehicles/grin_roc.xml
GRIN_STV,vehicle_NameGRIN_STV,vehicle_DescGRIN_STV,819545f4-18af-49a6-814e-ca4fd08f56e5,GRIN,manufacturer_NameGRIN,ArcadeWheeled,Scripts/Entities/Vehicles/Implementations/Xml/GRIN_STV.xml,,vehicle_focus_transporter,d86d770d-1fc4-4525-b3b0-4f670a8a5634,vehicle_class_passenger,e23c9136-14ab-4814-8c99-50973444f9c4,2,2500,0,1,0,,d4662193-10ab-4912-8ca4-d64ead0e6f3b,libs/foundry/records/entities/groundvehicles/grin_stv.xml
GRIN_UTV,Vehicle_NameGRIN_UTV,Vehicle_DescGRIN_UTV,819545f4-18af-49a6-814e-ca4fd08f56e5,GRIN,manufacturer_NameGRIN,ArcadeWheeled,Scripts/Entities/Vehicles/Implementations/Xml/grin_utv.xml,,vehicle_focus_transporter,d86d770d-1fc4-4525-b3b0-4f670a8a5634,vehicle_class_passenger,e23c9136-14ab-4814-8c99-50973444f9c4,2,2500,0,1,0,868e7e70-0ac9-451d-9863-f1ff178925a2,bfdf94df-32fc-497c-b9fa-c98f3fa4c83b,libs/foundry/records/entities/groundvehicles/grin_utv.xml
RSI_Lynx_AI_CIV,vehicle_NameRSI_Lynx,vehicle_DescRSI_Lynx,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_lynx.xml,,vehicle_focus_transporter,d86d770d-1fc4-4525-b3b0-4f670a8a5634,item_ShipFocus_LuxuryTouring,7b573f8f-4e5d-4e97-bd9c-196faddb0a18,2,2500,0,0,0,632cf6eb-b13a-4795-8a0a-6a980296d3c6,fb95f69c-ca55-4bf7-93a8-b75edaf6d303,libs/foundry/records/entities/groundvehicles/rsi_lynx_ai_civ.xml
RSI_Lynx,vehicle_NameRSI_Lynx,vehicle_DescRSI_Lynx,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_lynx.xml,,vehicle_focus_transporter,d86d770d-1fc4-4525-b3b0-4f670a8a5634,item_ShipFocus_LuxuryTouring,7b573f8f-4e5d-4e97-bd9c-196faddb0a18,2,2500,0,1,0,632cf6eb-b13a-4795-8a0a-6a980296d3c6,4c034eef-329c-4336-850e-49bfb1f06a15,libs/foundry/records/entities/groundvehicles/rsi_lynx.xml
RSI_Ursa_Medivac_Stealth,TheCollector_ShipMod_URSA_Medivac_VehicleName,TheCollector_ShipMod_URSA_Medivac_VehicleDesc,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,Medivac,vehicle_focus_support,90be8892-b27f-49e6-a2e1-b13801bf4bd5,vehicle_class_medical,8f1c5179-1fe8-42f2-98af-3f5e5b8accb9,2,2500,0,1,0,9d1a1cbc-580f-425d-acc9-179c6b74cb3a,6b621d46-86d6-4f5a-835f-b98242c51876,libs/foundry/records/entities/groundvehicles/rsi_ursa_medivac_stealth.xml
RSI_Ursa_Medivac,vehicle_NameRSI_URSA_Medivac,vehicle_DescRSI_URSA_Medivac,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,Medivac,vehicle_focus_support,90be8892-b27f-49e6-a2e1-b13801bf4bd5,vehicle_class_medical,8f1c5179-1fe8-42f2-98af-3f5e5b8accb9,2,2500,0,1,0,9d1a1cbc-580f-425d-acc9-179c6b74cb3a,ebf015be-7bf9-44e9-ad9c-b5c65f00c530,libs/foundry/records/entities/groundvehicles/rsi_ursa_medivac.xml
RSI_Ursa_Rover_AI_CIV_RaceAnnouncer,vehicle_NameRSI_Ursa_Rover,vehicle_DescRSI_Ursa_Rover,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,,vehicle_focus_exploration,605f6ca1-9eae-4d78-9f7f-71288d44dada,vehicle_class_pathfinder,8f440187-1d52-41d8-a0f5-b1ce0d34e6bf,2,2500,0,0,0,7429cbbb-412a-41b8-a1bd-4d2551e956ce,287fde8a-3c93-44ac-bab1-a463f250b95b,libs/foundry/records/entities/groundvehicles/rsi_ursa_rover_ai_civ_raceannouncer.xml
RSI_Ursa_Rover_AI_CIV,vehicle_NameRSI_Ursa_Rover,vehicle_DescRSI_Ursa_Rover,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,,vehicle_focus_exploration,605f6ca1-9eae-4d78-9f7f-71288d44dada,vehicle_class_pathfinder,8f440187-1d52-41d8-a0f5-b1ce0d34e6bf,2,2500,0,0,0,7429cbbb-412a-41b8-a1bd-4d2551e956ce,54a26e9d-b7a4-420b-b3e1-b036a25b45f7,libs/foundry/records/entities/groundvehicles/rsi_ursa_rover_ai_civ.xml
RSI_Ursa_Rover_Emerald,vehicle_NameRSI_Ursa_Rover_Emerald,vehicle_DescRSI_Ursa_Rover_Emerald,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,,vehicle_focus_exploration,605f6ca1-9eae-4d78-9f7f-71288d44dada,vehicle_class_pathfinder,8f440187-1d52-41d8-a0f5-b1ce0d34e6bf,2,2500,0,1,0,7429cbbb-412a-41b8-a1bd-4d2551e956ce,953f8277-43a5-4f88-b139-ee997ee5c482,libs/foundry/records/entities/groundvehicles/rsi_ursa_rover_emerald.xml
RSI_Ursa_Rover_Prison,vehicle_NameRSI_Ursa_Rover,vehicle_DescRSI_Ursa_Rover,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,,vehicle_focus_exploration,605f6ca1-9eae-4d78-9f7f-71288d44dada,vehicle_class_pathfinder,8f440187-1d52-41d8-a0f5-b1ce0d34e6bf,2,2500,0,1,0,7429cbbb-412a-41b8-a1bd-4d2551e956ce,ca7a8468-c497-4a16-95d6-030f4a79bfe4,libs/foundry/records/entities/groundvehicles/rsi_ursa_rover_prison.xml
RSI_Ursa_Rover_Unmanned_FF,vehicle_NameRSI_Ursa_Rover,vehicle_DescRSI_Ursa_Rover,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,,vehicle_focus_exploration,605f6ca1-9eae-4d78-9f7f-71288d44dada,vehicle_class_pathfinder,8f440187-1d52-41d8-a0f5-b1ce0d34e6bf,2,2500,0,1,0,7429cbbb-412a-41b8-a1bd-4d2551e956ce,192920e0-90c6-432d-84dd-c3e500f364f9,libs/foundry/records/entities/groundvehicles/rsi_ursa_rover_unmanned_ff.xml
RSI_Ursa_Rover_Unmanned_Template,vehicle_NameRSI_Ursa_Rover,vehicle_DescRSI_Ursa_Rover,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,,vehicle_focus_exploration,605f6ca1-9eae-4d78-9f7f-71288d44dada,vehicle_class_pathfinder,8f440187-1d52-41d8-a0f5-b1ce0d34e6bf,2,2500,0,1,0,7429cbbb-412a-41b8-a1bd-4d2551e956ce,143c5344-d70e-4feb-942f-99b5920f374d,libs/foundry/records/entities/groundvehicles/rsi_ursa_rover_unmanned_template.xml
RSI_Ursa_Rover,vehicle_NameRSI_Ursa_Rover,vehicle_DescRSI_Ursa_Rover,093e6eba-93fa-4dad-b3dd-38966934e34e,RSI,manufacturer_NameRSI,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/rsi_ursa_rover.xml,,vehicle_focus_exploration,605f6ca1-9eae-4d78-9f7f-71288d44dada,vehicle_class_pathfinder,8f440187-1d52-41d8-a0f5-b1ce0d34e6bf,2,2500,0,1,0,7429cbbb-412a-41b8-a1bd-4d2551e956ce,8c375d7e-0e44-42e8-b84b-c8d6b2e1256c,libs/foundry/records/entities/groundvehicles/rsi_ursa_rover.xml
TMBL_Cyclone_AA,vehicle_NameTMBL_Cyclone_AA,vehicle_DescTMBL_Cyclone_AA,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/tmbl_cyclone.xml,AA,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_antiair,409cf257-941e-4aff-b920-bc9fce904aa7,1,2500,0,1,0,0a78cfc6-51be-410d-b71c-0ee0ddc242bb,0194943d-1164-4b5f-a85e-79ebc0ebe621,libs/foundry/records/entities/groundvehicles/tmbl_cyclone_aa.xml
TMBL_Cyclone_Indestructible,vehicle_NameTMBL_Cyclone,vehicle_DescTMBL_Cyclone,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/tmbl_cyclone.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_passenger,e23c9136-14ab-4814-8c99-50973444f9c4,1,2500,0,1,0,3fdc5058-9de3-480e-846b-031201a330b7,cfd2dc81-1b29-4c38-b84f-2127b4a52401,libs/foundry/records/entities/groundvehicles/tmbl_cyclone_indestructible.xml
TMBL_Cyclone_MT,vehicle_NameTMBL_Cyclone_MT,vehicle_DescTMBL_Cyclone_MT,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/tmbl_cyclone.xml,MT,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_antiair,409cf257-941e-4aff-b920-bc9fce904aa7,1,2500,0,1,0,2bc70f6a-6121-44c5-894d-51cd8c710021,bda93768-c01f-40b4-a92e-f31876cd33d0,libs/foundry/records/entities/groundvehicles/tmbl_cyclone_mt.xml
TMBL_Cyclone_RC,vehicle_NameTMBL_Cyclone_RC,vehicle_DescTMBL_Cyclone_RC,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/tmbl_cyclone.xml,RC,vehicle_focus_competition,0f148cb8-74eb-45fa-bd77-82a756fa4b36,vehicle_class_racing,42c95b15-5e41-4c2d-a342-8df0aa82ae3b,1,2500,0,1,0,3bf2d8d4-4002-4a3b-beba-863f20a730fb,064951d7-3dd0-49c2-8b88-d2d7f809633e,libs/foundry/records/entities/groundvehicles/tmbl_cyclone_rc.xml
TMBL_Cyclone_RN,vehicle_NameTMBL_Cyclone_RN,vehicle_DescTMBL_Cyclone_RN,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/tmbl_cyclone.xml,RN,vehicle_focus_exploration,605f6ca1-9eae-4d78-9f7f-71288d44dada,vehicle_class_pathfinder,8f440187-1d52-41d8-a0f5-b1ce0d34e6bf,1,2500,0,1,0,fb5711f8-e8b8-47cf-b209-22f10e8fb50e,b389839d-fdf9-4c41-850a-4e7461250304,libs/foundry/records/entities/groundvehicles/tmbl_cyclone_rn.xml
TMBL_Cyclone_TR,vehicle_NameTMBL_Cyclone_TR,vehicle_DescTMBL_Cyclone_TR,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/tmbl_cyclone.xml,TR,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_antivehicle,41dd811d-4ec5-4e07-b072-82ccabf6110b,1,2500,0,1,0,f102c8b9-e216-409f-9385-dd22459aa9af,f80914cf-643e-4b7e-b715-eaf9aa572954,libs/foundry/records/entities/groundvehicles/tmbl_cyclone_tr.xml
TMBL_Cyclone,vehicle_NameTMBL_Cyclone,vehicle_DescTMBL_Cyclone,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,scripts/entities/vehicles/implementations/xml/tmbl_cyclone.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_passenger,e23c9136-14ab-4814-8c99-50973444f9c4,1,2500,0,1,0,3fdc5058-9de3-480e-846b-031201a330b7,8dbb42e4-e127-4153-9694-2845142c3e51,libs/foundry/records/entities/groundvehicles/tmbl_cyclone.xml
TMBL_Nova,vehicle_NameTMBL_Nova,vehicle_DescTMBL_Nova,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,Scripts/Entities/Vehicles/Implementations/Xml/TMBL_Nova.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_heavytank,08fcb471-048e-4a56-bf2f-c5bdc1e99ea7,1,2500,0,1,0,ff241293-22db-40cc-837e-f706d4b5124a,b8a352bb-74a8-415b-9e08-77f684ac91b8,libs/foundry/records/entities/groundvehicles/tmbl_nova.xml
TMBL_Storm_AA,vehicle_NameTMBL_Storm_AA,vehicle_DescTMBL_Storm_AA,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,Scripts/Entities/Vehicles/Implementations/Xml/TMBL_Storm.xml,AA,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_lighttank,3a553197-5e64-477e-8e97-c8ae871b753a,1,2500,1,1,0,2225882b-9760-48bb-9aaa-6c09f1c66dcf,8bbcd2cd-1e4b-4b0b-a65c-385bb2a02c32,libs/foundry/records/entities/groundvehicles/tmbl_storm_aa.xml
TMBL_Storm,vehicle_NameTMBL_Storm,vehicle_DescTMBL_Storm,bb1024bc-b82e-491c-820c-36662c36feb3,TMBL,manufacturer_NameTMBL,ArcadeWheeled,Scripts/Entities/Vehicles/Implementations/Xml/TMBL_Storm.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_lighttank,3a553197-5e64-477e-8e97-c8ae871b753a,1,2500,1,1,0,54c00ca7-0f69-4d0e-b73f-c4367ee4b8f3,515269d2-fea4-473f-b416-5f6677a54b55,libs/foundry/records/entities/groundvehicles/tmbl_storm.xml
AEGS_Avenger_Stalker_PU_AI_Advocacy,vehicle_NameAEGS_Avenger_Stalker,vehicle_DescAEGS_Avenger_Stalker,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_avenger.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_interceptor,698628f1-f6c1-47cd-ae52-a0fa1234fca9,1,1650,1,1,0,7a3e597b-cbc1-4168-9cb0-e13a55cb4309,f58e24a9-78b9-464b-90e5-bf066daa756a,libs/foundry/records/entities/spaceships/aegs_avenger_stalker_pu_ai_advocacy.xml
AEGS_Avenger_Stalker_PU_AI_BH,vehicle_NameAEGS_Avenger_Stalker,vehicle_DescAEGS_Avenger_Stalker,cf4a74bf-eb2c-462a-9b78-f7f2724c31d2,AEGS,manufacturer_NameAEGS,Spaceship,scripts/entities/vehicles/implementations/xml/aegs_avenger.xml,,vehicle_focus_combat,2bf4345e-cf3c-4ecb-91ce-f9daa8ff47f8,vehicle_class_interceptor,698628f1-f6c1-47cd-ae52-a0fa1234fca9,1,1650,1,1,0,7a3e597b-cbc1-4168-9cb0-e13a55cb4309,80611b71-7fc4-4057-9bc3-61a32bd06529,libs/foundry/records/entities/spaceships/aegs_avenger_stalker_pu_ai_bh.xml
