Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Missile Quantity,Missile Size
mrck_s04_anvl_hornet_f7cm_mk2_turret,item_NameMRCK_S04_ANVL_Hornet_F7CM_Mk2_Turret,,item_DescMRCK_S04_ANVL_Hornet_F7CM_Mk2_Turret,ANVL,4,1,MissileRack,200,8,1
mrck_s04_anvl_lightning_f8_quad,item_NameMRCK_S04_BEHR_Quad_S02,,item_DescMRCK_S04_BEHR_Quad_S02,BEHR,4,1,MissileRack,200,4,2
mrck_s06_anvl_gladiator,item_NameMRCK_S06_ANVL_Gladiator,,item_DescMRCK_S06_ANVL_Gladiator,AEGS,6,1,MissileRack,200,2,5
mrck_s07_anvl_ballista_duel,item_NameMRCK_S07_ANVL_Ballista,,item_DescMRCK_S07_ANVL_Ballista,ANVL,7,1,MissileRack,,1,7
mrck_s01_behr_single_s01,item_NameMRCK_S01_BEHR_Single_S01,,item_DescMRCK_S01_BEHR_Single_S01,BEHR,1,1,MissileRack,200,1,1
mrck_s01_krig_quad_right,item_SubTypeMissileRack,,item_DescMRCK_S01_BEHR_Single_S01,BEHR,1,1,MissileRack,200,4,1
mrck_s01_krig_quad,item_SubTypeMissileRack,,item_DescMRCK_S01_BEHR_Single_S01,BEHR,1,1,MissileRack,200,4,1
mrck_s01_misc_starlite_single_s01_left,item_NameMRCK_S01_BEHR_Single_S01,,item_DescMRCK_S01_BEHR_Single_S01,BEHR,1,1,MissileRack,200,1,1
mrck_s01_misc_starlite_single_s01_right,item_NameMRCK_S01_BEHR_Single_S01,,item_DescMRCK_S01_BEHR_Single_S01,BEHR,1,1,MissileRack,200,1,1
mrck_s02_behr_dual_s01,item_NameMRCK_S02_BEHR_Dual_S01,,item_DescMRCK_S02_BEHR_Dual_S01,BEHR,2,1,MissileRack,200,2,1
mrck_s02_behr_single_s02_cyclone_aa,item_NameMRCK_S02_BEHR_Single_S02,,item_DescMRCK_S02_BEHR_Single_S02,BEHR,2,1,MissileRack,200,1,2
mrck_s02_behr_single_s02,item_NameMRCK_S02_BEHR_Single_S02,,item_DescMRCK_S02_BEHR_Single_S02,BEHR,2,1,MissileRack,200,1,2
mrck_s03_behr_dual_s02_rsi_meteor,item_NameMRCK_S03_BEHR_Dual_S02,,item_DescMRCK_S03_BEHR_Dual_S02,BEHR,3,1,MissileRack,200,2,2
mrck_s03_behr_dual_s02,item_NameMRCK_S03_BEHR_Dual_S02,,item_DescMRCK_S03_BEHR_Dual_S02,BEHR,3,1,MissileRack,200,2,2
mrck_s03_behr_quad_s01,item_NameMRCK_S03_BEHR_Quad_S01,,item_DescMRCK_S03_BEHR_Quad_S01,BEHR,3,1,MissileRack,200,4,1
mrck_s03_behr_single_s03,item_NameMRCK_S03_BEHR_Single_S03,,item_DescMRCK_S03_BEHR_Single_S03,BEHR,3,1,MissileRack,200,1,3
mrck_s03_temp_bomb,item_NameMRCK_S03_BEHR_Single_S03,,item_DescMRCK_S03_BEHR_Single_S03,BEHR,3,1,BombRack,200,1,10
mrck_s04_argo_moth_16_s02,item_NameMRCK_ARGO_Moth,,item_DescMRCK_ARGO_Moth,ARGO,4,1,MissileRack,200,16,2
mrck_s04_behr_dual_s03,item_NameMRCK_S04_BEHR_Dual_S03,,item_DescMRCK_S04_BEHR_Dual_S03,BEHR,4,1,MissileRack,200,2,3
mrck_s04_behr_octo_s01,item_NameMRCK_S04_BEHR_Octo_S01,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,4,1,MissileRack,200,8,1
mrck_s04_behr_quad_s02,item_NameMRCK_S04_BEHR_Quad_S02,,item_DescMRCK_S04_BEHR_Quad_S02,BEHR,4,1,MissileRack,200,4,2
mrck_s04_behr_single_s04,item_NameMRCK_S04_BEHR_Single_S04,,item_DescMRCK_S04_BEHR_Single_S04,BEHR,4,1,MissileRack,200,1,4
mrck_s04_duel_s02_orig_m80,item_NameMRCK_S04_BEHR_Octo_S01,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,4,1,MissileRack,200,2,3
mrck_s04_misc_starlancer_tac_turret,item_NameMRCK_S06_BEHR_Single_S06,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,4,1,MissileRack,200,6,2
mrck_s04_octo_s01_orig_m80_left,item_NameMRCK_S04_BEHR_Octo_S01,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,4,1,MissileRack,200,8,1
mrck_s04_octo_s01_orig_m80_right,item_NameMRCK_S04_BEHR_Octo_S01,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,4,1,MissileRack,200,8,1
mrck_s04_orig_octo_s01,item_NameMRCK_S04_BEHR_Octo_S01,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,4,1,MissileRack,200,8,2
mrck_s05_anvl_gladiator_quad_s05,item_NameMRCK_S05_ANVL_Gladiator_Quad_S05,,item_DescMRCK_S05_ANVL_Gladiator_Quad_S05,BEHR,5,1,MissileRack,200,4,5
mrck_s05_behr_dual_s04,item_NameMRCK_S05_BEHR_Dual_S04,,item_DescMRCK_S05_BEHR_Dual_S04,BEHR,5,1,MissileRack,200,2,4
mrck_s05_behr_octo_s02,item_NameMRCK_S05_BEHR_Octo_S02,,item_DescMRCK_S05_BEHR_Octo_S02,BEHR,5,1,MissileRack,200,8,2
mrck_s05_behr_pdc_missile_16_s1,item_NameMRCK_S05_BEHR_Octo_S02,,item_DescMRCK_S05_BEHR_Octo_S02,BEHR,5,1,MissileRack,200,16,1
mrck_s05_behr_quad_s03_a,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,BEHR,5,1,MissileRack,200,4,3
mrck_s05_behr_quad_s03,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,BEHR,5,1,MissileRack,200,4,3
mrck_s05_behr_single_s05,item_NameMRCK_S05_BEHR_Single_S05,,item_DescMRCK_S05_BEHR_Single_S05,BEHR,5,1,MissileRack,200,1,5
mrck_s05_drak_herald_nine_s02,item_NameMRCK_S05_BEHR_Octo_S02,,item_DescMRCK_S05_BEHR_Octo_S02,DRAK,5,1,MissileRack,200,9,2
mrck_s05_rsi_scorpius_turret_octo_s2_left,item_NameMRCK_S05_BEHR_Octo_S02,,item_DescMRCK_S05_BEHR_Octo_S02,BEHR,5,1,MissileRack,200,8,2
mrck_s05_rsi_scorpius_turret_octo_s2_right,item_NameMRCK_S05_BEHR_Octo_S02,,item_DescMRCK_S05_BEHR_Octo_S02,BEHR,5,1,MissileRack,200,8,2
mrck_s06_behr_beehive_s02,item_NameMRCK_S06_BEHR_Single_S06,,item_DescMRCK_S06_BEHR_Single_S06,BEHR,6,1,MissileRack,200,18,2
mrck_s06_behr_dual_s05,item_NameMRCK_S06_BEHR_Dual_S05,,item_DescMRCK_S06_BEHR_Dual_S05,BEHR,6,1,MissileRack,200,2,5
mrck_s06_behr_octo_s03,item_NameMRCK_S06_BEHR_Octo_S03,,item_DescMRCK_S06_BEHR_Octo_S03,BEHR,6,1,MissileRack,200,8,3
mrck_s06_behr_quad_s04,item_NameMRCK_S06_BEHR_Quad_S04,,item_DescMRCK_S06_BEHR_Quad_S04,BEHR,6,1,MissileRack,200,4,4
mrck_s06_behr_single_s06,item_NameMRCK_S06_BEHR_Single_S06,,item_DescMRCK_S06_BEHR_Single_S06,BEHR,6,1,MissileRack,200,1,6
mrck_s06_misc_hull_b,item_NameMISC_Hull_B_MRCK_S06_Bespoke,item_NameMISC_Hull_B_MRCK_S06_Bespoke,item_DescMISC_Hull_B_MRCK_S06_Bespoke,BEHR,6,1,MissileRack,200,8,3
mrck_s07_anvl_asgard_16_s03,item_NameMRCK_S06_BEHR_Octo_S03,,item_DescMRCK_S06_BEHR_Octo_S03,ANVL,7,1,MissileRack,8000,16,3
mrck_s08_behr_non_s05_pudefenseturret_crusader,item_DescFreelancer_Stock_Missile_Rack,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,8,1,MissileRack,200,9,5
mrck_s08_behr_non_s05_pudefenseturret_noanim,item_DescFreelancer_Stock_Missile_Rack,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,8,1,MissileRack,200,,
mrck_s08_behr_non_s05_pudefenseturret,item_DescFreelancer_Stock_Missile_Rack,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,8,1,MissileRack,200,9,5
mrck_s04_cnou_quad_s02_left,item_NameMRCK_S04_BEHR_Quad_S02,,item_DescMRCK_S04_BEHR_Quad_S02,CNOU,4,1,MissileRack,200,4,2
mrck_s04_cnou_quad_s02_right,item_NameMRCK_S04_BEHR_Quad_S02,,item_DescMRCK_S04_BEHR_Quad_S02,CNOU,4,1,MissileRack,200,4,2
mrck_s05_crus_starfighter_left,item_NameMRCK_S05_MISC_Freelancer_MIS,,item_DescMRCK_S05_MISC_Freelancer_MIS,AEGS,5,1,MissileRack,200,1,5
mrck_s05_crus_starfighter_right,item_NameMRCK_S05_MISC_Freelancer_MIS,,item_DescMRCK_S05_MISC_Freelancer_MIS,AEGS,5,1,MissileRack,200,1,5
mrck_s07_crus_starfighter,item_NameMRCK_S07_CRUS_Starfighter,,item_DescMRCK_S07_CRUS_Starfighter,CRUS,7,1,MissileRack,200,12,3
mrck_s04_espr_talon_cap_r,item_NameMRCK_S06_BEHR_Octo_S03,,item_DescMRCK_S06_BEHR_Octo_S03,ESPR,4,1,MissileRack,200,,
mrck_s04_espr_talon_cap,item_NameMRCK_S06_BEHR_Octo_S03,,item_DescMRCK_S06_BEHR_Octo_S03,ESPR,4,1,MissileRack,200,,
mrck_s04_espr_talon,item_NameMRCK_S06_BEHR_Octo_S03,,item_DescMRCK_S06_BEHR_Octo_S03,ESPR,4,1,MissileRack,200,12,3
mrck_s04_gama_quad_s02,item_NameMRCK_S04_BEHR_Quad_S02,,item_DescMRCK_S04_BEHR_Quad_S02,GAMA,4,1,MissileRack,200,4,2
gmrck_anvl_ballista_quad_s05,item_NameMRCK_S05_ANVL_Ballista,,item_DescMRCK_S05_ANVL_Ballista,ANVL,5,1,GroundVehicleMissileRack,,4,5
gmrck_s01_tmbl_storm_aa_custom,,,,TMBL,2,1,GroundVehicleMissileRack,200,32,1
gmrck_s02_behr_single_s02_cyclone_aa,item_NameMRCK_S02_BEHR_Single_S02,,item_DescMRCK_S02_BEHR_Single_S02,BEHR,2,1,GroundVehicleMissileRack,200,1,2
gmrck_s02_behr_single_s02,item_NameMRCK_S02_BEHR_Single_S02,,item_DescMRCK_S02_BEHR_Single_S02,BEHR,2,1,MissileRack,200,1,2
gmrck_s02_tmbl_storm_aa_custom,,,,TMBL,2,1,GroundVehicleMissileRack,200,8,2
gmrck_s03_tmbl_dual_s02_cyclone_mt_left,item_NameMRCK_S03_BEHR_Dual_S02,,item_DescMRCK_S03_BEHR_Dual_S02,BEHR,3,1,GroundVehicleMissileRack,200,2,2
gmrck_s03_tmbl_dual_s02_cyclone_mt_right,item_NameMRCK_S03_BEHR_Dual_S02,,item_DescMRCK_S03_BEHR_Dual_S02,BEHR,3,1,GroundVehicleMissileRack,200,2,2
gmrck_s06_tmbl_nova_custom,item_NameMRCK_S05_MISC_Reliant,,item_DescMRCK_S05_MISC_Reliant,TMBL,6,1,GroundVehicleMissileRack,500,12,2
gmrck_s07_anvl_ballista_duel,item_NameMRCK_S07_ANVL_Ballista,,item_DescMRCK_S07_ANVL_Ballista,ANVL,7,1,GroundVehicleMissileRack,,1,7
mrck_s02_krig_triple_right,item_SubTypeMissileRack,,item_DescMISC_Fury_S02_Single_Rack,MRAI,2,1,MissileRack,200,3,2
mrck_s02_krig_triple,item_SubTypeMissileRack,,item_DescMISC_Fury_S02_Single_Rack,MRAI,2,1,MissileRack,200,3,2
mrck_s02_misc_fury_dual,item_NameMISC_Fury_S02_Double_Rack,,item_DescMISC_Fury_S02_Double_Rack,MRAI,2,1,MissileRack,200,2,1
mrck_s02_misc_fury,item_NameMISC_Fury_S02_Single_Rack,,item_DescMISC_Fury_S02_Single_Rack,MRAI,2,1,MissileRack,200,1,2
mrck_s03_misc_fury_dual,item_NameMISC_Fury_S03_Double_Rack,,item_DescMISC_Fury_S03_Double_Rack,MRAI,3,1,MissileRack,200,2,2
mrck_s04_misc_starlancer,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMISC_Fury_S02_Single_Rack,MISC,4,1,MissileRack,200,4,3
mrck_s05_misc_freelancer_mis_left,item_NameMRCK_S05_MISC_Freelancer_MIS,,item_DescMRCK_S05_MISC_Freelancer_MIS,MISC,5,1,MissileRack,200,10,3
mrck_s05_misc_freelancer_mis_right,item_NameMRCK_S05_MISC_Freelancer_MIS,,item_DescMRCK_S05_MISC_Freelancer_MIS,MISC,5,1,MissileRack,200,10,3
mrck_s05_misc_reliant_left,item_NameMRCK_S05_MISC_Reliant,,item_DescMRCK_S05_MISC_Reliant,MISC,5,1,MissileRack,200,8,2
mrck_s05_misc_reliant_right,item_NameMRCK_S05_MISC_Reliant,,item_DescMRCK_S05_MISC_Reliant,MISC,5,1,MissileRack,200,8,2
mrck_s06_misc_gemini_derelict,item_NameMRCK_S06_MISC_Gemini,,item_DescMRCK_S06_MISC_Gemini,AEGS,6,1,MissileRack,200,9,3
mrck_s06_misc_gemini,item_NameMRCK_S06_MISC_Gemini,,item_DescMRCK_S06_MISC_Gemini,AEGS,6,1,MissileRack,200,9,3
mrck_s02_mrai_guardian_mx_custom,item_NameMRAI_Guardian_MX_S02_MRCK,,item_DescMRAI_Guardian_MX_S02_MRCK,TMBL,2,1,MissileRack,200,12,2
mrck_s01_rsi_aurora_mk2_combat_module_rack,item_SubTypeMissileRack,,item_DescMRCK_S01_BEHR_Single_S01,RSI,2,1,MissileRack,200,1,2
mrck_s02_orig_100i_dual_s02,,,,ORIG,2,1,MissileRack,200,2,2
mrck_s02_orig_125a_quad_s02,,,,ORIG,2,1,MissileRack,200,4,2
mrck_s02_orig_400i_octo_s01_l,item_NameMRCK_S02_ORIG_400i_Octo_S01,,item_DescMRCK_S02_ORIG_400i_Octo_S01,ORIG,2,1,MissileRack,200,8,1
mrck_s02_orig_400i_octo_s01,item_NameMRCK_S02_ORIG_400i_Octo_S01,,item_DescMRCK_S02_ORIG_400i_Octo_S01,ORIG,2,1,MissileRack,200,8,1
mrck_s04_orig_400i_octo_s02_l,item_NameMRCK_S04_ORIG_400i_Octo_S02,,item_DescMRCK_S04_ORIG_400i_Octo_S02,ORIG,4,1,MissileRack,200,8,2
mrck_s04_orig_400i_octo_s02,item_NameMRCK_S04_ORIG_400i_Octo_S02,,item_DescMRCK_S04_ORIG_400i_Octo_S02,ORIG,4,1,MissileRack,200,8,2
mrck_s05_orig_325a_quad_s03,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,ORIG,1,1,MissileRack,200,4,3
mrck_s05_orig_600i_quad_s03_lower_left,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,BEHR,5,1,MissileRack,200,4,3
mrck_s05_orig_600i_quad_s03_lower_right,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,BEHR,5,1,MissileRack,200,4,3
mrck_s05_orig_600i_quad_s03_upper_right,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,BEHR,5,1,MissileRack,200,4,3
mrck_s05_orig_600i_quad_s03,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,BEHR,5,1,MissileRack,200,4,3
mrck_s05_orig_890j_quad_s03_r,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,BEHR,5,1,MissileRack,200,4,3
mrck_s05_orig_890j_quad_s03,item_NameMRCK_S05_BEHR_Quad_S03,,item_DescMRCK_S05_BEHR_Quad_S03,BEHR,5,1,MissileRack,200,4,3
mrck_s02_rsi_apollo_medivac,item_NameMRCK_S02_RSI_Apollo_Medivac,,item_DescMRCK_S02_RSI_Apollo_Medivac,RSI,2,1,MissileRack,200,8,2
mrck_s02_rsi_apollo_triage,item_NameMRCK_S02_RSI_Apollo,,item_DescMRCK_S02_RSI_Apollo,RSI,2,1,MissileRack,200,4,2
mrck_s02_rsi_hermes,item_NameMRCK_S02_RSI_Hermes,,item_DescMRCK_S02_RSI_Hermes,RSI,2,1,MissileRack,200,8,2
mrck_s04_rsi_constellation,item_NameMRCK_S04_RSI_Constellation,,item_DescMRCK_S04_RSI_Constellation,RSI,4,1,MissileRack,200,7,1
mrck_s04_rsi_scorpius_bottom_right,item_NameMRCK_S04_RSI_Constellation,,item_DescMRCK_S04_RSI_Constellation,RSI,4,1,MissileRack,200,4,2
mrck_s04_rsi_scorpius_top_left,item_NameMRCK_S04_RSI_Constellation,,item_DescMRCK_S04_RSI_Constellation,RSI,4,1,MissileRack,200,4,2
mrck_s04_rsi_scorpius_top_right,item_NameMRCK_S04_RSI_Constellation,,item_DescMRCK_S04_RSI_Constellation,RSI,4,1,MissileRack,200,4,2
mrck_s04_rsi_scorpius,item_NameMRCK_S04_RSI_Constellation,,item_DescMRCK_S04_RSI_Constellation,RSI,4,1,MissileRack,200,4,2
mrck_s04_rsi_zeus_left,item_NameMRCK_S04_RSI_Zeus,,item_DescMRCK_S05_MISC_Reliant,RSI,4,1,MissileRack,200,4,2
mrck_s04_rsi_zeus_right,item_NameMRCK_S04_RSI_Zeus,,item_DescMRCK_S05_MISC_Reliant,RSI,4,1,MissileRack,200,4,2
mrck_s05_drak_ironclad_torpedo_silo_l,item_NameMRCK_S05_DRAK_Ironclad_Torpedo_Silo,,item_DescMRCK_S05_DRAK_Ironclad_Torpedo_Silo,DRAK,5,1,MissileRack,200,5,5
mrck_s05_drak_ironclad_torpedo_silo_r,item_NameMRCK_S05_DRAK_Ironclad_Torpedo_Silo,,item_DescMRCK_S05_DRAK_Ironclad_Torpedo_Silo,DRAK,5,1,MissileRack,200,5,5
mrck_s05_rsi_constellation,item_NameMRCK_S05_RSI_Constellation,,item_DescMRCK_S05_RSI_Constellation,RSI,5,1,MissileRack,200,6,2
mrck_s05_rsi_perseus_torpedo_holder,item_NameMRCK_S10_RSI_Polaris_TorpedoRack,,item_DescMRCK_S10_RSI_Polaris_TorpedoRack,RSI,5,1,MissileRack,,1,5
mrck_s05_rsi_perseus_torpedo_l,item_NameMRCK_S10_RSI_Polaris_TorpedoRack,,item_DescMRCK_S10_RSI_Polaris_TorpedoRack,RSI,5,1,MissileRack,2000,10,5
mrck_s05_rsi_perseus_torpedo_r,item_NameMRCK_S10_RSI_Polaris_TorpedoRack,,item_DescMRCK_S10_RSI_Polaris_TorpedoRack,RSI,5,1,MissileRack,2000,10,5
mrck_s10_aegs_idris_nose_s12_torpedo,item_NameBEHR_TorpedoLauncher_S10,item_NameBEHR_TorpedoLauncher_S10_short,item_DescBEHR_TorpedoLauncher_S10,AEGS,10,1,MissileRack,35000,20,12
mrck_s10_rsi_polaris_left,item_NameMRCK_S10_RSI_Polaris_Side_MissileRack,,item_DescMRCK_S10_RSI_Polaris_Side_MissileRack,RSI,10,1,MissileRack,200,8,3
mrck_s10_rsi_polaris_right,item_NameMRCK_S10_RSI_Polaris_Side_MissileRack,,item_DescMRCK_S10_RSI_Polaris_Side_MissileRack,RSI,10,1,MissileRack,200,8,3
mrck_s10_rsi_polaris_torpedo_cylinder_right_inner,item_NameMRCK_S04_ORIG_400i_Octo_S02,,item_DescMRCK_S04_ORIG_400i_Octo_S02,RSI,10,1,MissileRack,200,7,10
mrck_s10_rsi_polaris_torpedo_lb,item_NameMRCK_S10_RSI_Polaris_TorpedoRack,,item_DescMRCK_S10_RSI_Polaris_TorpedoRack,RSI,10,1,MissileRack,200,8,10
mrck_s10_rsi_polaris_torpedo_left,item_NameMRCK_S04_ORIG_400i_Octo_S02,,item_DescMRCK_S04_ORIG_400i_Octo_S02,RSI,10,1,MissileRack,200,7,10
mrck_s10_rsi_polaris_torpedo_lt,item_NameMRCK_S10_RSI_Polaris_TorpedoRack,,item_DescMRCK_S10_RSI_Polaris_TorpedoRack,RSI,10,1,MissileRack,200,8,10
mrck_s10_rsi_polaris_torpedo_rb,item_NameMRCK_S10_RSI_Polaris_TorpedoRack,,item_DescMRCK_S10_RSI_Polaris_TorpedoRack,RSI,10,1,MissileRack,200,8,10
mrck_s10_rsi_polaris_torpedo_rt,item_NameMRCK_S10_RSI_Polaris_TorpedoRack,,item_DescMRCK_S10_RSI_Polaris_TorpedoRack,RSI,10,1,MissileRack,200,8,10
mrck_s10_rsi_polaris_torpedo,item_NameMRCK_S04_ORIG_400i_Octo_S02,,item_DescMRCK_S04_ORIG_400i_Octo_S02,RSI,10,1,MissileRack,200,7,10
mrck_s4_rsi_polaris_turret,item_NameMRCK_S4_RSI_Polaris_Turret,,item_DescMRCK_S4_RSI_Polaris_Turret,RSI,4,1,MissileRack,200,12,2
mrck_taln_colonial_s3x8_orison,item_NameMRCK_S04_BEHR_Octo_S01,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,4,1,MissileRack,200,8,3
mrck_taln_colonial_s3x8,item_NameMRCK_S04_BEHR_Octo_S01,,item_DescMRCK_S04_BEHR_Octo_S01,BEHR,4,1,MissileRack,200,8,1
mrck_s01_tmbl_storm_aa_custom,,,,TMBL,2,1,MissileRack,200,32,1
mrck_s02_tmbl_storm_aa_custom,,,,TMBL,2,1,MissileRack,200,8,2
mrck_s03_tmbl_dual_s02_cyclone_mt_left,item_NameMRCK_S03_BEHR_Dual_S02,,item_DescMRCK_S03_BEHR_Dual_S02,BEHR,3,1,MissileRack,200,2,2
mrck_s03_tmbl_dual_s02_cyclone_mt_right,item_NameMRCK_S03_BEHR_Dual_S02,,item_DescMRCK_S03_BEHR_Dual_S02,BEHR,3,1,MissileRack,200,2,2
mrck_s06_tmbl_nova_custom,item_NameMRCK_S05_MISC_Reliant,,item_DescMRCK_S05_MISC_Reliant,TMBL,6,1,MissileRack,500,12,2
mrck_s03_vncl_quad_s01_blade,item_NameMRCK_S03_VNCL_Quad_S01,,item_DescMRCK_S03_VNCL_Quad_S01,VNCL,3,1,MissileRack,200,4,1
mrck_s03_vncl_quad_s01,item_NameMRCK_S03_VNCL_Quad_S01,,item_DescMRCK_S03_VNCL_Quad_S01,VNCL,3,1,MissileRack,200,4,1
mrck_s04_vncl_quad_s02,item_NameMRCK_S04_VNCL_Quad_S02,,item_DescMRCK_S04_VNCL_Quad_S02,VNCL,4,1,MissileRack,200,4,2
mrck_s05_vncl_stinger_s02_right,item_NameMRCK_S05_VNCL_Stinger_S02,,item_DescMRCK_S05_VNCL_Stinger_S02,VNCL,5,1,MissileRack,200,8,2
mrck_s05_vncl_stinger_s02,item_NameMRCK_S05_VNCL_Stinger_S02,,item_DescMRCK_S05_VNCL_Stinger_S02,VNCL,5,1,MissileRack,200,8,2
vncl_missilerack_blade,item_NameVNCL_MissileRack_Blade,,item_DescVNCL_MissileRack_Blade,VNCL,1,1,MissileRack,200,,
mrck_s03_xnaa_santokyai,item_NameMRCK_S03_XNAA_SanTokYai,,item_DescMRCK_S03_XNAA_SanTokYai,XNAA,3,1,MissileRack,200,2,2
mrck_s03_aegs_sabre_firebird,item_NameMRCK_S03_AEGS_Sabre_Firebird,,item_DescMRCK_S03_AEGS_Sabre_Firebird,AEGS,6,1,MissileRack,200,24,3
mrck_s04_aegs_redeemer,item_NameMRCK_S04_BEHR_Quad_S02,,item_DescMRCK_S04_BEHR_Quad_S02,BEHR,4,1,MissileRack,200,8,2
mrck_s04_aegs_vanguard,item_NameMRCK_S04_BEHR_Quad_S02,,item_DescMRCK_S04_BEHR_Quad_S02,BEHR,4,1,MissileRack,200,4,2
mrck_s05_aegs_idris_left,item_NameAEGS_MRCK_S05_Bespoke,item_NameAEGS_MRCK_S05_Bespoke_Short,item_DescAEGS_MRCK_S05_Bespoke,AEGS,5,1,MissileRack,200,16,3
mrck_s05_aegs_idris_right,item_NameAEGS_MRCK_S05_Bespoke,item_NameAEGS_MRCK_S05_Bespoke_Short,item_DescAEGS_MRCK_S05_Bespoke,AEGS,5,1,MissileRack,200,16,3
mrck_s05_aegs_vanguard,item_NameMRCK_S05_AEGS_Vanguard,,item_DescMRCK_S05_AEGS_Vanguard,AEGS,5,1,MissileRack,200,3,5
mrck_s08_aegs_idris,item_NameAEGS_MRCK_S08_Bespoke,,item_DescAEGS_MRCK_S08_Bespoke,AEGS,8,1,MissileRack,5000,10,5
mrck_s09_aegs_eclipse,item_NameMRCK_S09_AEGS_Eclipse,,item_DescMRCK_S09_AEGS_Eclipse,AEGS,9,1,MissileRack,200,3,9
mrck_s09_aegs_retaliator_fore,item_NameMRCK_S09_AEGS_Retaliator,,item_DescMRCK_S09_AEGS_Retaliator,AEGS,9,1,MissileRack,200,4,9
mrck_s09_aegs_retaliator_rear,item_NameMRCK_S09_AEGS_Retaliator,,item_DescMRCK_S09_AEGS_Retaliator,AEGS,9,1,MissileRack,200,2,9
mrck_s12_aegs_javelin,item_NameMRCK_S09_AEGS_Retaliator,,item_DescMRCK_S09_AEGS_Retaliator,AEGS,9,1,MissileRack,10000,1,12
mrck_anvl_ballista_quad_s05,item_NameMRCK_S05_ANVL_Ballista,,item_DescMRCK_S05_ANVL_Ballista,ANVL,5,1,MissileRack,,4,5
