Generator Class,Contract ID,Contract Debug Name,Template Class,Description Key,Description Key Role,Contract Intel,Time Limit,Contract Buy In Amount,Difficulty Profile Class,Record GUID,Record Path
HighpointWildernessSpecialists_KillAnimals,bbaf1fe7-09f5-4404-a7cf-56f4b381fbb7,HighpointWildernessSpecialists_KillAnimalsAtLocation_Stanton1_Medium,KillAnimals_AtLocation_2Locations,Highpoint_KillAnimals_AtLocation_multi_desc,primary,"Time Limit (by variant): 10 min / 15 min\nReputation Awarded (by difficulty): 2,000 / 4,000",10 | 15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,457bc4cf-f92d-4356-8502-f5e11861f3da,HighpointWildernessSpecialists_KillAnimalsAtLocation_Stanton1_Hard,KillAnimals_AtLocation_3Locations,Highpoint_KillAnimals_AtLocation_multi_desc,primary,"Time Limit (by variant): 10 min / 15 min\nReputation Awarded (by difficulty): 2,000 / 4,000",10 | 15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,294cdd89-f3db-47ac-9163-9a2d69333275,HighpointWildernessSpecialists_KillAnimals_Stanton1_Easy,KillAnimals,Highpoint_KillAnimal_OneType_desc,primary,"Time Limit: 10 min\nReputation Awarded: 1,000",10,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,c282e0a1-b472-4a68-bd67-5455716055bb,HighpointWildernessSpecialists_KillAnimals_Stanton4_Easy,KillAnimals,Highpoint_KillAnimal_OneType_desc,primary,"Time Limit: 10 min\nReputation Awarded: 1,000",10,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,24dda332-16b2-44d7-ae25-7787287b61e8,HighpointWildernessSpecialists_KillAnimals_Stanton4_Medium,KillAnimals,Highpoint_KillAnimals_MultiType_M_desc,primary,"Time Limit: 15 min\nReputation Awarded: 2,000",15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,cdcb713c-701e-4a62-afdd-067774d62085,HighpointWildernessSpecialists_KillAnimals_Stanton4_Hard,KillAnimals,Highpoint_KillAnimals_MultiType_H_desc,primary,"Time Limit: 20 min\nReputation Awarded: 4,000",20,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,67a43a4e-3da9-4a30-80d8-b39e597cef79,HighpointWildernessSpecialists_KillAnimals_Nyx_Easy,KillAnimals,Highpoint_KillAnimals_rockcracker_desc_E_001,primary,Time Limit: 15 min\nReputation Awarded: 100,15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,ed6dca79-5e7e-45bd-9f08-254fb4219ae4,HWS_Pyro_RegionA_E_DerelictOutposts_KillAnimals,KillAnimals_AtLocation,Highpoint_KillAnimals_Derelictoutpostscaves_Desc_E_001,primary,Time Limit: 10 min\nReputation Awarded (by difficulty): 75 / 100,10,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,8fb184a3-a67b-4b49-afb5-d896443fe127,HWS_Pyro_RegionA_E_DerelictOutposts_NearOutposts_KillAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Desc_E_001,primary,Time Limit: 10 min\nReputation Awarded (by difficulty): 75 / 100,10,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,061e5420-b600-4635-9c19-ff010e11b36f,CFP_Pyro_RegionA_M_DerelictOutposts_NearOutposts_KillAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Desc_M_001,primary,Time Limit: 15 min\nReputation Awarded (by difficulty): 100 / 150,15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,9dadbe9e-2369-4d0d-b6c3-fb40c2e3c7d3,CFP_Pyro_RegionB_M_Derelicts_EliminateAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Desc_M_001,primary,Time Limit: 15 min\nReputation Awarded (by difficulty): 25 / 50 / 100 / 150,15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,a4706b7a-99dc-486a-857b-9ecb7476e3fa,CFP_Pyro_RegionB_H_Derelicts_EliminateAnimals,KillAnimals_AtLocation,Highpoint_KillAnimals_Derelictoutpostscaves_Desc_H_001,primary,Time Limit: 20 min\nReputation Awarded (by difficulty): 100 / 300,20,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,51739c24-0d4d-401d-8888-54c42fda79c9,CFP_Pyro_RegionC_Caves_E_KillAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Desc_E_002,primary,Reputation Awarded (by difficulty): 75 / 100,,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,c97cbd8c-98a1-4749-a4db-80ac7c27fca9,CFP_Pyro_RegionC_Caves_M_KillAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Desc_M_001,primary,Time Limit: 15 min\nReputation Awarded (by difficulty): 25 / 50 / 100 / 150,15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
Rayari_RecoverItem,1035d0f0-82e7-4cee-8d10-789925b3d138,Rayari_Intro,ItemResourceGathering_Generic,RAIN_intro_desc_01,primary,Time Limit: 30 min\nReputation Awarded: 100,30,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,2c6b69a5-345c-47f3-8da3-6bf4b072a08c,Rayari_Rank0_Harvestable_Single_Prota,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,313c25e0-24d6-4538-819a-a2fdf90c8556,Rayari_Rank0_Harvestable_Single_RevenantPods,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,97193abc-7cf9-408e-8c58-28a31a3efb76,Rayari_Rank0_Harvestable_Single_RantaDung,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,5c71fa85-40cd-4148-86af-c6cbebe5f017,Rayari_Rank0_Harvestable_Single_AmioshiPlauge,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,1136e707-15cb-49b9-9943-c3a2de91d3f2,Rayari_Rank0_Harvestable_Single_SunestBerries,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,e72039d6-81bc-49d4-a54f-e3705938c3fd,Rayari_Rank0_Harvestable_Single_HeartOfTheWoods,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,72b5e904-9c63-45b6-9a43-d4dca221566e,Rayari_Rank1_Harvestable_Single_QuasiEggs,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,ef8a2141-ad01-4f09-abc7-4082999e5f53,Rayari_Rank1_Harvestable_Single_Horns,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,7124931b-0cd9-495d-8931-452167bba467,Rayari_Rank1_Harvestable_Single_MarrockPearls,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,ab9a73a2-0a15-4d41-a094-35a6171efb5c,Rayari_Rank1_Harvestable_Single_JuviTeeth,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,cb582593-5230-4146-9e15-6e04e8cdcdac,Rayari_Rank1_Gems_Single_Saldynium,ItemResourceGathering_Generic,RAIN_collectresources_single_OLP_desc_01,primary,Time Limit (by variant): 10 min / 20 min\nReputation Awarded (by difficulty): 100 / 150,10 | 20,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,0137aa6a-c647-4e30-92d5-5bd91acbd270,Rayari_Rank1_Gems_Single_Jaclium,ItemResourceGathering_Generic,RAIN_collectresources_single_OLP_desc_01,primary,Time Limit (by variant): 10 min / 20 min\nReputation Awarded (by difficulty): 100 / 150,10 | 20,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,9c39b45d-0824-40af-adf0-f4ea54617ced,Rayari_Rank1_Gems_Multi,ItemResourceGathering_Generic,RAIN_collectresources_multiple_OLP_desc_01,primary,Time Limit: 41 min\nReputation Awarded: 100,41,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,504b3587-bd86-4ed4-9673-36f944537b33,Rayari_Rank2_IrradiatedKopionHorns_Gathering,ItemResourceGathering_Generic,RAIN_CollectResources_storm_desc_001,primary,Time Limit: 29.8 min\nReputation Awarded: 150,29.8,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,560b8ff4-a3a8-4b23-ab2d-637da1b594c2,Rayari_Rank2_IrradiatedValakkarPearl_Gathering,ItemResourceGathering_Generic,RAIN_CollectResources_storm_desc_002,primary,Time Limit: 45 min\nReputation Awarded: 150,45,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,847eeb55-7817-4fac-818f-635441ddc74f,Rayari_Rank2_IrradiatedValakkarTeeth_Gathering,ItemResourceGathering_Generic,RAIN_CollectResources_storm_desc_003,primary,Time Limit: 52 min\nReputation Awarded: 150,52,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,55fbb3c8-589c-44ff-b7e4-fb969d7c7fdb,Rayari_Rank2_IrradiatedValakkarEgg_Gathering,ItemResourceGathering_Generic,RAIN_CollectResources_storm_desc_004,primary,Time Limit: 40 min\nReputation Awarded: 150,40,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,5e4608e6-cf31-4f36-a82a-9e8540934e0b,Rayari_Rank2_Gems_Single_Carinite,ItemResourceGathering_Generic,RAIN_collectresources_single_OLP_desc_01,primary,Time Limit (by variant): 10 min / 20 min\nReputation Awarded (by difficulty): 100 / 150,10 | 20,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,115dab47-1987-4317-8a8f-b9466976a7b6,Rayari_Rank3_YormandiEyes,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
Rayari_RecoverItem,9bd0c215-ece8-42b6-9145-f50664b252d1,Rayari_Rank3_IrradiatedPearls,ItemResourceGathering_Generic,RAIN_collectresources_multiple_GEN_desc_01,primary,Time Limit (by variant): 20 min / 23 min / 30 min / 45 min / 60 min\nReputation Awarded (by difficulty): 100 / 200,20 | 23 | 30 | 45 | 60,,Discovery,23257f42-2028-46e0-8a5e-9cc5abbbdb49,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/rayari inc/rayari_recoveritem.xml
ConstantineHurston_Generator,46394c8f-5eb1-bc33-4c9d-6afffd0c548f,ConstantineHurston_InitialInvite,InitialInvite,mg_constantine_invite_desc,primary,Time Limit: 5 min,5,,General,09c2e2ce-3bab-41f1-ac79-e9e509f46184,libs/foundry/records/contracts/contractgenerator/constantinehurston_generator.xml
ConstantineHurston_Generator,46394c8f-5eb1-bc33-4c9d-6afffd0c548f,ConstantineHurston_InitialInvite,InitialInvite,mg_constantine_invite_desc_0001,variant,Time Limit: 5 min,5,,General,09c2e2ce-3bab-41f1-ac79-e9e509f46184,libs/foundry/records/contracts/contractgenerator/constantinehurston_generator.xml
Event_Luminalia,880a9c42-35e4-4fe6-8110-c804e657b826,Luminalia_1,Courier,LocalDelivery_desc,primary,Time Limit (by variant): 20 min / 22 min / 25 min,20 | 22 | 25,,Event_DifficultyProfile,ce59ca95-997e-4301-adfa-a1cfaa131a02,libs/foundry/records/contracts/contractgenerator/event_luminalia.xml
Event_Luminalia,46075c79-e0ec-4863-917d-6eebd64913bb,Luminalia_2,Courier,LocalDelivery_desc,primary,Time Limit (by variant): 20 min / 22 min / 25 min,20 | 22 | 25,,Event_DifficultyProfile,ce59ca95-997e-4301-adfa-a1cfaa131a02,libs/foundry/records/contracts/contractgenerator/event_luminalia.xml
Event_Luminalia,7b2aaadd-256d-485e-8c9d-52b5a3dde749,Luminalia_3,Courier,LocalDelivery_desc,primary,Time Limit (by variant): 20 min / 22 min / 25 min,20 | 22 | 25,,Event_DifficultyProfile,ce59ca95-997e-4301-adfa-a1cfaa131a02,libs/foundry/records/contracts/contractgenerator/event_luminalia.xml
GoblinG_Generator,3d85de42-90d8-420e-a92a-15eca300b14f,GoblinG_ResourceGathering_Stanton1_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_Hurston_ResourceGathering_Desc_Intro,primary,Time Limit: 30 min,30,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,5091ec5c-430f-48f9-ba57-c7bd1314351f,GoblinG_RecoverCargo_S_Stanton1,RecoverCargo_MultiDropOff,GoblinG_Hurston_RecoverCargo_S_Desc,primary,Time Limit: 23.2 min,23.2,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,4b0b5409-4104-452f-9205-d466a1d8a307,GoblinG_RecoverCargo_L_Stanton1,RecoverCargo_MultiDropOff,GoblinG_Hurston_RecoverCargo_L_Desc,primary,Time Limit: 31.4 min,31.4,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,634be5cd-a038-48e9-aa8d-49ad15eade7c,GoblinG_RecoverCargoFPS_S_Stanton1,RecoverCargoFPS_MultiDropOff,GoblinG_Hurston_RecoverCargoFPS_S_Desc,primary,Time Limit: 21 min,21,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,4f777949-5f13-4d9f-9d36-745c8aa120d5,GoblinG_RecoverCargoFPS_L_Stanton1,RecoverCargoFPS_MultiDropOff,GoblinG_Hurston_RecoverCargoFPS_L_Desc,primary,Time Limit: 37 min,37,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,61e72556-bfd6-4b9f-af4c-817e9d9202b0,GoblinG_SupportAttackedShip_S_Stanton1,SupportAttackedShip,GoblinG_Hurston_SupportAttackedShip_S_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,cf230e93-0c70-4ffc-b929-bca331cc6a96,GoblinG_SupportAttackedShip_L_Stanton1,SupportAttackedShip,GoblinG_Hurston_SupportAttackedShip_L_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,6a1de984-7ac6-4f11-afc2-f08d3e2a9976,GoblinG_HaulCargo_S_Stanton1,HaulCargo_AtoB_GoblinG_Small,GoblinG_Hurston_HaulCargo_S_Desc,primary,Time Limit: 16.2 min,16.2,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,246286df-b162-4abd-8c5a-39a2f014c16a,GoblinG_HaulCargo_M_Stanton1,HaulCargo_AtoB_GoblinG_Medium,GoblinG_Hurston_HaulCargo_M_Desc,primary,Time Limit: 17.8 min,17.8,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,27beda25-ba0e-4fff-b6ec-a08c22dfaffa,GoblinG_HaulCargo_L_Stanton1,HaulCargo_AtoB_GoblinG_Large,GoblinG_Hurston_HaulCargo_L_Desc,primary,Time Limit: 31 min,31,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,96304826-e085-4e86-b2c4-bb58cedc073d,GoblinG_ResourceGathering_Stanton2_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_Crusader_ResourceGathering_Desc_Intro,primary,Time Limit: 30 min,30,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
