Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Slot,Damage Modifier,Projectile Speed Modifier,Heat Modifier,Magnification,Aim Time Modifier,Sound Radius Modifier
arma_barrel_stab_s1_firerats01,item_Namearma_barrel_stab_s1_firerats01,item_Namearma_barrel_stab_s1_firerats01_short,item_Descarma_barrel_stab_s1_firerats01,ARMA,1,1,Barrel,,Barrel,1,0.875,1,1 / 1,1,1.2
arma_barrel_stab_s1,item_Namearma_barrel_stab_s1,,item_Descarma_barrel_stab_s1,ARMA,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1.2
arma_barrel_stab_s2_02,item_Namearma_barrel_stab_s2_02,,item_Descarma_barrel_stab_s2_02,ARMA,2,1,Barrel,,Barrel,0.95,1,1,1 / 1,1,1.2
arma_barrel_stab_s2_contestedzonereward,item_namearma_barrel_stab_s2_contestedzonereward,,item_descarma_barrel_stab_s2_contestedzonereward,ARMA,2,1,Barrel,,Barrel,1.125,1,0.2,1 / 1,1,1.2
arma_barrel_stab_s2,item_Namearma_barrel_stab_s2,,item_Descarma_barrel_stab_s2,ARMA,2,1,Barrel,,Barrel,1,1,1,1 / 1,1,1.2
arma_barrel_stab_s3_02,item_Namearma_barrel_stab_s3_02,,item_Descarma_barrel_stab_s3_02,ARMA,3,1,Barrel,,Barrel,1.1,1,1,1 / 1,1,1
arma_barrel_stab_s3,item_Namearma_barrel_stab_s3,,item_Descarma_barrel_stab_s3,ARMA,3,1,Barrel,,Barrel,1,1,1,1 / 1,1,1.2
arma_barrel_supp_s1_02,item_Namearma_barrel_supp_s1_02,,item_Descarma_barrel_supp_s1_02,ARMA,1,1,Barrel,,Barrel,1,1,1.1,1 / 1,1,0.66
arma_barrel_supp_s1_03,item_Namearma_barrel_supp_s1_03,,item_Descarma_barrel_supp_s1_03,ARMA,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,0.66
arma_barrel_supp_s1,item_Namearma_barrel_supp_s1,,item_Descarma_barrel_supp_s1,ARMA,1,1,Barrel,,Barrel,0.92,1,1,1 / 1,1,0.66
arma_barrel_supp_s2_02,item_Namearma_barrel_supp_s2_02,,item_Descarma_barrel_supp_s2_02,ARMA,2,1,Barrel,,Barrel,1,1,0.75,1 / 1,1,0.66
arma_barrel_supp_s2_03,item_Namearma_barrel_supp_s2_03,,item_Descarma_barrel_supp_s2_03,ARMA,2,1,Barrel,,Barrel,1,1,1,1 / 1,1.125,0.66
arma_barrel_supp_s2,item_Namearma_barrel_supp_s2,,item_Descarma_barrel_supp_s2,ARMA,2,1,Barrel,,Barrel,0.92,1,1,1 / 1,1,0.4
arma_barrel_supp_s3_02,item_Namearma_barrel_supp_s3_02,,item_Descarma_barrel_supp_s3_02,ARMA,3,1,Barrel,,Barrel,1,1,1,1 / 1,1,0.66
arma_barrel_supp_s3_03,item_Namearma_barrel_supp_s3_03,,item_Descarma_barrel_supp_s3_03,ARMA,3,1,Barrel,,Barrel,1,1,1,1 / 1,0.9,0.66
arma_barrel_supp_s3,item_Namearma_barrel_supp_s3,,item_Descarma_barrel_supp_s3,ARMA,3,1,Barrel,,Barrel,0.92,1,1,1 / 1,1,0.4
barrel_attachment,LOC_PLACEHOLDER,,,,0,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_binoculars_01_fakeoptic_collector,item_Namebehr_optics_tsco_x16_s3,,item_Descbehr_optics_tsco_x16_s3,BEHR,1,1,IronSight,,IronSight,1,1,1,10 / 12,1,1
behr_binoculars_01_fakeoptic,item_Namebehr_optics_tsco_x16_s3,,item_Descbehr_optics_tsco_x16_s3,BEHR,1,1,IronSight,,IronSight,1,1,1,10 / 12,1,1
behr_optics_holo_x1_s1,item_Namebehr_optics_holo_x1_s1,,item_Descbehr_optics_holo_x1_s1,BEHR,1,1,IronSight,,IronSight,1,1,1,1 / 2,1.15,1
behr_optics_holo_x2_s1,item_Namebehr_optics_holo_x2_s1,,item_Descbehr_optics_holo_x2_s1,BEHR,1,1,IronSight,,IronSight,1,1,1,2 / 3,1.15,1
behr_optics_holo_x3_s1_tint01,item_Namebehr_optics_holo_x3_s1_tint01,,item_Descbehr_optics_holo_X3_s1_tint01,BEHR,1,1,IronSight,,IronSight,1,1,1,3 / 4,1.15,1
behr_optics_holo_x3_s1,item_Namebehr_optics_holo_x3_s1,,item_Descbehr_optics_holo_x3_s1,BEHR,1,1,IronSight,,IronSight,1,1,1,3 / 4,1.15,1
behr_optics_rdot_x1_s1,item_Namebehr_optics_rdot_x1_s1,,item_Descbehr_optics_rdot_x1_s1,BEHR,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.15,1
behr_optics_tsco_x16_s3,item_Namebehr_optics_tsco_x16_s3,,item_Descbehr_optics_tsco_x16_s3,BEHR,3,1,IronSight,,IronSight,1,1,1,16 / 1,1,1
behr_optics_tsco_x4_s2,item_Namebehr_optics_tsco_x4_s2,,item_Descbehr_optics_tsco_x4_s2,BEHR,2,1,IronSight,,IronSight,1,1,1,4 / 6,1.25,1
behr_optics_tsco_x8_s3,item_Namebehr_optics_tsco_x8_s3,,item_Descbehr_optics_tsco_x8_s3,BEHR,3,1,IronSight,,IronSight,1,1,1,8 / 1,1,1
gmni_optics_tsco_x4_s2_firerats01,item_Namegmni_optics_tsco_x4_s2_firerats02,item_Namegmni_optics_tsco_x4_s2_firerats02_short,item_Descgmni_optics_tsco_x4_s2_firerats02,GMNI,2,1,IronSight,,IronSight,1,1,1,4 / 2.5,1.05,1
gmni_optics_tsco_x4_s2,item_Namegmni_optics_tsco_x4_s2,,item_Descgmni_optics_tsco_x4_s2,GMNI,2,1,IronSight,,IronSight,1,1,1,4 / 1,1.25,1
gmni_optics_tsco_x8_s3_firerats01,item_Namegmni_optics_tsco_x8_s3_firerats01,item_Namegmni_optics_tsco_x8_s3_firerats01_short,item_Descgmni_optics_tsco_x8_s3_firerats01,GMNI,3,1,IronSight,,IronSight,1,1,1,8 / 4,1,1
gmni_optics_tsco_x8_s3_store01,item_Namegmni_optics_tsco_x8_s3_store01,item_Namegmni_optics_tsco_x8_s3_store01_short,item_Descgmni_optics_tsco_x8_s3_store01,GMNI,3,1,IronSight,,IronSight,1,1,1,8 / 1,1,1
gmni_optics_tsco_x8_s3,item_Namegmni_optics_tsco_x8_s3,,item_Descgmni_optics_tsco_x8_s3,GMNI,3,1,IronSight,,IronSight,1,1,1,8 / 1,1,1
grin_multitool_01_cutter,item_Namegrin_multitool_01_cutter,,item_Descgrin_multitool_01_cutter,GRIN,1,1,Utility,,Utility,1,1,1,1 / 1,1,1
grin_multitool_01_healing,item_Namegrin_multitool_01_healing,,item_Descgrin_multitool_01_healing,GRIN,1,1,Utility,,Utility,1,1,1,1 / 1,1,1
grin_multitool_01_mining,item_Namegrin_multitool_01_mining,,item_Descgrin_multitool_01_mining,GRIN,1,1,Utility,,Utility,1,1,1,1 / 1,1,1
grin_multitool_01_salvage_repair,item_Namegrin_multitool_01_salvage,item_Namegrin_multitool_01_salvage,item_Descgrin_multitool_01_salvage,GRIN,1,1,Utility,,Utility,1,1,1,1 / 1,1,1
grin_multitool_01_tractorbeam,item_Namegrin_multitool_01_tractorbeam,item_Namegrin_multitool_01_tractorbeam,item_Descgrin_multitool_01_tractorbeam,GRIN,1,1,Utility,,Utility,1,1,1,1 / 1,1,1
klwe_optics_disp_x8_s3,item_Nameklwe_optics_disp_x8_s3,,item_Descklwe_optics_disp_x8_s3,KLWE,3,1,IronSight,,IronSight,1,1,1,8 / 1,1,1
klwe_optics_holo_x1_5_s1,item_Nameklwe_optics_holo_x1_5_s1,,item_descklwe_optics_holo_x1_5_s1,KLWE,1,1,IronSight,,IronSight,1,1,1,1.5 / 3,1.05,1
klwe_optics_holo_x2_s1,item_Nameklwe_optics_holo_x2_s1,,item_descklwe_optics_holo_x2_s1,KLWE,1,1,IronSight,,IronSight,1,1,1,2 / 4,1.05,1
klwe_optics_holo_x3_s1,item_Nameklwe_optics_holo_x3_s1,,item_descklwe_optics_holo_x3_s1,KLWE,1,1,IronSight,,IronSight,1,1,1,3 / 4.5,1.05,1
klwe_optics_rdot_x1_s1,item_Nameklwe_optics_rdot_x1_s1,,item_descklwe_optics_rdot_x1_s1,KLWE,1,1,IronSight,,IronSight,1,1,1,1 / 3,1.05,1
klwe_optics_tsco_2_5x_s2,item_Nameklwe_optics_tsco_2_5x_s2,,item_descklwe_optics_tsco_2_5x_s2,KLWE,2,1,IronSight,,IronSight,1,1,1,2 / 5,1.05,1
klwe_optics_tsco_3_5x_s2,item_Nameklwe_optics_tsco_3_5x_s2,,item_descklwe_optics_tsco_3_5x_s2,KLWE,2,1,IronSight,,IronSight,1,1,1,3 / 5.5,1.05,1
klwe_ubarrel_flsh_s1,item_Nameklwe_ubarrel_flsh_s1,item_Nameklwe_ubarrel_flsh_s1_short,item_Descklwe_ubarrel_flsh_s1,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
klwe_ubarrel_lasr_s1_02,item_Nameklwe_ubarrel_lasr_s1_02,item_Nameklwe_ubarrel_lasr_s1_02_short,item_Descklwe_ubarrel_lasr_s1_02,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
klwe_ubarrel_lasr_s1,item_Nameklwe_ubarrel_lasr_s1,item_Nameklwe_ubarrel_lasr_s1_short,item_Descklwe_ubarrel_lasr_s1,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
ksar_optics_tsco_x8_s3,item_Nameksar_optics_tsco_x8_s3,,item_Descksar_optics_tsco_x8_s3,KSAR,3,1,IronSight,,IronSight,1,1,1,8 / 1,1,1
lbco_optics_tsco_x16_s3_acid01,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,LBCO,3,1,IronSight,,IronSight,1,1,1,16 / 1,0.75,1
lbco_optics_tsco_x16_s3_chromic01,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,LBCO,3,1,IronSight,,IronSight,1,1,1,16 / 1,0.75,1
lbco_optics_tsco_x16_s3_imp01,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,LBCO,3,1,IronSight,,IronSight,1,1,1,16 / 1,0.75,1
lbco_optics_tsco_x16_s3_sunset01,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,LBCO,3,1,IronSight,,IronSight,1,1,1,16 / 1,0.75,1
lbco_optics_tsco_x16_s3,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,LBCO,3,1,IronSight,,IronSight,1,1,1,16 / 1,0.75,1
multitool_attachment,LOC_PLACEHOLDER,,,GRIN,0,1,Utility,,Utility,1,1,1,1 / 1,1,1
nvtc_optics_holo_x1_s1_lamp,Item_Namenvtc_optics_holo_x1_s1_LAMP,,Item_Descnvtc_optics_holo_x1_s1_LAMP,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.15,1
nvtc_optics_holo_x1_s1_tint01,item_Namenvtc_optics_holo_x1_s1_tint01,,item_Descnvtc_optics_holo_x1_s1_tint01,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.15,1
nvtc_optics_holo_x1_s1,item_Namenvtc_optics_holo_x1_s1,,item_Descnvtc_optics_holo_x1_s1,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.15,1
nvtc_optics_holo_x2_s1_lamp,Item_Namenvtc_optics_holo_x2_s1_LAMP,,Item_Descnvtc_optics_holo_x2_s1_LAMP,NVTC,1,1,IronSight,,IronSight,1,1,1,2 / 1,1.15,1
nvtc_optics_holo_x2_s1,item_Namenvtc_optics_holo_x2_s1,,item_Descnvtc_optics_holo_x2_s1,NVTC,1,1,IronSight,,IronSight,1,1,1,2 / 3,1.15,1
nvtc_optics_holo_x3_s1_lamp,Item_Namenvtc_optics_holo_x3_s1_LAMP,,Item_Descnvtc_optics_holo_x3_s1_LAMP,NVTC,1,1,IronSight,,IronSight,1,1,1,3 / 1,1.15,1
nvtc_optics_holo_x3_s1_tint01,item_Namenvtc_optics_holo_x3_s1_tint01,,item_Descnvtc_optics_holo_x3_s1_tint01,NVTC,1,1,IronSight,,IronSight,1,1,1,3 / 3,1.15,1
nvtc_optics_holo_x3_s1,item_Namenvtc_optics_holo_x3_s1,,item_Descnvtc_optics_holo_x3_s1,NVTC,1,1,IronSight,,IronSight,1,1,1,3 / 3,1.15,1
nvtc_optics_rdot_x1_s1_firerats01,item_Namenvtc_optics_rdot_x1_s1_firerats01,item_Namenvtc_optics_rdot_x1_s1_firerats01_short,item_Descnvtc_optics_rdot_x1_s1_firerats01,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 3,1.025,1
nvtc_optics_rdot_x1_s1_lamp,Item_Namenvtc_optics_rdot_x1_s1_LAMP,,Item_Descnvtc_optics_rdot_x1_s1_LAMP,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.15,1
nvtc_optics_rdot_x1_s1,item_Namenvtc_optics_rdot_x1_s1,,item_Descnvtc_optics_rdot_x1_s1,NVTC,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.15,1
nvtc_optics_tsco_x4_s2_firerats01,item_Namenvtc_optics_tsco_x4_s2_firerats01,item_Namenvtc_optics_tsco_x4_s2_firerats01_short,item_Descnvtc_optics_tsco_x4_s2_firerats01,NVTC,2,1,IronSight,,IronSight,1,1,1,4 / 2,1.05,1
nvtc_optics_tsco_x4_s2_lamp,Item_Namenvtc_optics_tsco_x4_s2_LAMP,,Item_Descnvtc_optics_tsco_x4_s2_LAMP,NVTC,2,1,IronSight,,IronSight,1,1,1,4 / 6,1.25,1
nvtc_optics_tsco_x4_s2,item_Namenvtc_optics_tsco_x4_s2,,item_Descnvtc_optics_tsco_x4_s2,NVTC,2,1,IronSight,,IronSight,1,1,1,4 / 6,1.25,1
nvtc_optics_tsco_x8_s3_lamp,Item_Namenvtc_optics_tsco_x8_s3_LAMP,,Item_Descnvtc_optics_tsco_x8_s3_LAMP,NVTC,3,1,IronSight,,IronSight,1,1,1,6 / 1,1,1
nvtc_optics_tsco_x8_s3,item_Namenvtc_optics_tsco_x8_s3,,item_Descnvtc_optics_tsco_x8_s3,NVTC,3,1,IronSight,,IronSight,1,1,1,6 / 10,1,1
nvtc_ubarrel_flsh_s1_02,item_Namenvtc_ubarrel_flsh_s1_02,,item_Descnvtc_ubarrel_flsh_s1_02,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_flsh_s1_03,item_Namenvtc_ubarrel_flsh_s1_03,,item_Descnvtc_ubarrel_flsh_s1_03,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_flsh_s1_04,item_Namenvtc_ubarrel_flsh_s1_04,,item_Descnvtc_ubarrel_flsh_s1_04,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_flsh_s1_firerats01,item_Namenvtc_ubarrel_flsh_s1_firerats01,item_Namenvtc_ubarrel_flsh_s1_firerats01_short,item_Descnvtc_ubarrel_flsh_s1_firerats01,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_flsh_s1,item_Namenvtc_ubarrel_flsh_s1,,item_Descnvtc_ubarrel_flsh_s1,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
nvtc_ubarrel_lasr_s1,item_Namenvtc_ubarrel_lasr_s1,,item_Descnvtc_ubarrel_lasr_s1,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
optics_template,LOC_PLACEHOLDER,,,,0,1,IronSight,,IronSight,1,1,1,1 / 1,1,1
underbarrel_template,LOC_PLACEHOLDER,,,,0,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
volt_optics_holo_x1_s1,item_Namevolt_optics_holo_x1_s1,,item_Descvolt_optics_holo_x1_s1,VOLT,1,1,IronSight,,IronSight,1,1,1,1 / 1,1.08,1
volt_optics_holo_x2_s1,item_Namevolt_optics_holo_x2_s1,,item_Descvolt_optics_holo_x2_s1,VOLT,1,1,IronSight,,IronSight,1,1,1,2 / 1,1.08,1
volt_optics_holo_x3_s1,item_Namevolt_optics_holo_x3_s1,,item_Descvolt_optics_holo_x3_s1,VOLT,1,1,IronSight,,IronSight,1,1,1,3 / 1,1.08,1
volt_optics_tsco_x8_s3_collector01,item_Namevolt_optics_tsco_x8_s3_collector01,item_Namevolt_optics_tsco_x8_s3_collector01,item_Descvolt_optics_tsco_x8_s3_collector01,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3_store01,item_Namevolt_optics_tsco_x8_s3_store01,item_Namevolt_optics_tsco_x8_s3_store01,item_Descvolt_optics_tsco_x8_s3_store01,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3_tint01,item_Namevolt_optics_tsco_x8_s3_tint01,item_Namevolt_optics_tsco_x8_s3_tint01,item_Descvolt_optics_tsco_x8_s3_tint01,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3_tint02,item_Namevolt_optics_tsco_x8_s3_tint02,item_Namevolt_optics_tsco_x8_s3_tint02,item_Descvolt_optics_tsco_x8_s3_tint02,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3_tint03,item_Namevolt_optics_tsco_x8_s3_tint03,item_Namevolt_optics_tsco_x8_s3_tint03,item_Descvolt_optics_tsco_x8_s3_tint03,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_optics_tsco_x8_s3,item_Namevolt_optics_tsco_x8_s3_base,item_Namevolt_optics_tsco_x8_s3_base,item_Descvolt_optics_tsco_x8_s3_base,LBCO,3,1,IronSight,,IronSight,1,1,1,4 / 8,1,1
volt_ubarrel_flsh_s1,item_Namevolt_ubarrel_flsh_s1,item_Namevolt_ubarrel_flsh_s1,item_Descvolt_ubarrel_flsh_s1,NVTC,1,1,BottomAttachment,,BottomAttachment,1,1,1,1 / 1,1,1
weaponmount_nvtc_optics_holo_x1_s1,item_Namenvtc_optics_holo_x1_s1,,item_Descnvtc_optics_holo_x1_s1,NVTC,4,1,IronSight,,IronSight,1,1,1,1 / 1,1,1
asad_distortionrepeater_barrel_s1,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
asad_distortionrepeater_barrel_s2,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
asad_distortionrepeater_barrel_s3,LOC_PLACEHOLDER,,,,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
asad_distortionrepeater_firingmechanism_s1,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
asad_distortionrepeater_firingmechanism_s2,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
asad_distortionrepeater_firingmechanism_s3,LOC_PLACEHOLDER,,,,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
asad_distortionrepeater_powerarray_s1,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
asad_distortionrepeater_powerarray_s2,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
asad_distortionrepeater_powerarray_s3,LOC_PLACEHOLDER,,,,1,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
asad_distortionrepeater_ventilation_s1,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
asad_distortionrepeater_ventilation_s2,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
asad_distortionrepeater_ventilation_s3,LOC_PLACEHOLDER,,,,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
banu_tachyoncannon_barrel_s1,LOC_PLACEHOLDER,,,BANU,1,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
banu_tachyoncannon_barrel_s2,LOC_PLACEHOLDER,,,BANU,2,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
banu_tachyoncannon_barrel_s3,LOC_PLACEHOLDER,,,BANU,3,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
banu_tachyoncannon_firingmechanism_s1,LOC_PLACEHOLDER,,,BANU,1,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
banu_tachyoncannon_firingmechanism_s2,LOC_PLACEHOLDER,,,BANU,2,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
banu_tachyoncannon_firingmechanism_s3,LOC_PLACEHOLDER,,,BANU,3,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
banu_tachyoncannon_powerarray_s1,LOC_PLACEHOLDER,,,BANU,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
banu_tachyoncannon_powerarray_s2,LOC_PLACEHOLDER,,,BANU,2,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
banu_tachyoncannon_powerarray_s3,LOC_PLACEHOLDER,,,BANU,3,3,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
banu_tachyoncannon_ventilation_s1,LOC_PLACEHOLDER,,,BANU,1,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
banu_tachyoncannon_ventilation_s2,LOC_PLACEHOLDER,,,BANU,2,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
banu_tachyoncannon_ventilation_s3,LOC_PLACEHOLDER,,,BANU,3,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_ballisticgatling_barrel_s4,LOC_PLACEHOLDER,,,BEHR,4,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_ballisticgatling_barrel_s5,LOC_PLACEHOLDER,,,BEHR,5,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_ballisticgatling_barrel_s6,LOC_PLACEHOLDER,,,BEHR,6,1,Barrel,,Barrel,1,1,1,1 / 1,1,1
behr_ballisticgatling_barrel_s7,LOC_PLACEHOLDER,,,BEHR,7,1,Barrel,1,Barrel,1,1,1,1 / 1,1,1
behr_ballisticgatling_firingmechanism_s4,LOC_PLACEHOLDER,,,BEHR,4,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_ballisticgatling_firingmechanism_s5,LOC_PLACEHOLDER,,,BEHR,5,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_ballisticgatling_firingmechanism_s6,LOC_PLACEHOLDER,,,BEHR,6,1,FiringMechanism,,FiringMechanism,1,1,1,1 / 1,1,1
behr_ballisticgatling_firingmechanism_s7,LOC_PLACEHOLDER,,,BEHR,7,1,FiringMechanism,1,FiringMechanism,1,1,1,1 / 1,1,1
behr_ballisticgatling_powerarray_s4,LOC_PLACEHOLDER,,,BEHR,4,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_ballisticgatling_powerarray_s5,LOC_PLACEHOLDER,,,BEHR,5,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_ballisticgatling_powerarray_s6,LOC_PLACEHOLDER,,,BEHR,6,1,PowerArray,,PowerArray,1,1,1,1 / 1,1,1
behr_ballisticgatling_powerarray_s7,LOC_PLACEHOLDER,,,BEHR,7,1,PowerArray,1,PowerArray,1,1,1,1 / 1,1,1
behr_ballisticgatling_ventilation_s4,LOC_PLACEHOLDER,,,BEHR,4,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
behr_ballisticgatling_ventilation_s5,LOC_PLACEHOLDER,,,BEHR,5,1,Ventilation,,Ventilation,1,1,1,1 / 1,1,1
