Provider Class,System,Location,Group Name,Group Probability,Entry Index,Harvestable GUID,Harvestable Class,Harvestable Path,Harvestable Entity GUID,Harvestable Entity Class,Harvestable Entity Path,Harvestable Setup GUID,Harvestable Setup Class,Composition GUID,Composition Class,Global Params GUID,Audio Params GUID,Filled Factor,Clustering GUID,Clustering Class,Relative Probability,Geometry Tags,Record GUID,Record Path
HPP_Nyx_KeegerBelt,nyx,asteroidfield/hpp_nyx_keegerbelt,SpaceShip_Mineables,0.1,0.3,7fdc10f9-d8d9-491b-b6d3-21a99012c22f,Mining_AsteroidEpic_Lindinium,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidepic_lindinium.xml,17205afb-5064-4181-b987-d77499e087a4,MineableRock_AsteroidEpic_Lindinium,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_lindinium.xml,,,fd7dc10a-19a4-4f82-aae2-52ac35bda567,EpicShipMineablesAsteroid_Lindinium,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,b097c899-4a14-4092-8d07-75c1cf9d05c2,EpicShipMineable_Cluster,10,,230aecd3-2e5b-4d58-a884-bbba59a40cf7,libs/foundry/records/harvestable/providerpresets/system/nyx/asteroidfield/hpp_nyx_keegerbelt.xml
HPP_Nyx_KeegerBelt,nyx,asteroidfield/hpp_nyx_keegerbelt,SpaceShip_Mineables,0.1,0.4,78f73580-e222-46a1-85cb-9f9352823b77,Mining_AsteroidRare_Bexalite,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidrare_bexalite.xml,2b8a76ae-593e-4268-9a56-c20ce202e8a8,MineableRock_AsteroidRare_Bexalite,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_bexalite.xml,,,004c1ddd-ee4e-4c77-92bd-50739bb0e23e,RareShipMineablesAsteroid_Bexalite,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,cd074871-2f6d-45c1-a88f-38b21ef02309,RareShipMineable_Cluster,18,,230aecd3-2e5b-4d58-a884-bbba59a40cf7,libs/foundry/records/harvestable/providerpresets/system/nyx/asteroidfield/hpp_nyx_keegerbelt.xml
HPP_Nyx_KeegerBelt,nyx,asteroidfield/hpp_nyx_keegerbelt,SpaceShip_Mineables,0.1,0.5,fb87c065-bb1a-4a41-a6a6-a2b9d299e775,Mining_AsteroidLegendary_Savrilium,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidlegendary_savrilium.xml,2a3d97fe-ce09-4e92-9d67-8f78819446ea,MineableRock_AsteroidLegendary_Savrilium,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium.xml,,,3375ee93-f695-40d2-b86c-1ad23802e59b,LegendaryShipMineablesAsteroid_Savrilium,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,3638ea41-8218-4f04-948c-40beaa3e9ee9,LegendaryShipMineable_Cluster,2,,230aecd3-2e5b-4d58-a884-bbba59a40cf7,libs/foundry/records/harvestable/providerpresets/system/nyx/asteroidfield/hpp_nyx_keegerbelt.xml
HPP_Nyx_KeegerBelt,nyx,asteroidfield/hpp_nyx_keegerbelt,SpaceShip_Mineables,0.1,0.6,95669108-231c-46ff-8adb-ffbab36b2445,Mining_AsteroidUncommon_Torite,libs/foundry/records/harvestable/harvestablepresets/mining_asteroiduncommon_torite.xml,5d6549ec-e809-4290-95a6-62b7d2ab4681,MineableRock_AsteroidUncommon_Torite,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_torite.xml,,,ed5af002-dbbc-41aa-b5b3-44e686a83b36,UncommonShipMineablesAsteroid_Torite,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,cf2ebacb-255a-40e6-b300-7414c949ce76,UncommonShipMineable_Cluster,28.5,,230aecd3-2e5b-4d58-a884-bbba59a40cf7,libs/foundry/records/harvestable/providerpresets/system/nyx/asteroidfield/hpp_nyx_keegerbelt.xml
HPP_Pyro_AkiroCluster,pyro,asteroidfield/hpp_pyro_akirocluster,SpaceShip_Mineables,0.1,0.0,0e437c69-8bfe-42ae-baf0-9a80f0fe8a53,Mining_AsteroidCommon_Ice,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_ice.xml,3aee138f-553f-44e7-bd62-4ba34e22361f,MineableRock_AsteroidCommon_Ice,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_ice.xml,,,3fc54018-acc4-4b34-aac1-bb97aa2bbece,CommonShipMineablesAsteroid_Ice,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,1f5f80cc-1b4d-41df-8481-5d07d00441a7,CommonShipMineable_Cluster,14.9,d3d5956d-48c3-4254-afda-a072447a0c7e,a90785e4-5d6c-46f1-9d52-b92d6b65988a,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_akirocluster.xml
HPP_Pyro_AkiroCluster,pyro,asteroidfield/hpp_pyro_akirocluster,SpaceShip_Mineables,0.1,0.1,f0a75a01-6eaa-41bd-87bc-164084cb8219,Mining_AsteroidCommon_Silicon,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_silicon.xml,565948ac-8d01-42fd-994a-92898988a536,MineableRock_AsteroidCommon_Silicon,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_silicon.xml,,,836eb20c-3a2e-422d-a797-27c2f0ed755d,CommonShipMineablesAsteroid_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,1f5f80cc-1b4d-41df-8481-5d07d00441a7,CommonShipMineable_Cluster,14.9,d3d5956d-48c3-4254-afda-a072447a0c7e,a90785e4-5d6c-46f1-9d52-b92d6b65988a,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_akirocluster.xml
HPP_Pyro_AkiroCluster,pyro,asteroidfield/hpp_pyro_akirocluster,SpaceShip_Mineables,0.1,0.2,f1170c23-318d-4952-85f0-eb8c5d0aca46,Mining_AsteroidCommon_Copper,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_copper.xml,139a292f-037d-45ed-8f08-644b649863b2,MineableRock_AsteroidCommon_Copper,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_copper.xml,,,f5bcbf37-d613-4b51-897f-a11572d5f575,CommonShipMineablesAsteroid_Copper,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,1f5f80cc-1b4d-41df-8481-5d07d00441a7,CommonShipMineable_Cluster,14.9,d3d5956d-48c3-4254-afda-a072447a0c7e,a90785e4-5d6c-46f1-9d52-b92d6b65988a,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_akirocluster.xml
HPP_Pyro_AkiroCluster,pyro,asteroidfield/hpp_pyro_akirocluster,SpaceShip_Mineables,0.1,0.3,f2efbeac-f393-4ff1-bbeb-a232b2fddd94,Mining_AsteroidCommon_Iron,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_iron.xml,35f663f2-a499-4da3-a3ac-a1d834667931,MineableRock_AsteroidCommon_Iron,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_iron.xml,,,ece23c39-ebb8-4a72-871b-5413e70619bf,CommonShipMineablesAsteroid_Iron,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,1f5f80cc-1b4d-41df-8481-5d07d00441a7,CommonShipMineable_Cluster,14.8,d3d5956d-48c3-4254-afda-a072447a0c7e,a90785e4-5d6c-46f1-9d52-b92d6b65988a,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_akirocluster.xml
HPP_Pyro_AkiroCluster,pyro,asteroidfield/hpp_pyro_akirocluster,SpaceShip_Mineables,0.1,0.4,c284e5c8-0322-421c-b67d-35e15ed91b78,Mining_AsteroidEpic_Riccite,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidepic_riccite.xml,b9059541-74af-4fab-b24a-11bf3d3c10ee,MineableRock_AsteroidEpic_Riccite,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_riccite.xml,,,cd1dfb3a-d5cb-4017-8135-3707b863ddf9,EpicShipMineablesAsteroid_Riccite,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,b097c899-4a14-4092-8d07-75c1cf9d05c2,EpicShipMineable_Cluster,10,d3d5956d-48c3-4254-afda-a072447a0c7e,a90785e4-5d6c-46f1-9d52-b92d6b65988a,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_akirocluster.xml
HPP_Pyro_AkiroCluster,pyro,asteroidfield/hpp_pyro_akirocluster,SpaceShip_Mineables,0.1,0.5,b3b930e2-da46-4314-bf5a-c58a366ac973,Mining_AsteroidLegendary_Stileron,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidlegendary_stileron.xml,7e84fb04-9e62-402d-86b7-eb0c132fa6ca,MineableRock_AsteroidLegendary_Stileron,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_stileron.xml,,,5ec37175-69bd-4d19-a40a-69e7b3eec354,LegendaryShipMineablesAsteroid_Stileron,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,3638ea41-8218-4f04-948c-40beaa3e9ee9,LegendaryShipMineable_Cluster,2,d3d5956d-48c3-4254-afda-a072447a0c7e,a90785e4-5d6c-46f1-9d52-b92d6b65988a,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_akirocluster.xml
HPP_Pyro_AkiroCluster,pyro,asteroidfield/hpp_pyro_akirocluster,SpaceShip_Mineables,0.1,0.6,95669108-231c-46ff-8adb-ffbab36b2445,Mining_AsteroidUncommon_Torite,libs/foundry/records/harvestable/harvestablepresets/mining_asteroiduncommon_torite.xml,5d6549ec-e809-4290-95a6-62b7d2ab4681,MineableRock_AsteroidUncommon_Torite,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_torite.xml,,,ed5af002-dbbc-41aa-b5b3-44e686a83b36,UncommonShipMineablesAsteroid_Torite,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,cf2ebacb-255a-40e6-b300-7414c949ce76,UncommonShipMineable_Cluster,28.5,d3d5956d-48c3-4254-afda-a072447a0c7e,a90785e4-5d6c-46f1-9d52-b92d6b65988a,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_akirocluster.xml
HPP_Pyro_Cool01,pyro,asteroidfield/hpp_pyro_cool01,SpaceShip_Mineables,0.1,0.0,0e437c69-8bfe-42ae-baf0-9a80f0fe8a53,Mining_AsteroidCommon_Ice,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_ice.xml,3aee138f-553f-44e7-bd62-4ba34e22361f,MineableRock_AsteroidCommon_Ice,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_ice.xml,,,3fc54018-acc4-4b34-aac1-bb97aa2bbece,CommonShipMineablesAsteroid_Ice,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,1f5f80cc-1b4d-41df-8481-5d07d00441a7,CommonShipMineable_Cluster,26.8,d3d5956d-48c3-4254-afda-a072447a0c7e,25de7854-32f8-47d1-8359-0859ef7bec32,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_cool01.xml
HPP_Pyro_Cool01,pyro,asteroidfield/hpp_pyro_cool01,SpaceShip_Mineables,0.1,0.1,f0a75a01-6eaa-41bd-87bc-164084cb8219,Mining_AsteroidCommon_Silicon,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_silicon.xml,565948ac-8d01-42fd-994a-92898988a536,MineableRock_AsteroidCommon_Silicon,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_silicon.xml,,,836eb20c-3a2e-422d-a797-27c2f0ed755d,CommonShipMineablesAsteroid_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,1f5f80cc-1b4d-41df-8481-5d07d00441a7,CommonShipMineable_Cluster,26.7,d3d5956d-48c3-4254-afda-a072447a0c7e,25de7854-32f8-47d1-8359-0859ef7bec32,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_cool01.xml
HPP_Pyro_Cool01,pyro,asteroidfield/hpp_pyro_cool01,SpaceShip_Mineables,0.1,0.2,850640e0-5278-49c8-be5d-3567efff5343,Mining_AsteroidUncommon_Titanium,libs/foundry/records/harvestable/harvestablepresets/mining_asteroiduncommon_titanium.xml,1142743a-80cd-4da0-906c-5ebd5fcfbacb,MineableRock_AsteroidUncommon_Titanium,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_titanium.xml,,,d33a13d8-3b81-429d-bb3e-b3f7de912983,UncommonShipMineablesAsteroid_Titanium,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,cf2ebacb-255a-40e6-b300-7414c949ce76,UncommonShipMineable_Cluster,28.5,d3d5956d-48c3-4254-afda-a072447a0c7e,25de7854-32f8-47d1-8359-0859ef7bec32,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_cool01.xml
HPP_Pyro_Cool01,pyro,asteroidfield/hpp_pyro_cool01,SpaceShip_Mineables,0.1,0.3,46e479b1-7500-4601-9305-fa53d0290fd3,Mining_AsteroidRare_Borase,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidrare_borase.xml,b3af5873-af59-4334-89db-d0bdef67cc68,MineableRock_AsteroidRare_Borase,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_borase.xml,,,b42b8e22-a4cb-4847-aaa4-f93e11fa97cb,RareShipMineablesAsteroid_Borase,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,cd074871-2f6d-45c1-a88f-38b21ef02309,RareShipMineable_Cluster,18,d3d5956d-48c3-4254-afda-a072447a0c7e,25de7854-32f8-47d1-8359-0859ef7bec32,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_cool01.xml
HPP_Pyro_Cool02,pyro,asteroidfield/hpp_pyro_cool02,SpaceShip_Mineables,0.1,0.0,0e437c69-8bfe-42ae-baf0-9a80f0fe8a53,Mining_AsteroidCommon_Ice,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_ice.xml,3aee138f-553f-44e7-bd62-4ba34e22361f,MineableRock_AsteroidCommon_Ice,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_ice.xml,,,3fc54018-acc4-4b34-aac1-bb97aa2bbece,CommonShipMineablesAsteroid_Ice,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,1f5f80cc-1b4d-41df-8481-5d07d00441a7,CommonShipMineable_Cluster,26.8,,f515ea3a-e855-4236-8401-88e5200ce590,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_cool02.xml
HPP_Pyro_Cool02,pyro,asteroidfield/hpp_pyro_cool02,SpaceShip_Mineables,0.1,0.1,f0a75a01-6eaa-41bd-87bc-164084cb8219,Mining_AsteroidCommon_Silicon,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_silicon.xml,565948ac-8d01-42fd-994a-92898988a536,MineableRock_AsteroidCommon_Silicon,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_silicon.xml,,,836eb20c-3a2e-422d-a797-27c2f0ed755d,CommonShipMineablesAsteroid_Silicon,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,1f5f80cc-1b4d-41df-8481-5d07d00441a7,CommonShipMineable_Cluster,26.7,,f515ea3a-e855-4236-8401-88e5200ce590,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_cool02.xml
HPP_Pyro_Cool02,pyro,asteroidfield/hpp_pyro_cool02,SpaceShip_Mineables,0.1,0.2,cd67cfbc-52f5-4e59-8e38-df6b0f8cf4b3,Mining_AsteroidUncommon_Aslarite,libs/foundry/records/harvestable/harvestablepresets/mining_asteroiduncommon_aslarite.xml,e0c61943-d678-4bd9-8a8b-cf44ca11b8c0,MineableRock_AsteroidUncommon_Aslarite,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_aslarite.xml,,,2b934c4b-f47c-46b4-bad0-be8a24d6b94a,UncommonShipMineablesAsteroid_Aslarite,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,cf2ebacb-255a-40e6-b300-7414c949ce76,UncommonShipMineable_Cluster,28.5,,f515ea3a-e855-4236-8401-88e5200ce590,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_cool02.xml
HPP_Pyro_Cool02,pyro,asteroidfield/hpp_pyro_cool02,SpaceShip_Mineables,0.1,0.3,68512c41-74b8-4966-b7b5-38b41c95b88b,Mining_AsteroidRare_Taranite,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidrare_taranite.xml,9874c097-3c30-467f-b6e8-6de542ed596d,MineableRock_AsteroidRare_Taranite,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_taranite.xml,,,9c41665b-1eb6-4f4e-ad1a-d01a0a41843e,RareShipMineablesAsteroid_Taranite,aa727a56-9937-4eb5-80c6-51b418d43177,5f5c1a61-6500-46a1-8a01-7ba4956751d1,1,cd074871-2f6d-45c1-a88f-38b21ef02309,RareShipMineable_Cluster,18,,f515ea3a-e855-4236-8401-88e5200ce590,libs/foundry/records/harvestable/providerpresets/system/pyro/asteroidfield/hpp_pyro_cool02.xml
