Generator Class,Handler Type,Handler Debug Name,Handler Not For Release,Handler Work In Progress,Faction Reputation GUID,Reputation Scope GUID,Contract Section,Contract ID,Contract Debug Name,Contract Not For Release,Contract Work In Progress,Template GUID,Template Class,Title Key,Description Key,Contractor Key,Title Variant Keys,Description Variant Keys,String Param Overrides,Location Tag GUIDs,Location Tag Classes,Max Instances,Max Instances Per Player,Respawn Time,Respawn Time Variation,Instance Life Time,Instance Life Time Variation,Contract Buy In Amount,Time To Complete,Difficulty Profile GUID,Difficulty Profile Class,Mechanical Skill,Mental Load,Risk Of Loss,Game Knowledge,Record GUID,Record Path
HighpointWildernessSpecialists_KillAnimals,ContractGeneratorHandler_List,HighpointWildernessSpecialists_KillAnimals_Pyro,1,0,,,contracts,8fb184a3-a67b-4b49-afb5-d896443fe127,HWS_Pyro_RegionA_E_DerelictOutposts_NearOutposts_KillAnimals,0,0,f63ae62e-e16b-4bf6-8e2f-98a808180fe8,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Title_E_001,Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Desc_E_001,Highpoint_from,,,Contractor=Highpoint_from | Description=Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Desc_E_001 | Title=Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Title_E_001,c5b38262-c6ca-4207-aaae-a5b2488fb848 | 812520ca-5f0a-4e88-9649-91237b1e4e51, | ,1,-1,5,2,,,0,10,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Zero_risk_of_action_2,Requires_minimal_thought_2,Barely_even_breaking_a_sweat_2,FPS_mechanics_walk_shoot_mobiGlass_2,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,ContractGeneratorHandler_List,HighpointWildernessSpecialists_KillAnimals_Pyro,1,0,,,contracts,061e5420-b600-4635-9c19-ff010e11b36f,CFP_Pyro_RegionA_M_DerelictOutposts_NearOutposts_KillAnimals,0,0,f63ae62e-e16b-4bf6-8e2f-98a808180fe8,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Title_M_001,Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Desc_M_001,Highpoint_from,,,Contractor=Highpoint_from | Description=Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Desc_M_001 | Title=Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Title_M_001,c5b38262-c6ca-4207-aaae-a5b2488fb848 | 812520ca-5f0a-4e88-9649-91237b1e4e51 | 13abec13-80ce-4fda-917a-c2e2225b0268 | 94c73c70-19ff-42e8-b82b-77a72d5df9ad | 2c49d0df-ab02-44d3-ba6d-260889fce11e | 04a7053f-af5f-4bb4-964d-27459640fb7b | 6917e6bd-d6fd-446e-9a23-3238a505cc52 | 89ae7fab-6f67-4177-abe9-0275bf908a7e | 804cac07-1736-4629-8b2e-e36aad2757ff, |  |  |  |  |  |  |  | ,1,-1,5,2,,,0,15,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,FPS_mechanics_walk_shoot_mobiGlass_2,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,ContractGeneratorHandler_List,HighpointWildernessSpecialists_KillAnimals_Pyro,1,0,,,contracts,9dadbe9e-2369-4d0d-b6c3-fb40c2e3c7d3,CFP_Pyro_RegionB_M_Derelicts_EliminateAnimals,0,0,f63ae62e-e16b-4bf6-8e2f-98a808180fe8,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Title_M_001,Highpoint_Killanimals_Derelictoutpostscaves_Desc_M_001,Highpoint_from,,,Contractor=Highpoint_from | Description=Highpoint_Killanimals_Derelictoutpostscaves_Desc_M_001 | Title=Highpoint_Killanimals_Derelictoutpostscaves_Title_M_001,c5b38262-c6ca-4207-aaae-a5b2488fb848 | fea1b036-7eb7-46e2-a7ed-37e933017d9d | 94c73c70-19ff-42e8-b82b-77a72d5df9ad | 13abec13-80ce-4fda-917a-c2e2225b0268 | d5d68f8c-005a-439b-91ee-3ce637306d09 | 89ae7fab-6f67-4177-abe9-0275bf908a7e | 6917e6bd-d6fd-446e-9a23-3238a505cc52 | 04a7053f-af5f-4bb4-964d-27459640fb7b | 2c49d0df-ab02-44d3-ba6d-260889fce11e | 804cac07-1736-4629-8b2e-e36aad2757ff, |  |  |  |  |  |  |  |  | ,1,-1,5,2,,,0,15,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Easy_PvE_only_action_3,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,ContractGeneratorHandler_List,HighpointWildernessSpecialists_KillAnimals_Pyro,1,0,,,contracts,a4706b7a-99dc-486a-857b-9ecb7476e3fa,CFP_Pyro_RegionB_H_Derelicts_EliminateAnimals,0,0,f63ae62e-e16b-4bf6-8e2f-98a808180fe8,KillAnimals_AtLocation,Highpoint_KillAnimals_Derelictoutpostscaves_Title_H_001,Highpoint_KillAnimals_Derelictoutpostscaves_Desc_H_001,Highpoint_from,,,Contractor=Highpoint_from | Description=Highpoint_KillAnimals_Derelictoutpostscaves_Desc_H_001 | Title=Highpoint_KillAnimals_Derelictoutpostscaves_Title_H_001,c5b38262-c6ca-4207-aaae-a5b2488fb848 | fea1b036-7eb7-46e2-a7ed-37e933017d9d, | ,1,-1,5,2,,,0,20,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Normal_PvE_only_action_4,Like_spinning_10_plates_at_once_5,Ship_could_get_damaged_Could_lose_cargo_4,Flight_mechanics_fly_dock_quantum_3,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,ContractGeneratorHandler_List,HighpointWildernessSpecialists_KillAnimals_Pyro,1,0,,,contracts,51739c24-0d4d-401d-8888-54c42fda79c9,CFP_Pyro_RegionC_Caves_E_KillAnimals,0,0,f63ae62e-e16b-4bf6-8e2f-98a808180fe8,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Title_E_002,Highpoint_Killanimals_Derelictoutpostscaves_Desc_E_002,Highpoint_from,,,Contractor=Highpoint_from | Description=Highpoint_Killanimals_Derelictoutpostscaves_Desc_E_002 | Title=Highpoint_Killanimals_Derelictoutpostscaves_Title_E_002,e2bbeaec-58b4-4e16-83c3-8e4ee6c41552 | f3cc8aa5-3a3e-49b7-bf40-664504f67075 | 458b9c78-641a-4aec-9e2b-b7723635ba90 | e4272442-357f-4a75-a423-ef2acd02feea | 5ff4e765-b30c-46fe-b171-51e0851a767d, |  |  |  | ,1,-1,5,2,,,0,0,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Zero_risk_of_action_2,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,FPS_mechanics_walk_shoot_mobiGlass_2,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,ContractGeneratorHandler_List,HighpointWildernessSpecialists_KillAnimals_Pyro,1,0,,,contracts,c97cbd8c-98a1-4749-a4db-80ac7c27fca9,CFP_Pyro_RegionC_Caves_M_KillAnimals,0,0,f63ae62e-e16b-4bf6-8e2f-98a808180fe8,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Title_M_001,Highpoint_Killanimals_Derelictoutpostscaves_Desc_M_001,Highpoint_from,,,Contractor=Highpoint_from | Description=Highpoint_Killanimals_Derelictoutpostscaves_Desc_M_001 | Title=Highpoint_Killanimals_Derelictoutpostscaves_Title_M_001,e2bbeaec-58b4-4e16-83c3-8e4ee6c41552 | f3cc8aa5-3a3e-49b7-bf40-664504f67075 | 458b9c78-641a-4aec-9e2b-b7723635ba90 | e4272442-357f-4a75-a423-ef2acd02feea | 5ff4e765-b30c-46fe-b171-51e0851a767d, |  |  |  | ,1,-1,5,2,,,0,15,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Normal_PvE_only_action_4,Routine_light_work_3,Minimal_danger_FPS_NOT_ship_action_3,Flight_mechanics_fly_dock_quantum_3,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
CDF_Generator,ContractGeneratorHandler_List,CDF_SandboxCriminalKills_List,0,0,,,contracts,4714f336-ac92-861b-8ec8-598c9b915f8b,CDF_StantonStar_SandboxCriminalKills,0,0,0ccaa08a-c3f0-4669-b785-5784ffcb591a,SandboxCriminalKills,openbounty_title,openbounty_desc,cdf_from,,,Contractor=cdf_from | Description=openbounty_desc | Title=openbounty_title,,,-1,1,5,2,5,2,0,0,,,,,,,91ce1ba9-9cc4-4bcc-9c20-ce62727cbd14,libs/foundry/records/contracts/contractgenerator/cdf_generator.xml
CDF_Generator,ContractGeneratorHandler_List,CDF_SandboxCriminalKills_List,0,0,,,contracts,fa08dc6f-8add-4688-b35a-13ea214c961d,,1,0,5b6d631a-c028-4aed-b0e7-86e94cfd8525,,soo2_contract_name,soo2_contract_desc,cdf_from,,,Contractor=cdf_from | Description=soo2_contract_desc | Title=soo2_contract_name,d0fb963b-e8ff-4646-bc5e-e47bef43151c | 62e67f2d-71a2-44d2-8cf5-0893b62fe4dd | 4d48e667-3e89-4e91-a90b-5dcbb4e945a8 | 267da54a-02d1-4cbe-9f89-8d92f2e0fe91, |  |  | ,1,-1,5,2,,,0,0,,,,,,,91ce1ba9-9cc4-4bcc-9c20-ce62727cbd14,libs/foundry/records/contracts/contractgenerator/cdf_generator.xml
ConstantineHurston_Generator,ContractGeneratorHandler_Career,ConstantineHurston_InitialInvite_Career,1,0,66bfae03-86c1-4982-977b-09bfcfc05e1a,f340b011-c40c-4229-b9c1-ce6a3eb1df77,introContracts,46394c8f-5eb1-bc33-4c9d-6afffd0c548f,ConstantineHurston_InitialInvite,0,0,800c333c-4e6d-4bb7-9d7d-a36b9d2f8a58,InitialInvite,mg_constantine_invite_title,mg_constantine_invite_desc,mg_constantine_invite_from,mg_constantine_invite_title_001,mg_constantine_invite_desc_0001,Contractor=mg_constantine_invite_from | Description=mg_constantine_invite_desc | Title=mg_constantine_invite_title,70ebb105-66ce-427f-a9c9-110300d9f600,,5,1,5,2,5,2,0,5,27f773a1-7c17-4a1e-a91f-8fb3c53bae01,General,Hands_free_gaming_1,AFK_gaming_1,Safe_and_sound_zzzz_1,Noob_gaming_or_tutorial_1,09c2e2ce-3bab-41f1-ac79-e9e509f46184,libs/foundry/records/contracts/contractgenerator/constantinehurston_generator.xml
Event_Luminalia,ContractGeneratorHandler_List,Luminalia_List,0,0,,,contracts,880a9c42-35e4-4fe6-8110-c804e657b826,Luminalia_1,0,0,01d8132b-6817-43a6-a79e-b8a51598951d,Courier,civilian_localdelivery_holiday_title_001,LocalDelivery_desc,civilian_localdelivery_holiday_from_001,,,Contractor=civilian_localdelivery_holiday_from_001 | Description=LocalDelivery_desc | Title=civilian_localdelivery_holiday_title_001,295cbc3e-16fb-46ae-ba3c-2d8882106d97 | 13abec13-80ce-4fda-917a-c2e2225b0268 | 68f6f0e0-e226-417f-b1b6-a00c33de70c1 | c5b38262-c6ca-4207-aaae-a5b2488fb848 | 53e4b9af-aaa7-47f5-a497-5e06b44f9972, |  |  |  | ,-1,2,0,0,10,5,0,20,10c9c92a-d7bd-485e-9f90-c7e42e953130,Event_DifficultyProfile,Zero_risk_of_action_2,Routine_light_work_3,Barely_even_breaking_a_sweat_2,FPS_mechanics_walk_shoot_mobiGlass_2,ce59ca95-997e-4301-adfa-a1cfaa131a02,libs/foundry/records/contracts/contractgenerator/event_luminalia.xml
Event_Luminalia,ContractGeneratorHandler_List,Luminalia_List,0,0,,,contracts,46075c79-e0ec-4863-917d-6eebd64913bb,Luminalia_2,0,0,01d8132b-6817-43a6-a79e-b8a51598951d,Courier,civilian_localdelivery_holiday_title_001,LocalDelivery_desc,civilian_localdelivery_holiday_from_001,,,Contractor=civilian_localdelivery_holiday_from_001 | Description=LocalDelivery_desc | Title=civilian_localdelivery_holiday_title_001,295cbc3e-16fb-46ae-ba3c-2d8882106d97 | 13abec13-80ce-4fda-917a-c2e2225b0268 | 68f6f0e0-e226-417f-b1b6-a00c33de70c1 | c5b38262-c6ca-4207-aaae-a5b2488fb848 | 53e4b9af-aaa7-47f5-a497-5e06b44f9972, |  |  |  | ,-1,2,0,0,10,5,0,22,10c9c92a-d7bd-485e-9f90-c7e42e953130,Event_DifficultyProfile,Zero_risk_of_action_2,Routine_light_work_3,Barely_even_breaking_a_sweat_2,FPS_mechanics_walk_shoot_mobiGlass_2,ce59ca95-997e-4301-adfa-a1cfaa131a02,libs/foundry/records/contracts/contractgenerator/event_luminalia.xml
