shipPoolId,shipName
14440239dc56,RSI Mantis
acb60901649b,Anvil Valkyrie
acb60901649b,Drake Buccaneer
acb60901649b,Drake Caterpillar
acb60901649b,Drake Cutlass Black
acb60901649b,MISC Freelancer MIS
acb60901649b,MISC Starfarer
6d8e77f04ac4,Aegis Reclaimer
6d8e77f04ac4,Anvil Valkyrie
6d8e77f04ac4,Drake Buccaneer
6d8e77f04ac4,Drake Caterpillar
6d8e77f04ac4,Drake Cutlass Black
6d8e77f04ac4,MISC Freelancer MIS
6d8e77f04ac4,MISC Starfarer
7fb4f439384e,Aegis Avenger Stalker
7fb4f439384e,Aegis Avenger Titan
7fb4f439384e,Aegis Avenger Titan Renegade
7fb4f439384e,Aegis Avenger Warlock
7fb4f439384e,Aegis Eclipse
7fb4f439384e,Aegis Sabre
7fb4f439384e,Aegis Sabre Comet
7fb4f439384e,Aegis Sabre Firebird
7fb4f439384e,Aegis Sabre Firebird Wikelo War Special
7fb4f439384e,Anvil F7C Hornet Mk I
7fb4f439384e,Anvil F7C Hornet Wildfire Mk I
7fb4f439384e,Anvil F7C-R Hornet Tracker Mk I
7fb4f439384e,Anvil F7C-S Hornet Ghost Mk I
7fb4f439384e,Anvil Hawk
7fb4f439384e,Banu Defender
7fb4f439384e,C.O. Nomad
7fb4f439384e,C.O. Nomad Teach's Special
7fb4f439384e,Drake Herald
7fb4f439384e,Esperia Talon
7fb4f439384e,Gatac Syulen
7fb4f439384e,Origin 300i
7fb4f439384e,Origin 315p
7fb4f439384e,Origin 325a
7fb4f439384e,RSI Mantis
7fb4f439384e,Syulen PYAM Exec
7fb4f439384e,Vanduul Scythe
8977ea5d84f7,Aegis Avenger Stalker
8977ea5d84f7,Aegis Avenger Titan
8977ea5d84f7,Aegis Avenger Titan Renegade
8977ea5d84f7,Aegis Avenger Warlock
8977ea5d84f7,Aegis Eclipse
8977ea5d84f7,Aegis Gladius
8977ea5d84f7,Aegis Gladius Dunlevy
8977ea5d84f7,Aegis Gladius Pirate
8977ea5d84f7,Aegis Gladius Valiant
8977ea5d84f7,Aegis Sabre
8977ea5d84f7,Aegis Sabre Comet
8977ea5d84f7,Aegis Sabre Firebird
8977ea5d84f7,Aegis Sabre Firebird Wikelo War Special
8977ea5d84f7,Aegis Vanguard Sentinel
8977ea5d84f7,Anvil Arrow
8977ea5d84f7,Anvil F7A Hornet Mk I
8977ea5d84f7,Anvil F7C Hornet Mk I
8977ea5d84f7,Anvil F7C Hornet Mk II
8977ea5d84f7,Anvil F7C Hornet Wildfire Mk I
8977ea5d84f7,Anvil F7C-M Hornet Heartseeker Mk I
8977ea5d84f7,Anvil F7C-M Super Hornet Mk I
8977ea5d84f7,Anvil F7C-R Hornet Tracker Mk I
8977ea5d84f7,Anvil F7C-S Hornet Ghost Mk I
8977ea5d84f7,Anvil Gladiator
8977ea5d84f7,Anvil Hawk
8977ea5d84f7,Aopoa San'tok.yāi
8977ea5d84f7,Banu Defender
8977ea5d84f7,C.O. Nomad
8977ea5d84f7,C.O. Nomad Teach's Special
8977ea5d84f7,Crusader A1 Spirit
8977ea5d84f7,Drake Buccaneer
8977ea5d84f7,Drake Cutlass Black
8977ea5d84f7,Drake Herald
8977ea5d84f7,Esperia Blade
8977ea5d84f7,Esperia Glaive
8977ea5d84f7,Esperia Talon
8977ea5d84f7,Esperia Talon Shrike
8977ea5d84f7,Gatac Syulen
8977ea5d84f7,Grey's Shiv
8977ea5d84f7,MISC Reliant Kore
8977ea5d84f7,MISC Reliant Tana
8977ea5d84f7,Origin 300i
8977ea5d84f7,Origin 315p
8977ea5d84f7,Origin 325a
8977ea5d84f7,RSI Mantis
8977ea5d84f7,Syulen PYAM Exec
8977ea5d84f7,Vanduul Blade
8977ea5d84f7,Vanduul Glaive
8977ea5d84f7,Vanduul Scythe
8808a2e119d2,Aegis Avenger Stalker
8808a2e119d2,Aegis Avenger Titan Renegade
8808a2e119d2,Aegis Avenger Warlock
8808a2e119d2,Aegis Eclipse
8808a2e119d2,Aegis Sabre
8808a2e119d2,Aegis Sabre Comet
8808a2e119d2,Aegis Sabre Firebird
8808a2e119d2,Anvil C8 Pisces
8808a2e119d2,Anvil C8R Pisces Rescue
8808a2e119d2,Anvil C8X Pisces Expedition
8808a2e119d2,Anvil F7C Hornet Mk I
8808a2e119d2,Anvil F7C-R Hornet Tracker Mk I
8808a2e119d2,Anvil F7C-S Hornet Ghost Mk I
8808a2e119d2,Anvil Hawk
8808a2e119d2,Anvil Terrapin
8808a2e119d2,Anvil Terrapin Medic
8808a2e119d2,Argo MOLE
8808a2e119d2,Banu Defender
8808a2e119d2,C.O. Mustang Alpha
8808a2e119d2,C.O. Mustang Beta
8808a2e119d2,C.O. Mustang Delta
8808a2e119d2,C.O. Mustang Gamma
8808a2e119d2,C.O. Nomad
8808a2e119d2,Drake Cutlass Black
8808a2e119d2,Drake Cutter
8808a2e119d2,Drake Cutter Rambler
8808a2e119d2,Drake Cutter Scout
8808a2e119d2,Drake Herald
8808a2e119d2,Drake Vulture
8808a2e119d2,Esperia Talon
8808a2e119d2,MISC Hull A
8808a2e119d2,MISC Prospector
8808a2e119d2,MISC Reliant Mako
8808a2e119d2,MISC Reliant Sen
8808a2e119d2,Mirai Razor
8808a2e119d2,Mirai Razor EX
8808a2e119d2,Mirai Razor LX
8808a2e119d2,Origin 100i
8808a2e119d2,Origin 125a
8808a2e119d2,Origin 135c
8808a2e119d2,Origin 300i
8808a2e119d2,Origin 315p
8808a2e119d2,Origin 325a
8808a2e119d2,Origin 350r
8808a2e119d2,Origin 85X Limited
8808a2e119d2,Origin M50 Interceptor
8808a2e119d2,RSI Mantis
8bc15bdb19ed,Aegis Avenger Stalker
8bc15bdb19ed,Aegis Avenger Titan Renegade
8bc15bdb19ed,Aegis Avenger Warlock
8bc15bdb19ed,Aegis Eclipse
8bc15bdb19ed,Aegis Gladius
8bc15bdb19ed,Aegis Gladius Valiant
8bc15bdb19ed,Aegis Sabre
8bc15bdb19ed,Aegis Sabre Comet
8bc15bdb19ed,Aegis Sabre Firebird
8bc15bdb19ed,Aegis Vanguard Sentinel
8bc15bdb19ed,Anvil Arrow
8bc15bdb19ed,Anvil F7C Hornet Mk I
8bc15bdb19ed,Anvil F7C-M Super Hornet Mk I
8bc15bdb19ed,Anvil F7C-R Hornet Tracker Mk I
8bc15bdb19ed,Anvil F7C-S Hornet Ghost Mk I
8bc15bdb19ed,Anvil Gladiator
8bc15bdb19ed,Anvil Hawk
8bc15bdb19ed,Anvil Terrapin
8bc15bdb19ed,Anvil Terrapin Medic
8bc15bdb19ed,Argo MOLE
8bc15bdb19ed,Banu Defender
8bc15bdb19ed,C.O. Nomad
8bc15bdb19ed,Crusader A1 Spirit
8bc15bdb19ed,Crusader A2 Hercules Starlifter
8bc15bdb19ed,Drake Buccaneer
8bc15bdb19ed,Drake Herald
8bc15bdb19ed,Esperia Prowler
8bc15bdb19ed,Esperia Talon
8bc15bdb19ed,Esperia Talon Shrike
8bc15bdb19ed,MISC Reliant Kore
8bc15bdb19ed,MISC Reliant Mako
8bc15bdb19ed,MISC Reliant Sen
8bc15bdb19ed,MISC Reliant Tana
8bc15bdb19ed,Mirai Razor
8bc15bdb19ed,Mirai Razor EX
8bc15bdb19ed,Origin 300i
8bc15bdb19ed,Origin 315p
8bc15bdb19ed,Origin 325a
8bc15bdb19ed,Origin 350r
8bc15bdb19ed,Origin M50 Interceptor
8bc15bdb19ed,RSI Mantis
869e5876d0af,Aegis Gladius
869e5876d0af,Aegis Gladius Valiant
869e5876d0af,Aegis Vanguard Harbinger
869e5876d0af,Aegis Vanguard Hoplite
869e5876d0af,Aegis Vanguard Sentinel
869e5876d0af,Aegis Vanguard Warden
869e5876d0af,Anvil Arrow
869e5876d0af,Anvil F7C-M Super Hornet Mk I
869e5876d0af,Anvil Gladiator
869e5876d0af,Anvil Hurricane
869e5876d0af,Anvil Valkyrie
869e5876d0af,Crusader A1 Spirit
869e5876d0af,Crusader Mercury Star Runner
869e5876d0af,Drake Buccaneer
869e5876d0af,Drake Caterpillar
869e5876d0af,Drake Cutlass Black
869e5876d0af,Drake Cutlass Steel
869e5876d0af,Esperia Prowler
869e5876d0af,Esperia Talon Shrike
869e5876d0af,MISC Freelancer
869e5876d0af,MISC Freelancer DUR
869e5876d0af,MISC Freelancer MAX
869e5876d0af,MISC Freelancer MIS
869e5876d0af,MISC Reliant Kore
869e5876d0af,MISC Reliant Tana
869e5876d0af,Origin 400i
869e5876d0af,RSI Scorpius
869e5876d0af,RSI Scorpius Antares
3098577619a5,Aegis Reclaimer
3098577619a5,Aegis Retaliator
