id,debugName,isLegacy,category,missionType,illegal,onceOnly,canBeShared,hideInMobiGlas,availableInPrison,titleLocKey,descriptionLocKey,title,description,factionGuid,factionName,rewardUEC,rewardIsDynamic,buyIn,timeToComplete,maxPlayersPerInstance,personalCooldownTime,minStandingName,minStandingNameKey,minStandingScope,maxStandingName,maxStandingNameKey,systems,blueprintRewardsCount,blueprintPoolNames,blueprintPoolGuids,blueprintChances,shipEncountersCount,haulingOrdersCount,locationCount,destinationCount
9e6d0df7-4854-4f2e-ac3d-b7dfd1c1aef8,Vaughn_Stanton1_Assassination_Easy,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_E_title_003,vaughn_assassination_E_desc_001,A Basic Task,"[TARGET] needs to be eliminated. My contacts tell me they will have one or two escorts, but nothing you can't handle. Find them near [LOCATION].\n\nMost Sincerely,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,32500,,,12,1,1,Assassin In Training,RepStanding_Assassination_Rank1,Assassination,Master Assassin,RepStanding_Assassination_Rank6,Stanton,0,,,,0,0,2,0
4714f336-ac92-861b-8ec8-598c9b915f8b,CDF_StantonStar_SandboxCriminalKills,false,story,Mercenary,false,false,false,false,false,cdf_openbounty_title_001,cdf_openbounty_desc_001,A Call to Arms,"The Civilian Defense Force needs YOU! Everyday, in the Stanton system innocent civilians are preyed upon by vicious outlaws and heartless criminals.\n\nNO MORE.\n\nUnder the authority of the UEE and the Militia Mobilization Initiative, the CDF is deputizing all combat minded individuals in good legal standing* to engage and neutralize any individuals or vehicles that they verify to have an active CrimeStat.\n\nIn exchange for these selfless contributions to the general populaces safety, the CDF will financially compensate those who successfully bring these criminals to justice with a reward** of [REWARDVALUE_WANTED1] UEC per outlaw dealt with. \n\nNow is your chance to help bring about a positive change for yourself and all other Stanton travelers. Sign up today and do your part!\n\n* Be aware, acquiring a CrimeStat will revoke CDF membership and cancel any outstanding contracts.\n** Please note, criminals encountered as part of paid contract work do not qualify for the reward.",c618bb17-61cb-462c-8b51-8d4dfcb527de,Civilian Defense Force,,,,0,1,1,,,,,,,0,,,,0,0,1,0
2598694a-6283-4800-bd13-a921dba84526,Vaughn_Nyx_Assassination_Intro,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_VE_title_intro,vaughn_assassination_VE_desc_intro,A Chance to Impress,"Firstly, allow me to introduce myself. To put it rather dramatically, I deal in lives. \n\nPeople hire me when some soul needs to be extinguished, and I in return employ the perfect person to serve as the extinguishant. This provides security to all parties involved as none know the identity of the other. An ideal situation as far as these things go.\n\nI was recently made aware that you may possess skills that would make you of service to me and decided that it would be worthwhile to pursue the validity of this claim. \n \nIf you have any interest in forging a working relationship, I will need a demonstration of said skills. \n\nSeek out and discreetly kill [TARGET] over at [LOCATION].\n\nDo so successfully and you will be rewarded. Not only that, but you will have proven yourself worthy of further consideration.\n\nSincerely,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,23000,,,11.5,1,1,Neutral,mobiGlas_Reputation_Stance_Neutral,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,7,0
8b13ffa5-3e2e-489d-b39f-45a0a2c3e288,Vaughn_Stanton1_Assassination_Intro,false,story,Mercenary,true,false,true,false,false,vaughn_assassination_VE_title_intro,vaughn_assassination_VE_desc_intro,A Chance to Impress,"Firstly, allow me to introduce myself. To put it rather dramatically, I deal in lives. \n\nPeople hire me when some soul needs to be extinguished, and I in return employ the perfect person to serve as the extinguishant. This provides security to all parties involved as none know the identity of the other. An ideal situation as far as these things go.\n\nI was recently made aware that you may possess skills that would make you of service to me and decided that it would be worthwhile to pursue the validity of this claim. \n \nIf you have any interest in forging a working relationship, I will need a demonstration of said skills. \n\nSeek out and discreetly kill [TARGET] over at [LOCATION].\n\nDo so successfully and you will be rewarded. Not only that, but you will have proven yourself worthy of further consideration.\n\nSincerely,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,23000,,,11.5,1,1,,,,,,Stanton,0,,,,0,0,14,0
82c08b3d-9786-4cfb-8f68-f3e8ea8c5a50,Vaughn_Nyx_Assassination_Medium,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_M_title_001,vaughn_assassination_M_desc_001,A Complicated Task,"The latest name for our list is [TARGET].\n\nThey will be traveling around [LOCATION] in a better class of ship and with a better class of escort. Approach with caution, and try to make this a clean kill.\n\nRegards,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,41000,,,11.2,1,1,Contractor,RepScope_Contractor_Rank2,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,7,0
ca7ebac2-f2f3-4897-8018-3341387f7a5a,Vaughn_Stanton1_Assassination_Medium,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_M_title_001,vaughn_assassination_M_desc_001,A Complicated Task,"The latest name for our list is [TARGET].\n\nThey will be traveling around [LOCATION] in a better class of ship and with a better class of escort. Approach with caution, and try to make this a clean kill.\n\nRegards,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,41000,,,11.2,1,1,Assassin In Training,RepStanding_Assassination_Rank1,Assassination,Master Assassin,RepStanding_Assassination_Rank6,Stanton,0,,,,0,0,2,0
dec79f9d-2188-4318-95d1-3917a98444d5,Vaughn_Nyx_Assassination_Hard,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_H_title_001,vaughn_assassination_H_desc_001,A Difficult Task,"Killing [TARGET] may end up being quite the challenge. They are aboard a well-protected ship near [LOCATION] and are most likely in the company of skilled escorts.\n\nA cautious approach may be wise.\n\nWarmest Regards,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,62250,,,12.6,1,1,Sr. Contractor,RepScope_Contractor_Rank3,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,7,0
98a63bb6-b554-4dfc-937c-9a530192e132,Vaughn_Stanton1_Assassination_Hard,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_H_title_001,vaughn_assassination_H_desc_001,A Difficult Task,"Killing [TARGET] may end up being quite the challenge. They are aboard a well-protected ship near [LOCATION] and are most likely in the company of skilled escorts.\n\nA cautious approach may be wise.\n\nWarmest Regards,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,62250,,,12.6,1,1,Assassin In Training,RepStanding_Assassination_Rank1,Assassination,Master Assassin,RepStanding_Assassination_Rank6,Stanton,0,,,,0,0,2,0
5b33d91a-eee7-4be9-87e4-dd3c68455766,Vaughn_Nyx_MissingPersonSpace_VeryHard,false,story,Investigation,true,false,true,false,false,vaughn_searchbody_space_VH_Title_001,vaughn_searchbody_space_VH_Desc_001,A Fond Farewell,"It is with deep disappointment that I send this message. A peerless contractor of ours was out on a job, but it seems like the target may have gotten the better of them.\n\nI need you to travel to <EM4>[LOCATION]</EM4> and see if our contractor, <EM4>[TARGET]</EM4>, is truly gone.\n\nI suspect that the location will be somewhat chaotic since there will most likely still be multiple threats on site. Therefore, a supporting crew is strongly advised.\n\nSincerely,\n\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,76500,,,16,1,1,Veteran Contractor,RepScope_Contractor_Rank4,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,6,0
7256d4da-38a9-4d95-b420-acdf34c3bc44,Vaughn_Stanton_MissingPersonSpace_VeryHard,false,story,Investigation,true,false,true,false,false,vaughn_searchbody_space_VH_Title_001,vaughn_searchbody_space_VH_Desc_001,A Fond Farewell,"It is with deep disappointment that I send this message. A peerless contractor of ours was out on a job, but it seems like the target may have gotten the better of them.\n\nI need you to travel to <EM4>[LOCATION]</EM4> and see if our contractor, <EM4>[TARGET]</EM4>, is truly gone.\n\nI suspect that the location will be somewhat chaotic since there will most likely still be multiple threats on site. Therefore, a supporting crew is strongly advised.\n\nSincerely,\n\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,71750,,,15,1,1,Veteran Contractor,RepScope_Contractor_Rank4,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Stanton,0,,,,0,0,11,0
12e92b29-e5a8-4ba7-95a4-122d6c992684,HH_Pyro_RegionB_E_ChainElimAll_1Cluster_AttackCFP,false,career,Mercenary,false,false,true,false,false,headhunters_ChainElimAll_1C_AttackCFP_E_title_001,headhunters_ChainElimAll_1C_AttackCFP_E_desc_001,A little retaliation,"Been getting word that CFP security have been getting a little more aggressive and started pushing people out of the homes they've built out of the scrap in the system and they want payback, so they came to us.\n\nHead out to [LOCATION] and clear out the CFP there. Should be pretty cut and dry with a nice payday.\n\nStows out.",09efeef4-c646-408d-a979-3ae56a3b1beb,Headhunters,117250,,,30,1,1,Sr. Contractor,RepScope_Contractor_Rank3,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Pyro,1,BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateALL_RegionAB,e9947de1-6160-4d62-a319-2f4693140c88,1,0,0,22,17
a9ea72b2-9e58-4603-ae9f-a07e3ef27a7e,Vaughn_Nyx_Assassination_VeryEasy,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_VE_title_001,vaughn_assassination_VE_desc_001,A Simple Task,"I have a new assignment for you.\n\nDispatch [TARGET]. You should be able to find them at [LOCATION]. \n\nI do not expect them to put up much of a struggle. At least not a formidable one.\n\nSincerely,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,26000,,,13,1,1,Neutral,mobiGlas_Reputation_Stance_Neutral,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,7,0
7d998921-ec39-437f-b608-69410ae57f18,Vaughn_Stanton1_Assassination_VeryEasy,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_VE_title_001,vaughn_assassination_VE_desc_001,A Simple Task,"I have a new assignment for you.\n\nDispatch [TARGET]. You should be able to find them at [LOCATION]. \n\nI do not expect them to put up much of a struggle. At least not a formidable one.\n\nSincerely,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,26000,,,13,1,1,Assassin In Training,RepStanding_Assassination_Rank1,Assassination,Master Assassin,RepStanding_Assassination_Rank6,Stanton,0,,,,0,0,2,0
5916ef35-13d3-4223-8fe3-c399a02290ce,HH_Pyro_RegionA_E_DerelictOutpostsCaves_EliminateAll,false,career,Mercenary,false,false,true,false,false,Headhunters_eliminateall_caves_title_01,Headhunters_eliminateall_caves_desc_01,A Swift Reprisal,"Hey,\n\nSome two-bit thugs are holed up in [LOCATION]. Wouldn’t pay them any mind, except the arrogant skags tried to hit an outpost under our protection.\n\nWe chased 'em off with little trouble, but we can't let that kind of disrespect go unpunished. Our Clips are busy with some bigger fish, so we'd like you to take care of this for us. \n\nStows out.",09efeef4-c646-408d-a979-3ae56a3b1beb,Headhunters,37250,,,12,1,1,Neutral,mobiGlas_Reputation_Stance_Neutral,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Pyro,1,BP_MISSIONREWARD_HeadHunters_MercenaryFPS_EliminateALL_RegionAB,e9947de1-6160-4d62-a319-2f4693140c88,1,0,0,28,17
5d299a74-61d2-41f9-8fea-7132af6a0302,Vaughn_Nyx_Assassination_Super,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_S_title_001,vaughn_assassination_S_desc_001,A Troublesome Task,"I fear this is another one of those assignments that will take your full skillset to see to completion.\n\n[TARGET] is aboard a very heavily armed vessel protected by at least two equally armed escorts. They are traveling near [LOCATION].\n\nNot for the faint of heart.\n\nFondly,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,118000,,,13.1,1,1,Head Contractor,RepScope_Contractor_Rank5,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,7,0
7b20122f-b786-4b00-9d13-4a4b1d0b9bd4,Vaughn_Stanton1_Assassination_Super,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_S_title_001,vaughn_assassination_S_desc_001,A Troublesome Task,"I fear this is another one of those assignments that will take your full skillset to see to completion.\n\n[TARGET] is aboard a very heavily armed vessel protected by at least two equally armed escorts. They are traveling near [LOCATION].\n\nNot for the faint of heart.\n\nFondly,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,118000,,,13.1,1,1,Assassin In Training,RepStanding_Assassination_Rank1,Assassination,Master Assassin,RepStanding_Assassination_Rank6,Stanton,0,,,,0,0,2,0
96b306a6-38f3-491d-96bf-d35ba76ff169,Vaughn_Nyx_Assassination_VeryHard,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_VH_title_001,vaughn_assassination_VH_desc_001,A Very Difficult Task,"An tricky assignment has just arrived that I think you will be ideally suited for.\n\nExpect to encounter [TARGET] aboard a heavily armed vessel near [LOCATION] and accompanied by some of the most highly-seasoned pilots that can be hired. \n\nDeal with the escorts as you wish. As long as you kill [TARGET], I will be more than satisfied.\n\nRespectfully,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,83500,,,12.5,1,1,Veteran Contractor,RepScope_Contractor_Rank4,FactionReputation,Elite Contractor,RepScope_Contractor_Rank6,Nyx,0,,,,0,0,7,0
e1f04f40-01d0-4270-94fa-21cfaeeb7e18,Vaughn_Stanton1_Assassination_VeryHard,false,career,Mercenary,true,false,true,false,false,vaughn_assassination_VH_title_001,vaughn_assassination_VH_desc_001,A Very Difficult Task,"An tricky assignment has just arrived that I think you will be ideally suited for.\n\nExpect to encounter [TARGET] aboard a heavily armed vessel near [LOCATION] and accompanied by some of the most highly-seasoned pilots that can be hired. \n\nDeal with the escorts as you wish. As long as you kill [TARGET], I will be more than satisfied.\n\nRespectfully,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,83500,,,12.5,1,1,Assassin In Training,RepStanding_Assassination_Rank1,Assassination,Master Assassin,RepStanding_Assassination_Rank6,Stanton,0,,,,0,0,2,0
4d1cc670-7249-4edc-ab59-75a26aaa78d0,Vaughn_Rockcracker_Maintenance_EliminateSpecific,false,career,Mercenary,true,false,true,false,false,Vaughn_EliminateSpecific_FPS_Rockcracker_title_001,Vaughn_EliminateSpecific_FPS_Rockcracker_Maintenance_desc_001,A Well Deserved Break,"I've been having a hard time tracking this target down. They're part of a gang known as the Claw Salamanders who tend to be quite itinerate. However, it seems the group has been trying to get an old QV Breaker Station operational again and I think this just may be the chance to take out [TARGET] once and for all. \n\nStart your search at [LOCATION].  These stations can apparently be quiet cavernous at  times so it may take a bit of effort to locate the target once you're on site.\n\nHowever, I have all the confidence in your abilities,\nVaughn",a161c267-0253-48e5-be7a-dfa16c6cbebe,Vaughn,34250,,,10,1,15,Jr. Contractor,RepScope_Contractor_Rank1,Assassination,,,Nyx,1,BP_MISSIONREWARD_RDC_Generic,e52bf354-8918-474d-987e-55c01bfecdd3,1,0,0,6,0
