Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Slot,Damage Modifier,Projectile Speed Modifier,Heat Modifier,Magnification,Aim Time Modifier,Sound Radius Modifier
arma_barrel_comp_s3_04,item_Namearma_barrel_comp_s3_04,,item_Descarma_barrel_comp_s3_04,,3,1,Barrel,,,,,,,,
arma_barrel_flhd_s1,item_Namearma_barrel_flhd_s1,,item_Descarma_barrel_flhd_s1,,1,1,Barrel,,,,,,,,
arma_barrel_flhd_s2,item_Namearma_barrel_flhd_s2,,item_Descarma_barrel_flhd_s2,,2,1,Barrel,,,,,,,,
arma_barrel_flhd_s3,item_Namearma_barrel_flhd_s3,,item_Descarma_barrel_flhd_s3,,3,1,Barrel,,,,,,,,
arma_barrel_stab_s1,item_Namearma_barrel_stab_s1,,item_Descarma_barrel_stab_s1,,1,1,Barrel,,,,,,,,
arma_barrel_stab_s1_02,item_Namearma_barrel_stab_s1_02,,item_Descarma_barrel_stab_s1_02,,1,1,Barrel,,,,,,,,
arma_barrel_stab_s1_firerats01,item_Namearma_barrel_stab_s1_firerats01,item_Namearma_barrel_stab_s1_firerats01_short,item_Descarma_barrel_stab_s1_firerats01,,1,1,Barrel,,,,,,,,
arma_barrel_stab_s2,item_Namearma_barrel_stab_s2,,item_Descarma_barrel_stab_s2,,2,1,Barrel,,,,,,,,
arma_barrel_stab_s2_02,item_Namearma_barrel_stab_s2_02,,item_Descarma_barrel_stab_s2_02,,2,1,Barrel,,,,,,,,
arma_barrel_stab_s2_contestedzonereward,item_namearma_barrel_stab_s2_contestedzonereward,,item_descarma_barrel_stab_s2_contestedzonereward,,2,1,Barrel,,,,,,,,
arma_barrel_stab_s3,item_Namearma_barrel_stab_s3,,item_Descarma_barrel_stab_s3,,3,1,Barrel,,,,,,,,
arma_barrel_stab_s3_02,item_Namearma_barrel_stab_s3_02,,item_Descarma_barrel_stab_s3_02,,3,1,Barrel,,,,,,,,
arma_barrel_supp_s1,item_Namearma_barrel_supp_s1,,item_Descarma_barrel_supp_s1,,1,1,Barrel,,,,,,,,
arma_barrel_supp_s1_02,item_Namearma_barrel_supp_s1_02,,item_Descarma_barrel_supp_s1_02,,1,1,Barrel,,,,,,,,
arma_barrel_supp_s1_03,item_Namearma_barrel_supp_s1_03,,item_Descarma_barrel_supp_s1_03,,1,1,Barrel,,,,,,,,
arma_barrel_supp_s2,item_Namearma_barrel_supp_s2,,item_Descarma_barrel_supp_s2,,2,1,Barrel,,,,,,,,
arma_barrel_supp_s2_02,item_Namearma_barrel_supp_s2_02,,item_Descarma_barrel_supp_s2_02,,2,1,Barrel,,,,,,,,
arma_barrel_supp_s2_03,item_Namearma_barrel_supp_s2_03,,item_Descarma_barrel_supp_s2_03,,2,1,Barrel,,,,,,,,
arma_barrel_supp_s3,item_Namearma_barrel_supp_s3,,item_Descarma_barrel_supp_s3,,3,1,Barrel,,,,,,,,
arma_barrel_supp_s3_02,item_Namearma_barrel_supp_s3_02,,item_Descarma_barrel_supp_s3_02,,3,1,Barrel,,,,,,,,
arma_barrel_supp_s3_03,item_Namearma_barrel_supp_s3_03,,item_Descarma_barrel_supp_s3_03,,3,1,Barrel,,,,,,,,
barrel_attachment,LOC_PLACEHOLDER,,,,0,1,Barrel,,,,,,,,
behr_binoculars_01_fakeoptic,item_Namebehr_optics_tsco_x16_s3,,item_Descbehr_optics_tsco_x16_s3,,1,1,IronSight,,,,,,,,
behr_binoculars_01_fakeoptic_collector,item_Namebehr_optics_tsco_x16_s3,,item_Descbehr_optics_tsco_x16_s3,,1,1,IronSight,,,,,,,,
behr_optics_holo_x1_s1,item_Namebehr_optics_holo_x1_s1,,item_Descbehr_optics_holo_x1_s1,,1,1,IronSight,,,,,,,,
behr_optics_holo_x2_s1,item_Namebehr_optics_holo_x2_s1,,item_Descbehr_optics_holo_x2_s1,,1,1,IronSight,,,,,,,,
behr_optics_holo_x3_s1,item_Namebehr_optics_holo_x3_s1,,item_Descbehr_optics_holo_x3_s1,,1,1,IronSight,,,,,,,,
behr_optics_holo_x3_s1_tint01,item_Namebehr_optics_holo_x3_s1_tint01,,item_Descbehr_optics_holo_X3_s1_tint01,,1,1,IronSight,,,,,,,,
behr_optics_rdot_x1_s1,item_Namebehr_optics_rdot_x1_s1,,item_Descbehr_optics_rdot_x1_s1,,1,1,IronSight,,,,,,,,
behr_optics_tsco_x16_s3,item_Namebehr_optics_tsco_x16_s3,,item_Descbehr_optics_tsco_x16_s3,,3,1,IronSight,,,,,,,,
behr_optics_tsco_x4_s2,item_Namebehr_optics_tsco_x4_s2,,item_Descbehr_optics_tsco_x4_s2,,2,1,IronSight,,,,,,,,
behr_optics_tsco_x8_s3,item_Namebehr_optics_tsco_x8_s3,,item_Descbehr_optics_tsco_x8_s3,,3,1,IronSight,,,,,,,,
gmni_optics_tsco_x4_s2,item_Namegmni_optics_tsco_x4_s2,,item_Descgmni_optics_tsco_x4_s2,,2,1,IronSight,,,,,,,,
gmni_optics_tsco_x4_s2_firerats01,item_Namegmni_optics_tsco_x4_s2_firerats02,item_Namegmni_optics_tsco_x4_s2_firerats02_short,item_Descgmni_optics_tsco_x4_s2_firerats02,,2,1,IronSight,,,,,,,,
gmni_optics_tsco_x8_s3,item_Namegmni_optics_tsco_x8_s3,,item_Descgmni_optics_tsco_x8_s3,,3,1,IronSight,,,,,,,,
gmni_optics_tsco_x8_s3_firerats01,item_Namegmni_optics_tsco_x8_s3_firerats01,item_Namegmni_optics_tsco_x8_s3_firerats01_short,item_Descgmni_optics_tsco_x8_s3_firerats01,,3,1,IronSight,,,,,,,,
gmni_optics_tsco_x8_s3_store01,item_Namegmni_optics_tsco_x8_s3_store01,item_Namegmni_optics_tsco_x8_s3_store01_short,item_Descgmni_optics_tsco_x8_s3_store01,,3,1,IronSight,,,,,,,,
grin_multitool_01_cutter,item_Namegrin_multitool_01_cutter,,item_Descgrin_multitool_01_cutter,,1,1,Utility,,,,,,,,
grin_multitool_01_healing,item_Namegrin_multitool_01_healing,,item_Descgrin_multitool_01_healing,,1,1,Utility,,,,,,,,
grin_multitool_01_mining,item_Namegrin_multitool_01_mining,,item_Descgrin_multitool_01_mining,,1,1,Utility,,,,,,,,
grin_multitool_01_salvage_repair,item_Namegrin_multitool_01_salvage,item_Namegrin_multitool_01_salvage,item_Descgrin_multitool_01_salvage,,1,1,Utility,,,,,,,,
grin_multitool_01_tractorbeam,item_Namegrin_multitool_01_tractorbeam,item_Namegrin_multitool_01_tractorbeam,item_Descgrin_multitool_01_tractorbeam,,1,1,Utility,,,,,,,,
klwe_optics_disp_x8_s3,item_Nameklwe_optics_disp_x8_s3,,item_Descklwe_optics_disp_x8_s3,,3,1,IronSight,,,,,,,,
klwe_optics_holo_x1_5_s1,item_Nameklwe_optics_holo_x1_5_s1,,item_descklwe_optics_holo_x1_5_s1,,1,1,IronSight,,,,,,,,
klwe_optics_holo_x2_s1,item_Nameklwe_optics_holo_x2_s1,,item_descklwe_optics_holo_x2_s1,,1,1,IronSight,,,,,,,,
klwe_optics_holo_x3_s1,item_Nameklwe_optics_holo_x3_s1,,item_descklwe_optics_holo_x3_s1,,1,1,IronSight,,,,,,,,
klwe_optics_rdot_x1_s1,item_Nameklwe_optics_rdot_x1_s1,,item_descklwe_optics_rdot_x1_s1,,1,1,IronSight,,,,,,,,
klwe_optics_tsco_2_5x_s2,item_Nameklwe_optics_tsco_2_5x_s2,,item_descklwe_optics_tsco_2_5x_s2,,2,1,IronSight,,,,,,,,
klwe_optics_tsco_3_5x_s2,item_Nameklwe_optics_tsco_3_5x_s2,,item_descklwe_optics_tsco_3_5x_s2,,2,1,IronSight,,,,,,,,
klwe_ubarrel_flsh_s1,item_Nameklwe_ubarrel_flsh_s1,item_Nameklwe_ubarrel_flsh_s1_short,item_Descklwe_ubarrel_flsh_s1,,1,1,BottomAttachment,,,,,,,,
klwe_ubarrel_lasr_s1,item_Nameklwe_ubarrel_lasr_s1,item_Nameklwe_ubarrel_lasr_s1_short,item_Descklwe_ubarrel_lasr_s1,,1,1,BottomAttachment,,,,,,,,
klwe_ubarrel_lasr_s1_02,item_Nameklwe_ubarrel_lasr_s1_02,item_Nameklwe_ubarrel_lasr_s1_02_short,item_Descklwe_ubarrel_lasr_s1_02,,1,1,BottomAttachment,,,,,,,,
ksar_optics_tsco_x8_s3,item_Nameksar_optics_tsco_x8_s3,,item_Descksar_optics_tsco_x8_s3,,3,1,IronSight,,,,,,,,
lbco_optics_tsco_x16_s3,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,,3,1,IronSight,,,,,,,,
lbco_optics_tsco_x16_s3_acid01,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,,3,1,IronSight,,,,,,,,
lbco_optics_tsco_x16_s3_chromic01,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,,3,1,IronSight,,,,,,,,
lbco_optics_tsco_x16_s3_imp01,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,,3,1,IronSight,,,,,,,,
lbco_optics_tsco_x16_s3_sunset01,item_Namelbco_optics_tsco_x16_s3,,item_Desclbco_optics_tsco_x16_s3,,3,1,IronSight,,,,,,,,
multitool_attachment,LOC_PLACEHOLDER,,,,0,1,Utility,,,,,,,,
nvtc_optics_holo_x1_s1,item_Namenvtc_optics_holo_x1_s1,,item_Descnvtc_optics_holo_x1_s1,,1,1,IronSight,,,,,,,,
nvtc_optics_holo_x1_s1_lamp,Item_Namenvtc_optics_holo_x1_s1_LAMP,,Item_Descnvtc_optics_holo_x1_s1_LAMP,,1,1,IronSight,,,,,,,,
nvtc_optics_holo_x1_s1_tint01,item_Namenvtc_optics_holo_x1_s1_tint01,,item_Descnvtc_optics_holo_x1_s1_tint01,,1,1,IronSight,,,,,,,,
nvtc_optics_holo_x2_s1,item_Namenvtc_optics_holo_x2_s1,,item_Descnvtc_optics_holo_x2_s1,,1,1,IronSight,,,,,,,,
nvtc_optics_holo_x2_s1_lamp,Item_Namenvtc_optics_holo_x2_s1_LAMP,,Item_Descnvtc_optics_holo_x2_s1_LAMP,,1,1,IronSight,,,,,,,,
nvtc_optics_holo_x3_s1,item_Namenvtc_optics_holo_x3_s1,,item_Descnvtc_optics_holo_x3_s1,,1,1,IronSight,,,,,,,,
nvtc_optics_holo_x3_s1_lamp,Item_Namenvtc_optics_holo_x3_s1_LAMP,,Item_Descnvtc_optics_holo_x3_s1_LAMP,,1,1,IronSight,,,,,,,,
nvtc_optics_holo_x3_s1_tint01,item_Namenvtc_optics_holo_x3_s1_tint01,,item_Descnvtc_optics_holo_x3_s1_tint01,,1,1,IronSight,,,,,,,,
nvtc_optics_rdot_x1_s1,item_Namenvtc_optics_rdot_x1_s1,,item_Descnvtc_optics_rdot_x1_s1,,1,1,IronSight,,,,,,,,
nvtc_optics_rdot_x1_s1_firerats01,item_Namenvtc_optics_rdot_x1_s1_firerats01,item_Namenvtc_optics_rdot_x1_s1_firerats01_short,item_Descnvtc_optics_rdot_x1_s1_firerats01,,1,1,IronSight,,,,,,,,
nvtc_optics_rdot_x1_s1_lamp,Item_Namenvtc_optics_rdot_x1_s1_LAMP,,Item_Descnvtc_optics_rdot_x1_s1_LAMP,,1,1,IronSight,,,,,,,,
nvtc_optics_tsco_x4_s2,item_Namenvtc_optics_tsco_x4_s2,,item_Descnvtc_optics_tsco_x4_s2,,2,1,IronSight,,,,,,,,
nvtc_optics_tsco_x4_s2_firerats01,item_Namenvtc_optics_tsco_x4_s2_firerats01,item_Namenvtc_optics_tsco_x4_s2_firerats01_short,item_Descnvtc_optics_tsco_x4_s2_firerats01,,2,1,IronSight,,,,,,,,
nvtc_optics_tsco_x4_s2_lamp,Item_Namenvtc_optics_tsco_x4_s2_LAMP,,Item_Descnvtc_optics_tsco_x4_s2_LAMP,,2,1,IronSight,,,,,,,,
nvtc_optics_tsco_x8_s3,item_Namenvtc_optics_tsco_x8_s3,,item_Descnvtc_optics_tsco_x8_s3,,3,1,IronSight,,,,,,,,
nvtc_optics_tsco_x8_s3_lamp,Item_Namenvtc_optics_tsco_x8_s3_LAMP,,Item_Descnvtc_optics_tsco_x8_s3_LAMP,,3,1,IronSight,,,,,,,,
nvtc_ubarrel_flsh_s1,item_Namenvtc_ubarrel_flsh_s1,,item_Descnvtc_ubarrel_flsh_s1,,1,1,BottomAttachment,,,,,,,,
nvtc_ubarrel_flsh_s1_02,item_Namenvtc_ubarrel_flsh_s1_02,,item_Descnvtc_ubarrel_flsh_s1_02,,1,1,BottomAttachment,,,,,,,,
nvtc_ubarrel_flsh_s1_03,item_Namenvtc_ubarrel_flsh_s1_03,,item_Descnvtc_ubarrel_flsh_s1_03,,1,1,BottomAttachment,,,,,,,,
nvtc_ubarrel_flsh_s1_04,item_Namenvtc_ubarrel_flsh_s1_04,,item_Descnvtc_ubarrel_flsh_s1_04,,1,1,BottomAttachment,,,,,,,,
nvtc_ubarrel_flsh_s1_firerats01,item_Namenvtc_ubarrel_flsh_s1_firerats01,item_Namenvtc_ubarrel_flsh_s1_firerats01_short,item_Descnvtc_ubarrel_flsh_s1_firerats01,,1,1,BottomAttachment,,,,,,,,
nvtc_ubarrel_lasr_s1,item_Namenvtc_ubarrel_lasr_s1,,item_Descnvtc_ubarrel_lasr_s1,,1,1,BottomAttachment,,,,,,,,
optics_template,LOC_PLACEHOLDER,,,,0,1,IronSight,,,,,,,,
underbarrel_template,LOC_PLACEHOLDER,,,,0,1,BottomAttachment,,,,,,,,
volt_optics_holo_x1_s1,item_Namevolt_optics_holo_x1_s1,,item_Descvolt_optics_holo_x1_s1,,1,1,IronSight,,,,,,,,
volt_optics_holo_x2_s1,item_Namevolt_optics_holo_x2_s1,,item_Descvolt_optics_holo_x2_s1,,1,1,IronSight,,,,,,,,
volt_optics_holo_x3_s1,item_Namevolt_optics_holo_x3_s1,,item_Descvolt_optics_holo_x3_s1,,1,1,IronSight,,,,,,,,
volt_optics_tsco_x8_s3,item_Namevolt_optics_tsco_x8_s3_base,item_Namevolt_optics_tsco_x8_s3_base,item_Descvolt_optics_tsco_x8_s3_base,,3,1,IronSight,,,,,,,,
volt_optics_tsco_x8_s3_collector01,item_Namevolt_optics_tsco_x8_s3_collector01,item_Namevolt_optics_tsco_x8_s3_collector01,item_Descvolt_optics_tsco_x8_s3_collector01,,3,1,IronSight,,,,,,,,
volt_optics_tsco_x8_s3_store01,item_Namevolt_optics_tsco_x8_s3_store01,item_Namevolt_optics_tsco_x8_s3_store01,item_Descvolt_optics_tsco_x8_s3_store01,,3,1,IronSight,,,,,,,,
volt_optics_tsco_x8_s3_tint01,item_Namevolt_optics_tsco_x8_s3_tint01,item_Namevolt_optics_tsco_x8_s3_tint01,item_Descvolt_optics_tsco_x8_s3_tint01,,3,1,IronSight,,,,,,,,
volt_optics_tsco_x8_s3_tint02,item_Namevolt_optics_tsco_x8_s3_tint02,item_Namevolt_optics_tsco_x8_s3_tint02,item_Descvolt_optics_tsco_x8_s3_tint02,,3,1,IronSight,,,,,,,,
volt_optics_tsco_x8_s3_tint03,item_Namevolt_optics_tsco_x8_s3_tint03,item_Namevolt_optics_tsco_x8_s3_tint03,item_Descvolt_optics_tsco_x8_s3_tint03,,3,1,IronSight,,,,,,,,
volt_ubarrel_flsh_s1,item_Namevolt_ubarrel_flsh_s1,item_Namevolt_ubarrel_flsh_s1,item_Descvolt_ubarrel_flsh_s1,,1,1,BottomAttachment,,,,,,,,
weaponmount_nvtc_optics_holo_x1_s1,item_Namenvtc_optics_holo_x1_s1,,item_Descnvtc_optics_holo_x1_s1,,4,1,IronSight,,,,,,,,
weapon_underbarrel_light_narrow,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_narrow_blue_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_narrow_darkblue_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_narrow_gold_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_narrow_purple_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_narrow_red_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_wide,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_wide_blue_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_wide_darkblue_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_wide_gold_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_wide_purple_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
weapon_underbarrel_light_wide_red_01,LOC_PLACEHOLDER,,,,1,1,Weapon,,,,,,,,
