Config Class,Config Type,Tagged Config Name,Tag GUIDs,Initial Slots Probability,Config Respawn Time Multiplier,Slot Index,Harvestable GUID,Harvestable Class,Harvestable Path,Harvestable Entity GUID,Harvestable Entity Class,Harvestable Entity Path,Harvestable Setup GUID,Harvestable Setup Class,Relative Probability,Deepest Relative Probability,Harvestable Respawn Time Multiplier,Geometry Tags,Referenced Config GUID,Referenced Config Class,Referenced Config Path,Record GUID,Record Path
Cave_Aberdeen_Rich,single,,,0.8,1,3,a33e0397-0217-455c-b1ef-18d6f6577638,FPSMining_Janalite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,,,0.2,0.4,1,,,,,f0a3b208-1de9-4543-b670-94e92f51d864,libs/foundry/records/harvestable/slotpresets/cave_aberdeen_rich.xml
Cave_Aberdeen_Rich,single,,,0.8,1,6,7510bf4b-175e-43f3-818b-469dae715290,GroundVehicleMining_Feynmaline,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_feynmaline.xml,6755e998-e87c-47bf-8d78-a05e510f792f,MineableRock_GroundVehicle_Feynmaline,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_feynmaline.xml,,,1,,1,,,,,f0a3b208-1de9-4543-b670-94e92f51d864,libs/foundry/records/harvestable/slotpresets/cave_aberdeen_rich.xml
Cave_Aberdeen_Rich,single,,,0.8,1,7,f0207105-2593-4082-be26-17849954bfd6,GroundVehicleMining_Glacosite,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_glacosite.xml,096c312d-616c-42cf-bc7f-f1c53d2920c8,MineableRock_GroundVehicle_Glacosite,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_glacosite.xml,,,0.9,,1,,,,,f0a3b208-1de9-4543-b670-94e92f51d864,libs/foundry/records/harvestable/slotpresets/cave_aberdeen_rich.xml
Cave_Daymar_Medium,single,,,0.4,1,0,b4dbb414-4946-437a-870b-0df49007603b,FPSMining_Aphorite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_aphorite.xml,ac63f486-e582-473c-b08b-57e446092af0,MineableRock_FPS_Aphorite,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,70b914d8-c529-46d8-a751-f43df0050dda,libs/foundry/records/harvestable/slotpresets/cave_daymar_medium.xml
Cave_Daymar_Medium,single,,,0.4,1,1,f42be172-0391-4482-b3ff-6f97c2182272,FPSMining_Hadanite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_hadanite.xml,3998d58a-4021-4697-9432-2162aff01c73,MineableRock_FPS_Hadanite,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,70b914d8-c529-46d8-a751-f43df0050dda,libs/foundry/records/harvestable/slotpresets/cave_daymar_medium.xml
Cave_Daymar_Medium,single,,,0.4,1,2,aeb1d11d-52b8-4bb1-9c8d-c910539cb532,FPSMining_Dolivine,libs/foundry/records/harvestable/harvestablepresets/fpsmining_dolivine.xml,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,MineableRock_FPS_Dolivine,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,70b914d8-c529-46d8-a751-f43df0050dda,libs/foundry/records/harvestable/slotpresets/cave_daymar_medium.xml
Cave_Daymar_Medium,single,,,0.4,1,3,a33e0397-0217-455c-b1ef-18d6f6577638,FPSMining_Janalite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,,,0.2,0.4,1,,,,,70b914d8-c529-46d8-a751-f43df0050dda,libs/foundry/records/harvestable/slotpresets/cave_daymar_medium.xml
Cave_Daymar_Poor,single,,,0.2,1,0,b4dbb414-4946-437a-870b-0df49007603b,FPSMining_Aphorite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_aphorite.xml,ac63f486-e582-473c-b08b-57e446092af0,MineableRock_FPS_Aphorite,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,084b3247-e837-4a74-8275-ee6abc30f16e,libs/foundry/records/harvestable/slotpresets/cave_daymar_poor.xml
Cave_Daymar_Poor,single,,,0.2,1,1,f42be172-0391-4482-b3ff-6f97c2182272,FPSMining_Hadanite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_hadanite.xml,3998d58a-4021-4697-9432-2162aff01c73,MineableRock_FPS_Hadanite,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,084b3247-e837-4a74-8275-ee6abc30f16e,libs/foundry/records/harvestable/slotpresets/cave_daymar_poor.xml
Cave_Daymar_Poor,single,,,0.2,1,2,aeb1d11d-52b8-4bb1-9c8d-c910539cb532,FPSMining_Dolivine,libs/foundry/records/harvestable/harvestablepresets/fpsmining_dolivine.xml,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,MineableRock_FPS_Dolivine,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,084b3247-e837-4a74-8275-ee6abc30f16e,libs/foundry/records/harvestable/slotpresets/cave_daymar_poor.xml
Cave_Daymar_Poor,single,,,0.2,1,3,a33e0397-0217-455c-b1ef-18d6f6577638,FPSMining_Janalite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,,,0.2,0.4,1,,,,,084b3247-e837-4a74-8275-ee6abc30f16e,libs/foundry/records/harvestable/slotpresets/cave_daymar_poor.xml
Cave_Daymar_Rich,single,,,0.6,1,0,b4dbb414-4946-437a-870b-0df49007603b,FPSMining_Aphorite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_aphorite.xml,ac63f486-e582-473c-b08b-57e446092af0,MineableRock_FPS_Aphorite,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,46fb2b4d-b37b-4da0-abfb-3dd5caac5a16,libs/foundry/records/harvestable/slotpresets/cave_daymar_rich.xml
Cave_Daymar_Rich,single,,,0.6,1,1,f42be172-0391-4482-b3ff-6f97c2182272,FPSMining_Hadanite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_hadanite.xml,3998d58a-4021-4697-9432-2162aff01c73,MineableRock_FPS_Hadanite,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,46fb2b4d-b37b-4da0-abfb-3dd5caac5a16,libs/foundry/records/harvestable/slotpresets/cave_daymar_rich.xml
Cave_Daymar_Rich,single,,,0.6,1,2,aeb1d11d-52b8-4bb1-9c8d-c910539cb532,FPSMining_Dolivine,libs/foundry/records/harvestable/harvestablepresets/fpsmining_dolivine.xml,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,MineableRock_FPS_Dolivine,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,46fb2b4d-b37b-4da0-abfb-3dd5caac5a16,libs/foundry/records/harvestable/slotpresets/cave_daymar_rich.xml
Cave_Daymar_Rich,single,,,0.6,1,3,a33e0397-0217-455c-b1ef-18d6f6577638,FPSMining_Janalite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,,,0.2,0.4,1,,,,,46fb2b4d-b37b-4da0-abfb-3dd5caac5a16,libs/foundry/records/harvestable/slotpresets/cave_daymar_rich.xml
Cave_Full_Test,single,,,0.75,0.005,0,f42be172-0391-4482-b3ff-6f97c2182272,FPSMining_Hadanite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_hadanite.xml,3998d58a-4021-4697-9432-2162aff01c73,MineableRock_FPS_Hadanite,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml,,,42,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,ed290bb4-e182-4ff5-aff9-de0a7c6a726a,libs/foundry/records/harvestable/slotpresets/cave_full_test.xml
Cave_Full_Test,single,,,0.75,0.005,1,b4dbb414-4946-437a-870b-0df49007603b,FPSMining_Aphorite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_aphorite.xml,ac63f486-e582-473c-b08b-57e446092af0,MineableRock_FPS_Aphorite,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml,,,31,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,ed290bb4-e182-4ff5-aff9-de0a7c6a726a,libs/foundry/records/harvestable/slotpresets/cave_full_test.xml
Cave_Full_Test,single,,,0.75,0.005,2,aeb1d11d-52b8-4bb1-9c8d-c910539cb532,FPSMining_Dolivine,libs/foundry/records/harvestable/harvestablepresets/fpsmining_dolivine.xml,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,MineableRock_FPS_Dolivine,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml,,,0,10,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,ed290bb4-e182-4ff5-aff9-de0a7c6a726a,libs/foundry/records/harvestable/slotpresets/cave_full_test.xml
Cave_Full_Test,single,,,0.75,0.005,3,a33e0397-0217-455c-b1ef-18d6f6577638,FPSMining_Janalite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,,,0.2,0.4,1,,,,,ed290bb4-e182-4ff5-aff9-de0a7c6a726a,libs/foundry/records/harvestable/slotpresets/cave_full_test.xml
Cave_Full_Test,single,,,0.75,0.005,4,7510bf4b-175e-43f3-818b-469dae715290,GroundVehicleMining_Feynmaline,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_feynmaline.xml,6755e998-e87c-47bf-8d78-a05e510f792f,MineableRock_GroundVehicle_Feynmaline,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_feynmaline.xml,,,1,,1,,,,,ed290bb4-e182-4ff5-aff9-de0a7c6a726a,libs/foundry/records/harvestable/slotpresets/cave_full_test.xml
Cave_Full_Test,single,,,0.75,0.005,5,f0207105-2593-4082-be26-17849954bfd6,GroundVehicleMining_Glacosite,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_glacosite.xml,096c312d-616c-42cf-bc7f-f1c53d2920c8,MineableRock_GroundVehicle_Glacosite,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_glacosite.xml,,,0.9,,1,,,,,ed290bb4-e182-4ff5-aff9-de0a7c6a726a,libs/foundry/records/harvestable/slotpresets/cave_full_test.xml
Cave_Hurston_Medium,single,,,0.3,1,0,b4dbb414-4946-437a-870b-0df49007603b,FPSMining_Aphorite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_aphorite.xml,ac63f486-e582-473c-b08b-57e446092af0,MineableRock_FPS_Aphorite,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,d1b99ff7-f558-480b-8696-97eeed7343b3,libs/foundry/records/harvestable/slotpresets/cave_hurston_medium.xml
Cave_Hurston_Medium,single,,,0.3,1,1,f42be172-0391-4482-b3ff-6f97c2182272,FPSMining_Hadanite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_hadanite.xml,3998d58a-4021-4697-9432-2162aff01c73,MineableRock_FPS_Hadanite,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,d1b99ff7-f558-480b-8696-97eeed7343b3,libs/foundry/records/harvestable/slotpresets/cave_hurston_medium.xml
Cave_Hurston_Medium,single,,,0.3,1,2,aeb1d11d-52b8-4bb1-9c8d-c910539cb532,FPSMining_Dolivine,libs/foundry/records/harvestable/harvestablepresets/fpsmining_dolivine.xml,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,MineableRock_FPS_Dolivine,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,d1b99ff7-f558-480b-8696-97eeed7343b3,libs/foundry/records/harvestable/slotpresets/cave_hurston_medium.xml
Cave_Hurston_Medium,single,,,0.3,1,3,a33e0397-0217-455c-b1ef-18d6f6577638,FPSMining_Janalite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,,,0.2,0.4,1,,,,,d1b99ff7-f558-480b-8696-97eeed7343b3,libs/foundry/records/harvestable/slotpresets/cave_hurston_medium.xml
Cave_Hurston_Poor,single,,,0.1,1,0,b4dbb414-4946-437a-870b-0df49007603b,FPSMining_Aphorite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_aphorite.xml,ac63f486-e582-473c-b08b-57e446092af0,MineableRock_FPS_Aphorite,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,210d48de-b304-4ca9-abad-0533c441d30c,libs/foundry/records/harvestable/slotpresets/cave_hurston_poor.xml
Cave_Hurston_Poor,single,,,0.1,1,1,f42be172-0391-4482-b3ff-6f97c2182272,FPSMining_Hadanite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_hadanite.xml,3998d58a-4021-4697-9432-2162aff01c73,MineableRock_FPS_Hadanite,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,210d48de-b304-4ca9-abad-0533c441d30c,libs/foundry/records/harvestable/slotpresets/cave_hurston_poor.xml
Cave_Hurston_Poor,single,,,0.1,1,2,aeb1d11d-52b8-4bb1-9c8d-c910539cb532,FPSMining_Dolivine,libs/foundry/records/harvestable/harvestablepresets/fpsmining_dolivine.xml,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,MineableRock_FPS_Dolivine,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml,,,33,,1,9c6ef328-5118-4882-9ad4-2f391322af21,,,,210d48de-b304-4ca9-abad-0533c441d30c,libs/foundry/records/harvestable/slotpresets/cave_hurston_poor.xml
Cave_Hurston_Poor,single,,,0.1,1,3,a33e0397-0217-455c-b1ef-18d6f6577638,FPSMining_Janalite,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,,,0.2,0.4,1,,,,,210d48de-b304-4ca9-abad-0533c441d30c,libs/foundry/records/harvestable/slotpresets/cave_hurston_poor.xml
