Localization Key,Localization Role,Attribute,Record Type,Entity Class,Record GUID,Record Path
am_RCJ_Pyro1_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_RoughAndReady_Pyro1,6425fd5f-eb21-4710-b973-c3f9e1e5b517,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_roughandready_pyro1.xml
am_RCJ_Pyro1_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_XenoThreat_Pyro1,837d5dff-e273-4fcf-8e4f-ce51a54c2a1d,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_xenothreat_pyro1.xml
am_RCJ_Pyro2_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_HeadHunters_Pyro2,46811eba-7fed-41cc-87e8-3a96f7af870b,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_headhunters_pyro2.xml
am_RCJ_Pyro2_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_RoughAndReady_Pyro2,cdb757f9-18a2-434e-84a6-8184421aa69e,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_roughandready_pyro2.xml
am_RCJ_Pyro2_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_XenoThreat_Pyro2,0ce3f872-62b1-4452-bb0e-01a032b2895a,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_xenothreat_pyro2.xml
am_RCJ_Pyro3_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_HeadHunters_Pyro3,5f5cda8f-c328-4164-a39d-a14eb6d07840,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_headhunters_pyro3.xml
am_RCJ_Pyro3_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_RoughAndReady_Pyro3,c43c9960-00e2-4e07-a436-e24248154515,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_roughandready_pyro3.xml
am_RCJ_Pyro3_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_XenoThreat_Pyro3,d6662436-ec79-4bbb-b1fc-aacc2c164562,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_xenothreat_pyro3.xml
am_RCJ_Pyro5_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_HeadHunters_Pyro5,194e4510-9cf3-444a-bae7-e58317f60b4e,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_headhunters_pyro5.xml
am_RCJ_Pyro5_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_RoughAndReady_Pyro5,43eb34f9-f4d9-4b9e-8212-334b14cab6d2,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_roughandready_pyro5.xml
am_RCJ_Pyro5_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_XenoThreat_Pyro5,85697501-8234-4f56-b2a2-e6eff60359ec,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_xenothreat_pyro5.xml
am_RCJ_Pyro6_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_HeadHunters_Pyro6,2728c891-69c8-4150-9603-33273dccf760,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_headhunters_pyro6.xml
am_RCJ_Pyro6_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_RoughAndReady_Pyro6,4a16abc1-0703-40a7-b74c-ba43fd0b0a28,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_roughandready_pyro6.xml
am_RCJ_Pyro6_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_XenoThreat_Pyro6,72b6742e-dea1-4c18-bbc5-f10bf4e43f6a,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_xenothreat_pyro6.xml
am_RCJ_PyroSystem_desc,description,description,MissionBrokerEntry,PU_RemoveClaimJumpers_Pyro_RoughAndReady_Random,2b3b8d7d-6c9d-482c-81d1-b0d59244aeba,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_removeclaimjumpers_pyro_roughandready_random.xml
am_sabotageboss_desc,description,description,MissionBrokerEntry,SabotageBoss_DistributionCentres_Stanton_Hurston_Stanton1,2908200c-1b83-4ab6-ba40-ed59201af6d2,libs/foundry/records/missionbroker/pu_missions/combinedmissions/sabotageboss/sabotageboss_distributioncentres_stanton_hurston_stanton1.xml
am_sabotageboss_title,title,title,MissionBrokerEntry,SabotageBoss_DistributionCentres_Stanton_Hurston_Stanton1,2908200c-1b83-4ab6-ba40-ed59201af6d2,libs/foundry/records/missionbroker/pu_missions/combinedmissions/sabotageboss/sabotageboss_distributioncentres_stanton_hurston_stanton1.xml
am_XT_Theft_desc_1,description,description,MissionBrokerEntry,PU_Theft_Outpost_Pyro_XT,714d2a23-e3b5-4b95-ab0b-5917fab016c4,libs/foundry/records/missionbroker/pu_missions/theft/pu_theft_outpost_pyro_xt.xml
am_XT_Theft_desc_1,description,description,MissionBrokerEntry,PU_Theft_Station_Pyro_XT,e8c0b5c0-663a-4373-adea-2bb336809d3c,libs/foundry/records/missionbroker/pu_missions/theft/pu_theft_station_pyro_xt.xml
am_XT_Theft_Station_title_1,title,title,MissionBrokerEntry,PU_Theft_Station_Pyro_XT,e8c0b5c0-663a-4373-adea-2bb336809d3c,libs/foundry/records/missionbroker/pu_missions/theft/pu_theft_station_pyro_xt.xml
am_XT_Theft_title_1,title,title,MissionBrokerEntry,PU_Theft_Outpost_Pyro_XT,714d2a23-e3b5-4b95-ab0b-5917fab016c4,libs/foundry/records/missionbroker/pu_missions/theft/pu_theft_outpost_pyro_xt.xml
ApprehendViolentInmate_Title,title,title,MissionBrokerEntry,PU_ApprehendViolentInmate,10b68e15-deb3-463d-acca-28e54590df2d,libs/foundry/records/missionbroker/pu_missions/prisons/klescher/pu_apprehendviolentinmate.xml
assassin_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Unlawful_Stanton3_Pacheco_intro,bbc6aa90-6043-4d4a-82c8-3d53d288d84d,libs/foundry/records/missionbroker/pu_missions/missiongivers/pacheco/pu_eliminatespecific_unlawful_stanton3_pacheco_intro.xml
assassin_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Unlawful_Stanton3_Pacheco,b5e03349-beb2-40b6-917f-d6c7e5f90ee7,libs/foundry/records/missionbroker/pu_missions/missiongivers/pacheco/pu_eliminatespecific_unlawful_stanton3_pacheco.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Lawful_Stanton,2b0252a8-ee83-4d74-8477-bca20fe5ae8e,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_lawful_stanton.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Lawful,53e26c4e-08ef-4e36-83f8-18b01f17c2f5,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_lawful.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton,024c1092-cad4-4ed1-a7f5-d83603f9e1c7,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton1a,17282b53-c34f-40d3-a7d2-b53fa1d5679a,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton1a.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton1b,ff144ce5-571b-4089-a608-186a70189ecb,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton1b.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton1c,a49a2576-839f-44dc-a852-0a90c57414bf,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton1c.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton1d,4f5b8db7-b83a-431e-902c-ec055be3b7c6,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton1d.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton2a,d30921f4-3820-480d-a856-924e1a0f8b99,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton2a.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton2c,71d15c56-17b4-4735-8095-c306e6d1a65c,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton2c.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton3a,886ac47a-5e17-42a5-9851-65f7f495f9a5,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton3a.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton3b,dc758453-8abc-4239-a5cd-841d541358d3,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton3b.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful_Stanton4a,baa642e3-5407-455e-9482-fcf0dbbe3496,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful_stanton4a.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Unlawful,c98ce54e-9c13-4f26-a56a-816006930fd2,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_unlawful.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Derelict_EliminateSpecific,8c014884-df21-406a-96a3-fec3c6d4f071,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Assassination_PVE_Vaughn_Stanton_1,335fb63f-94b3-4d18-9671-c772557f570c,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_pve_vaughn_stanton_1.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Assassination_PVE_Vaughn_Stanton_2,2cfa9ddc-b935-40b3-bbc3-9051a32430aa,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_pve_vaughn_stanton_2.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Assassination_PVE_Vaughn,cad3aab4-6f60-41e4-9519-a50c8adcb2b9,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_pve_vaughn.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Assassination_PVE,2662f924-d2c7-49df-893f-258c6c2985a1,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_pve.xml
assassin_desc,description,description,MissionBrokerEntry,PU_Assassination,2d9c715a-ee7f-4400-a2bb-908a73bdcc44,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton1_Eckhart_LowReliability,7b503b67-4b1e-459c-8128-2de494b96293,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton1_eckhart_lowreliability.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton1,f089f1dc-0621-48bc-883e-0b15bae98be0,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton1.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton2,0c3bdb64-9355-4f19-8ddc-1b7d00ef1cbc,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton2.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_Easy,87faffd7-87ff-4cda-ab1e-78efc345ab9a,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_easy.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_Hard,630b453f-05d1-493c-ac14-c3afb9ab24b4,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_hard.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_Intro,5f97ee1a-6f16-4781-8eea-704b62754fdc,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_intro.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_LowReliability,c54ce0c8-e86c-4eba-9d03-94d080f43d4e,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_lowreliability.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_Medium,cf36d45b-8a36-44e9-bdf9-b2f304b3cb1a,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_medium.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3,2d566880-492b-4796-a12d-2ea0bbd45cf1,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3.xml
assassin_sync_desc,description,description,MissionBrokerEntry,PU_Assassination_SyncedAssassination,00ded18a-d5a1-4d6b-ae11-b770600c6006,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton1_Eckhart_LowReliability,7b503b67-4b1e-459c-8128-2de494b96293,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton1_eckhart_lowreliability.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton1,f089f1dc-0621-48bc-883e-0b15bae98be0,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton1.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton2,0c3bdb64-9355-4f19-8ddc-1b7d00ef1cbc,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton2.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_Easy,87faffd7-87ff-4cda-ab1e-78efc345ab9a,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_easy.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_Hard,630b453f-05d1-493c-ac14-c3afb9ab24b4,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_hard.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_Intro,5f97ee1a-6f16-4781-8eea-704b62754fdc,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_intro.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_LowReliability,c54ce0c8-e86c-4eba-9d03-94d080f43d4e,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_lowreliability.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3_Pacheco_Medium,cf36d45b-8a36-44e9-bdf9-b2f304b3cb1a,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3_pacheco_medium.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination_Stanton3,2d566880-492b-4796-a12d-2ea0bbd45cf1,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination_stanton3.xml
assassin_sync_title,title,title,MissionBrokerEntry,PU_Assassination_SyncedAssassination,00ded18a-d5a1-4d6b-ae11-b770600c6006,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_syncedassassination.xml
assassin_title,title,title,MissionBrokerEntry,PU_EliminateSpecific_Unlawful_Stanton3_Pacheco_intro,bbc6aa90-6043-4d4a-82c8-3d53d288d84d,libs/foundry/records/missionbroker/pu_missions/missiongivers/pacheco/pu_eliminatespecific_unlawful_stanton3_pacheco_intro.xml
assassin_title,title,title,MissionBrokerEntry,PU_EliminateSpecific_Unlawful_Stanton3_Pacheco,b5e03349-beb2-40b6-917f-d6c7e5f90ee7,libs/foundry/records/missionbroker/pu_missions/missiongivers/pacheco/pu_eliminatespecific_unlawful_stanton3_pacheco.xml
assassin_title,title,title,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Lawful_Stanton,2b0252a8-ee83-4d74-8477-bca20fe5ae8e,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_lawful_stanton.xml
assassin_title,title,title,MissionBrokerEntry,PU_Derelict_EliminateSpecific_Lawful,53e26c4e-08ef-4e36-83f8-18b01f17c2f5,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific_lawful.xml
assassin_title,title,title,MissionBrokerEntry,PU_Derelict_EliminateSpecific,8c014884-df21-406a-96a3-fec3c6d4f071,libs/foundry/records/missionbroker/pu_missions/pu_derelict_eliminatespecific.xml
assassin_title,title,title,MissionBrokerEntry,PU_Assassination_PVE_Vaughn_Stanton_1,335fb63f-94b3-4d18-9671-c772557f570c,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_pve_vaughn_stanton_1.xml
assassin_title,title,title,MissionBrokerEntry,PU_Assassination_PVE_Vaughn_Stanton_2,2cfa9ddc-b935-40b3-bbc3-9051a32430aa,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_pve_vaughn_stanton_2.xml
assassin_title,title,title,MissionBrokerEntry,PU_Assassination_PVE_Vaughn,cad3aab4-6f60-41e4-9519-a50c8adcb2b9,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_pve_vaughn.xml
assassin_title,title,title,MissionBrokerEntry,PU_Assassination_PVE,2662f924-d2c7-49df-893f-258c6c2985a1,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination_pve.xml
assassin_title,title,title,MissionBrokerEntry,PU_Assassination,2d9c715a-ee7f-4400-a2bb-908a73bdcc44,libs/foundry/records/missionbroker/pu_missions/pu_mercenary/pu_assassination.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss_DC_Stanton_Lobby,4eb03cf1-d740-4e63-af50-8cff70d16815,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton_lobby.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss_DC_Stanton_Refinery,342f4419-3c2d-4959-86c5-76f0585497f4,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton_refinery.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss_DC_Stanton_Storage,d802ca16-1e7f-4636-bcc4-5da126983e68,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton_storage.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss_DC_Stanton_Warehouse,664c6398-db18-4e6a-8a42-2b0053562343,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton_warehouse.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss_DC_Stanton,ba961338-b840-4b88-af86-c425dc07226f,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_dc_stanton.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss_DistributionCentre,6e82e51b-ba93-456e-8ff2-e4db8f59841f,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_distributioncentre.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss_Lawful,f69ebd6f-18a7-4304-99c9-da0d25386063,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_lawful.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss_Unlawful,59b8672e-3f12-4844-ba7d-d06c2d213769,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss_unlawful.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateBoss,26ae3b8f-37d0-4563-a45f-ea2a2ddf7b4a,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminateboss.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_DC_Stanton_FOB,e4831189-ae61-4aa1-961d-dfd07bb4261c,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_fob.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_DC_Stanton_Lobby,c42d5bb9-0f5c-43bd-b5e1-28366341587b,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_lobby.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_DC_Stanton_Shipping,cc0fe73f-af2f-4a74-b894-4158c46e6978,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_shipping.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_DC_Stanton_Warehouse,e7b52ce9-bd63-451b-95f0-7bec5d1672a9,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton_warehouse.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_DC_Stanton,55338ea0-4b6e-4ef1-87bc-e457ca0d8402,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_dc_stanton.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_DistributionCentre,15158b2d-ee45-4d0d-98f2-2ecd1b10d39e,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_distributioncentre.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Lawful_NoNonHostiles,4bd3b943-a15e-4e6a-af18-030b7e9db334,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_nononhostiles.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Lawful_Standard,253c7554-ebbe-4d12-a258-78d57ec5be7d,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful_standard.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Lawful,3b12c4a9-daf9-496c-9c12-c9d257130b60,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_lawful.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Outposts_Indy_Pyro,ee04581c-77b4-4956-955e-4c519269735c,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_indy_pyro.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Outposts_Indy,85517ad6-cfbb-4687-8082-49a85e7d6e25,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_indy.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Outposts_Outlaw_Pyro,5e4d1c03-2bde-4534-8d3c-975965d9fbf1,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_outlaw_pyro.xml
assassination_desc,description,description,MissionBrokerEntry,PU_EliminateSpecific_Outposts_Outlaw,01c838f2-0b3c-469f-ad96-bf6fca52515a,libs/foundry/records/missionbroker/pu_missions/infiltrateanddefend/pu_eliminatespecific_outposts_outlaw.xml
