Location Class,Source Reason,Name Key,Description Key,Callout 1 Key,Callout 2 Key,Callout 3 Key,Type GUID,Parent GUID,Parent Class,Parent Path,Location Hierarchy Tag,Nav Icon,Size,Hide In Starmap,Hide In World,Is Scannable,Block Travel,Arrival Radius,Adoption Radius,Set Entity Location On Enter,Expose For Player Created Missions,Record GUID,Record Path
AsteroidCluster_MiningBase_Pyro_RegionA_Medium_13,class-or-path-mining,ab_mine_pyro_regiona_med_013,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,dea4fe9c-4e48-475d-ad6d-6da6a5ddc70e,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_medium_13.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Medium_14,class-or-path-mining,ab_mine_pyro_regiona_med_014,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,d8ee1258-941e-411c-9e05-9e3d0059f56d,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_medium_14.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Medium_15,class-or-path-mining,ab_mine_pyro_regiona_med_015,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,839a1f49-bf24-4e0b-8376-10b7b205e8b0,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_medium_15.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Medium_16,class-or-path-mining,ab_mine_pyro_regiona_med_016,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,9e276de1-2d66-4fa0-ac4e-e4e01f8f0548,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_medium_16.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Medium_17,class-or-path-mining,ab_mine_pyro_regiona_med_017,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,17b2f39c-7453-4932-81ba-519f49fed814,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_medium_17.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Medium_18,class-or-path-mining,ab_mine_pyro_regiona_med_018,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,0d7529a4-a510-4a4b-b51f-e73a53e092bb,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_medium_18.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Medium_19,class-or-path-mining,ab_mine_pyro_regiona_med_019,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,febade8a-1c94-4c42-9c98-f0270dcd6249,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_medium_19.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Small_01,class-or-path-mining,ab_mine_pyro_regiona_sml_001,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,a1490619-926c-4190-a828-47d68169998c,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_small_01.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Small_02,class-or-path-mining,ab_mine_pyro_regiona_sml_002,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,9bc2b01b-2888-4590-b805-152092afcde7,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_small_02.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Small_03,class-or-path-mining,ab_mine_pyro_regiona_sml_003,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,3ad48109-15e7-4575-9589-af7f46a92b5e,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_small_03.xml
AsteroidCluster_MiningBase_Pyro_RegionA_Small_04,class-or-path-mining,ab_mine_pyro_regiona_sml_004,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,cf04c060-21c2-49c7-affb-9dc0393d5273,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona_small_04.xml
AsteroidCluster_MiningBase_Pyro_RegionA,class-or-path-mining,MiningAsteroidBase_001,MiningAsteroidBase_001a,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,812520ca-5f0a-4e88-9649-91237b1e4e51,Default,400,0,0,0,0,18000,20000,1,0,6f3b9912-2f42-497e-9e0f-435ce43d3e9b,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regiona.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_01,class-or-path-mining,ab_mine_pyro_regionb_med_001,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,2655bae3-416d-4d5d-a4e3-35cd690c8025,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_01.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_02,class-or-path-mining,ab_mine_pyro_regionb_med_002,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,5c62bd57-d630-472c-8193-cdd41c6c8a26,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_02.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_03,class-or-path-mining,ab_mine_pyro_regionb_med_003,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,6a1e4f4e-94cb-4a6f-864c-927fd171ada9,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_03.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_04,class-or-path-mining,ab_mine_pyro_regionb_med_004,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,5a667570-ed92-4e28-b998-dfd88e0d0750,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_04.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_05,class-or-path-mining,ab_mine_pyro_regionb_med_005,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,7359d9fb-0c8f-42cd-b765-815bfbda2d55,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_05.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_06,class-or-path-mining,ab_mine_pyro_regionb_med_006,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,e148b772-b232-46b7-b81d-8e5484bfa314,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_06.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_07,class-or-path-mining,ab_mine_pyro_regionb_med_007,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,61653585-3522-41b6-aa7a-a63c82073919,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_07.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_08,class-or-path-mining,ab_mine_pyro_regionb_med_008,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,2d47ba75-ab09-4e73-865c-e3537bef3428,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_08.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_09,class-or-path-mining,ab_mine_pyro_regionb_med_009,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,a284aff3-7d64-48b5-990d-36ee6b456984,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_09.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_10,class-or-path-mining,ab_mine_pyro_regionb_med_010,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,c9c1e8bd-3f4b-4aa5-a331-7a0acf932531,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_10.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_11,class-or-path-mining,ab_mine_pyro_regionb_med_011,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,ecd9cd60-785f-4fc3-a488-ffbf20b686c6,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_11.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_12,class-or-path-mining,ab_mine_pyro_regionb_med_012,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,39c77283-98ec-449e-9563-f2bd4e0fb1b0,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_12.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_13,class-or-path-mining,ab_mine_pyro_regionb_med_013,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,27d5ffbc-46c9-41f6-90bd-eb0b7dc1b752,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_13.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_14,class-or-path-mining,ab_mine_pyro_regionb_med_014,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,fd92ecc2-dd24-4d48-b3ce-12be05f81a4d,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_14.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_15,class-or-path-mining,ab_mine_pyro_regionb_med_015,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,5bc69585-fae1-4eec-9e1a-dce7860f8d35,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_15.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_16,class-or-path-mining,ab_mine_pyro_regionb_med_016,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,984d71ca-901b-482b-bb0d-f387acf79b5f,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_16.xml
AsteroidCluster_MiningBase_Pyro_RegionB_Medium_17,class-or-path-mining,ab_mine_pyro_regionb_med_017,ab_mine_pyro_desc,LOC_UNINITIALIZED,LOC_UNINITIALIZED,LOC_UNINITIALIZED,e60452a5-b85c-4ab1-97e7-9cefb466f87b,a14bec87-5801-4440-8ca8-35597487ac9a,PyroStar,libs/foundry/records/starmap/pu/system/pyro/pyrostar/pyrostar.xml,fea1b036-7eb7-46e2-a7ed-37e933017d9d,Default,400,0,0,0,0,18000,20000,1,0,9a5f95cf-f593-4cf7-8200-e8df245ad58c,libs/foundry/records/starmap/pu/asteroidcluster_miningbase_pyro_regionb_medium_17.xml
