Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Damage Alpha,Rate of Fire,Projectile Speed,Ammo Range,Ammo Quantity,Heat Per Shot
apar_ballisticgatling_s6,item_NameAPAR_BallisticGatling_S6,item_NameAPAR_BallisticGatling_S6_short,item_DescAPAR_BallisticGatling_S6,,6,1,Gun,4224,,,,,,
apar_ballisticscattergun_s1,item_NameAPAR_BallisticScatterGun_S1,item_NameAPAR_BallisticScatterGun_S1_short,item_DescAPAR_BallisticScatterGun_S1,,1,1,Gun,1550,,,,,,
apar_ballisticscattergun_s1_shark,item_NameAPAR_BallisticScatterGun_S1_Shark,item_NameAPAR_BallisticScatterGun_S1_Shark_short,item_DescAPAR_BallisticScatterGun_S1,,1,1,Gun,1550,,,,,,
apar_ballisticscattergun_s2,item_NameAPAR_BallisticScatterGun_S2,item_NameAPAR_BallisticScatterGun_S2_short,item_DescAPAR_BallisticScatterGun_S2,,2,1,Gun,1550,,,,,,
apar_ballisticscattergun_s2_shark,item_NameAPAR_BallisticScatterGun_S2_Shark,item_NameAPAR_BallisticScatterGun_S2_Shark_short,item_DescAPAR_BallisticScatterGun_S2,,2,1,Gun,1550,,,,,,
apar_ballisticscattergun_s3,item_NameAPAR_BallisticScatterGun_S3,item_NameAPAR_BallisticScatterGun_S3_short,item_DescAPAR_BallisticScatterGun_S3,,3,1,Gun,1550,,,,,,
apar_ballisticscattergun_s3_shark,item_NameAPAR_BallisticScatterGun_S3_Shark,item_NameAPAR_BallisticScatterGun_S3_Shark_short,item_DescAPAR_BallisticScatterGun_S3,,3,1,Gun,1550,,,,,,
apar_ballisticscattergun_s6,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,,1,1,Gun,1550,,,,,,
apar_massdriver_s2,item_NameAPAR_MassDriver_S2,item_NameAPAR_MassDriver_S2_short,item_DescAPAR_MassDriver_S2,,2,1,Gun,1050,,,,,,
argo_atls_tractorbeam_s1,item_NameARGO_TractorBeam_S1_Cargo,item_NameARGO_TractorBeam_S1_Cargo,item_DescARGO_TractorBeam_S1_Cargo,,1,1,UNDEFINED,1050,,,,,,
argo_towingbeam_s3,item_NameGRIN_TractorBeam_004_S3,item_NameGRIN_TractorBeam_004_S3,item_DescGRIN_TractorBeam_004_S3,,3,1,UNDEFINED,1050,,,,,,
asad_distortionrepeater_s1,item_NameASAD_DistortionRepeater_S1,item_NameASAD_DistortionRepeater_S1_short,item_DescASAD_DistortionRepeater_S1,,1,1,Gun,525,,,,,,
asad_distortionrepeater_s2,item_NameASAD_DistortionRepeater_S2,item_NameASAD_DistortionRepeater_S2_short,item_DescASAD_DistortionRepeater_S2,,2,1,Gun,850,,,,,,
asad_distortionrepeater_s3,item_NameASAD_DistortionRepeater_S3,item_NameASAD_DistortionRepeater_S3_short,item_DescASAD_DistortionRepeater_S3,,3,1,Gun,1024,,,,,,
banu_energyrepeater_s2,item_NameKLWE_LaserRepeater_S2,item_NameKLWE_LaserRepeater_S2_short,item_DescKLWE_LaserRepeater_S2,,2,1,Gun,850,,,,,,
banu_tachyoncannon_s1,item_NameBANU_TachyonCannon_S1,item_NameBANU_TachyonCannon_S1_short,item_DescBANU_TachyonCannon_S1,,1,1,Gun,550,,,,,,
banu_tachyoncannon_s2,item_NameBANU_TachyonCannon_S2,item_NameBANU_TachyonCannon_S2_short,item_DescBANU_TachyonCannon_S2,,2,1,Gun,850,,,,,,
banu_tachyoncannon_s3,item_NameBANU_TachyonCannon_S3,item_NameBANU_TachyonCannon_S3_short,item_DescBANU_TachyonCannon_S3,,3,1,Gun,1024,,,,,,
behr_ballisticcannon_s4,item_NameBEHR_BallisticCannon_S4,item_NameBEHR_BallisticCannon_S4_short,item_DescBEHR_BallisticCannon_S4,,4,1,Gun,1650,,,,,,
behr_ballisticcannon_s7_idris,item_NameHRST_BallisticCannon_S7,item_NameHRST_BallisticCannon_S7_short,item_DescHRST_BallisticCannon_S7,,7,1,Gun,6750,,,,,,
behr_ballisticcannon_vng_s2,item_NameBEHR_BallisticCannon_VNG_S2,item_NameBEHR_BallisticCannon_VNG_S2_short,item_DescBEHR_BallisticCannon_VNG_S2,,2,1,Gun,550,,,,,,
behr_ballisticgatling_hornet_bespoke,item_NameBEHR_BallisticGatling_Hornet_Bespoke,item_NameBEHR_BallisticGatling_Hornet_Bespoke,item_DescBEHR_BallisticGatling_Hornet_Bespoke,,4,1,Gun,1500,,,,,,
behr_ballisticgatling_pdc_s1,item_NameBEHR_BallisticGatling_PDC_S1,item_NameBEHR_BallisticGatling_PDC_S1_short,item_DescBEHR_BallisticGatling_PDC_S1,,1,1,Gun,850,,,,,,
behr_ballisticgatling_s4,item_NameBEHR_BallisticGatling_S4,item_NameBEHR_BallisticGatling_S4_short,item_DescBEHR_BallisticGatling_S4,,4,1,Gun,1650,,,,,,
behr_ballisticgatling_s5,item_NameBEHR_BallisticGatling_S5,item_NameBEHR_BallisticGatling_S5_short,item_DescBEHR_BallisticGatling_S5,,5,1,Gun,1650,,,,,,
behr_ballisticgatling_s6,item_NameBEHR_BallisticGatling_S6,item_NameBEHR_BallisticGatling_S6_short,item_DescBEHR_BallisticGatling_S6,,6,1,Gun,1650,,,,,,
behr_ballisticgatling_s7,item_NameBEHR_BallisticGatling_SF7B_S7,item_NameBEHR_BallisticGatling_SF7B_S7_short,item_DescBEHR_BallisticGatling_SF7B_S7,,7,1,Gun,6750,,,,,,
behr_ballisticgatling_s7_collector,item_NameBEHR_BallisticGatling_SF7B_S7,item_NameBEHR_BallisticGatling_SF7B_S7_short,item_DescBEHR_BallisticGatling_SF7B_S7,,7,1,Gun,6750,,,,,,
behr_ballisticrepeater_s1,item_NameBEHR_BallisticRepeater_S1,item_NameBEHR_BallisticRepeater_S1_short,item_DescBEHR_BallisticRepeater_S1,,1,1,Gun,525,,,,,,
behr_ballisticrepeater_s2,item_NameBEHR_BallisticRepeater_S2,item_NameBEHR_BallisticRepeater_S2_short,item_DescBEHR_BallisticRepeater_S2,,2,1,Gun,850,,,,,,
behr_ballisticrepeater_s3,item_NameBEHR_BallisticRepeater_S3,item_NameBEHR_BallisticRepeater_S3_short,item_DescBEHR_BallisticRepeater_S3,,3,1,Gun,1024,,,,,,
behr_ballisticrepeater_vng_s2,item_NameBEHR_BallisticRepeater_VNG_S2,item_NameBEHR_BallisticRepeater_VNG_S2_short,item_DescBEHR_BallisticRepeater_VNG_S2,,2,1,Gun,850,,,,,,
behr_distortioncannon_vng_s2,item_NameBEHR_DistortionCannon_VNG_S2,item_NameBEHR_DistortionCannon_VNG_S2_short,item_DescBEHR_DistortionCannon_VNG_S2,,2,1,Gun,550,,,,,,
behr_distortionrepeater_vng_s2,item_NameBEHR_DistortionRepeater_VNG_S2,item_NameBEHR_DistortionRepeater_VNG_S2_short,item_DescBEHR_DistortionRepeater_VNG_S2,,2,1,Gun,850,,,,,,
behr_javelinballisticcannon_s7,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,,7,1,Gun,6750,,,,,,
behr_javelinballisticcannon_s7_dummy,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,,7,1,Gun,6750,,,,,,
behr_javelinballisticcannon_s7_lowpoly,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,,7,1,Gun,6750,,,,,,
behr_lasercannon_s1,item_NameBEHR_LaserCannon_S1,item_NameBEHR_LaserCannon_S1_short,item_DescBEHR_LaserCannon_S1,,1,1,Gun,550,,,,,,
behr_lasercannon_s1_cleanair,item_NameBEHR_LaserCannon_S1_CleanAir,item_NameBEHR_LaserCannon_S1_CleanAir_short,item_DescBEHR_LaserCannon_S1_CleanAir,,1,1,Gun,550,,,,,,
behr_lasercannon_s2,item_NameBEHR_LaserCannon_S2,item_NameBEHR_LaserCannon_S2_short,item_DescBEHR_LaserCannon_S2,,2,1,Gun,850,,,,,,
behr_lasercannon_s2_cleanair,item_NameBEHR_LaserCannon_S2_CleanAir,item_NameBEHR_LaserCannon_S2_CleanAir_short,item_DescBEHR_LaserCannon_S2_CleanAir,,2,1,Gun,850,,,,,,
behr_lasercannon_s3,item_NameBEHR_LaserCannon_S3,item_NameBEHR_LaserCannon_S3_short,item_DescBEHR_LaserCannon_S3,,3,1,Gun,1024,,,,,,
behr_lasercannon_s3_cleanair,item_NameBEHR_LaserCannon_S3_CleanAir,item_NameBEHR_LaserCannon_S3_CleanAir_short,item_DescBEHR_LaserCannon_S3_CleanAir,,3,1,Gun,1024,,,,,,
behr_lasercannon_s4,item_NameBEHR_LaserCannon_S4,item_NameBEHR_LaserCannon_S4_short,Item_DescBEHR_LaserCannon_S4,,4,1,Gun,2000,,,,,,
behr_lasercannon_s5,item_NameBEHR_LaserCannon_S5,item_NameBEHR_LaserCannon_S5_short,item_DescBEHR_LaserCannon_S5,,5,1,Gun,2500,,,,,,
behr_lasercannon_s6,item_NameBEHR_LaserCannon_S6,item_NameBEHR_LaserCannon_S6_short,item_DescBEHR_LaserCannon_S6,,6,1,Gun,4224,,,,,,
behr_lasercannon_s6_securitynetwork,item_NameBEHR_LaserCannon_S6,item_NameBEHR_LaserCannon_S6_short,item_DescBEHR_LaserCannon_S6,,6,1,Gun,4224,,,,,,
behr_lasercannon_s6_turret,item_NameBEHR_LaserCannon_S6,item_NameBEHR_LaserCannon_S6_short,item_DescBEHR_LaserCannon_S6,,6,1,Gun,4224,,,,,,
behr_lasercannon_s7,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,,7,1,Gun,6750,,,,,,
behr_lasercannon_s7_idris_m,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,,7,1,Gun,100000,,,,,,
behr_lasercannon_s7_idris_m_dummy,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,,7,1,Gun,100000,,,,,,
behr_lasercannon_s7_lowpoly,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,,7,1,Gun,6750,,,,,,
behr_lasercannon_s7_turret,item_NameBEHR_LaserCannon_S7,item_NameBEHR_LaserCannon_S7_short,item_DescBEHR_LaserCannon_S7,,7,1,Gun,6750,,,,,,
behr_lasercannon_s8,item_NameBEHR_LaserCannon_S7,,item_DescBEHR_LaserCannon_S7,,8,1,Gun,10810,,,,,,
behr_lasercannon_s9,item_NameBEHR_LaserCannon_S7,,item_DescBEHR_LaserCannon_S7,,9,1,Gun,17300,,,,,,
behr_lasercannon_s9_lowpoly,item_NameBEHR_LaserCannon_S7,,item_DescBEHR_LaserCannon_S7,,9,1,Gun,17300,,,,,,
behr_lasercannon_sf7e_s7,item_NameBEHR_LaserCannon_SF7E_S7,item_NameBEHR_LaserCannon_SF7E_S7_short,item_DescBEHR_LaserCannon_SF7E_S7,,7,1,Gun,6750,,,,,,
behr_lasercannon_sf7e_s7_collector,item_NameBEHR_LaserCannon_SF7E_S7,item_NameBEHR_LaserCannon_SF7E_S7_short,item_DescBEHR_LaserCannon_SF7E_S7,,7,1,Gun,6750,,,,,,
behr_lasercannon_vng_s2,item_NameBEHR_LaserCannon_VNG_S2,item_NameBEHR_LaserCannon_VNG_S2_short,item_DescBEHR_LaserCannon_VNG_S2,,2,1,Gun,850,,,,,,
behr_laserrepeater_pdc_s1,item_NameBEHR_LaserRepeater_PDC_S1,,item_DescBEHR_LaserRepeater_PDC_S1,,1,1,Gun,800,,,,,,
behr_laserrepeater_s10,item_NameBEHR_LaserRepeater_VNG_S2,,item_DescBEHR_LaserRepeater_VNG_S2,,10,1,Gun,20000,,,,,,
behr_laserrepeater_s10_securitynetwork,item_NameBEHR_LaserRepeater_VNG_S2,,item_DescBEHR_LaserRepeater_VNG_S2,,10,1,Gun,20000,,,,,,
behr_laserrepeater_s10_securitynetwork_weak,item_NameBEHR_LaserRepeater_VNG_S2,,item_DescBEHR_LaserRepeater_VNG_S2,,10,1,Gun,20000,,,,,,
behr_laserrepeater_vng_s2,item_NameBEHR_LaserRepeater_VNG_S2,item_NameBEHR_LaserRepeater_VNG_S2_short,item_DescBEHR_LaserRepeater_VNG_S2,,2,1,Gun,850,,,,,,
behr_massdriver_s12,item_NameBEHR_LaserCannon_S7,,item_DescBEHR_LaserCannon_S7,,12,1,Gun,708660,,,,,,
behr_nova_ballisticgatling_s5,item_NameBEHR_BallisticGatling_NOVA_S5,item_NameBEHR_BallisticGatling_NOVA_S5_short,item_DescBEHR_BallisticGatling_NOVA_S5,,5,1,Gun,4224,,,,,,
bengal_ballisticcannon_s7,item_NameGATS_BallisticCannon_S3,,item_DescGATS_BallisticCannon_S3,,7,1,Gun,10240,,,,,,
bengal_ballisticcannon_s8,item_NameGATS_BallisticCannon_S3,,item_DescGATS_BallisticCannon_S3,,8,1,Gun,10240,,,,,,
bengal_ballisticgatling_s6,item_NameAPAR_BallisticGatling_S4,,item_DescAPAR_BallisticGatling_S4,,6,1,Gun,16500,,,,,,
bengal_turret_ballisticcannon_s8,item_NameHRST_Nova_BallisticCannon_S5,item_NameHRST_Nova_BallisticCannon_S5_short,item_DescHRST_Nova_BallisticCannon_S5,,5,1,Gun,20000,,,,,,
brra_lasercannon_ap_automatedturret,LOC_PLACEHOLDER,,LOC_PLACEHOLDER,,1,1,Gun,100,,,,,,
aegs_emp_device_s4,item_NameAEGS_EMP_Device,item_NameAEGS_EMP_Device,item_DescAEGS_EMP_Device,,4,1,UNDEFINED,150,,,,,,
aegs_emp_sentinel_s4,item_NameAEGS_EMP_Sentinel_S4,item_NameAEGS_EMP_Sentinel_S4_short,item_DescAEGS_EMP_Sentinel_S4,,4,1,UNDEFINED,150,,,,,,
anvl_hawk_emp_device_s2,item_NameMXOX_EMP_Device,item_NameMXOX_EMP_Device,item_DescMXOX_EMP_Device,,2,1,UNDEFINED,150,,,,,,
mxox_emp_device_s2,item_NameMXOX_EMP_Device,item_NameMXOX_EMP_Device,item_DescMXOX_EMP_Device,,2,1,UNDEFINED,150,,,,,,
rsi_mantis_emp_device,item_NameMXOX_EMP_Device,,item_DescMXOX_EMP_Device,,2,1,UNDEFINED,150,,,,,,
rsi_scorpius_emp_device,item_NameRSI_EMP_Magstrand_S4,item_NameRSI_EMP_Magstrand_S4,item_DescRSI_EMP_Magstrand_S4,,4,1,UNDEFINED,150,,,,,,
tmbl_emp_device_s1,item_NameMXOX_EMP_Device,item_NameMXOX_EMP_Device,item_DescMXOX_EMP_Device,,1,1,UNDEFINED,150,,,,,,
espr_ballisticcannon_s1,item_NameESPR_BallisticCannon_S1,item_NameESPR_BallisticCannon_S1_short,item_DescESPR_BallisticCannon_S1,,1,1,Gun,550,,,,,,
espr_ballisticcannon_s2,item_NameESPR_BallisticCannon_S2,item_NameESPR_BallisticCannon_S2_short,item_DescESPR_BallisticCannon_S2,,2,1,Gun,550,,,,,,
espr_ballisticcannon_s3,item_NameESPR_BallisticCannon_S3,item_NameESPR_BallisticCannon_S3_short,item_DescESPR_BallisticCannon_S3,,3,1,Gun,550,,,,,,
espr_ballisticcannon_s4,item_NameESPR_BallisticCannon_S4,item_NameESPR_BallisticCannon_S4_short,item_DescESPR_BallisticCannon_S4,,4,1,Gun,550,,,,,,
espr_ballisticcannon_s5,item_NameESPR_BallisticCannon_S5,item_NameESPR_BallisticCannon_S5_short,item_DescESPR_BallisticCannon_S5,,5,1,Gun,550,,,,,,
espr_ballisticcannon_s6,item_NameESPR_BallisticCannon_S6,item_NameESPR_BallisticCannon_S6_short,item_DescESPR_BallisticCannon_S6,,6,1,Gun,550,,,,,,
espr_lasercannon_s1,item_NameESPR_LaserCannon_S1,item_NameESPR_LaserCannon_S1_short,item_DescESPR_LaserCannon_S1,,1,1,Gun,550,,,,,,
espr_lasercannon_s2,item_NameESPR_LaserCannon_S2,item_NameESPR_LaserCannon_S2_short,item_DescESPR_LaserCannon_S2,,2,1,Gun,550,,,,,,
espr_lasercannon_s3,item_NameESPR_LaserCannon_S3,item_NameESPR_LaserCannon_S3_short,item_DescESPR_LaserCannon_S3,,3,1,Gun,550,,,,,,
espr_lasercannon_s4,item_NameESPR_LaserCannon_S4,item_NameESPR_LaserCannon_S4_short,item_DescESPR_LaserCannon_S4,,4,1,Gun,550,,,,,,
espr_lasercannon_s5,item_NameESPR_LaserCannon_S5,item_NameESPR_LaserCannon_S5_short,item_DescESPR_LaserCannon_S5,,5,1,Gun,550,,,,,,
espr_lasercannon_s6,item_NameESPR_LaserCannon_S6,item_NameESPR_LaserCannon_S6_short,item_DescESPR_LaserCannon_S6,,6,1,Gun,550,,,,,,
gats_ballisticcannon_s1,item_NameGATS_BallisticCannon_S1,item_NameGATS_BallisticCannon_S1_short,item_DescGATS_BallisticCannon_S1,,1,1,Gun,550,,,,,,
gats_ballisticcannon_s2,item_NameGATS_BallisticCannon_S2,item_NameGATS_BallisticCannon_S2_short,item_DescGATS_BallisticCannon_S2,,2,1,Gun,850,,,,,,
gats_ballisticcannon_s3,item_NameGATS_BallisticCannon_S3,item_NameGATS_BallisticCannon_S3_short,item_DescGATS_BallisticCannon_S3,,3,1,Gun,1024,,,,,,
gats_ballisticgatling_s1,item_NameGATS_BallisticGatling_S1,item_NameGATS_BallisticGatling_S1_short,item_DescGATS_BallisticGatling_S1,,1,1,Gun,550,,,,,,
gats_ballisticgatling_s2,item_NameGATS_BallisticGatling_S2,item_NameGATS_BallisticGatling_S2_short,item_DescGATS_BallisticGatling_S2,,2,1,Gun,850,,,,,,
gats_ballisticgatling_s3,item_NameGATS_BallisticGatling_S3,item_NameGATS_BallisticGatling_S3_short,item_DescGATS_BallisticGatling_S3,,3,1,Gun,1500,,,,,,
glsn_ballisticgatling_s4,item_NameGLSN_BallisticGatling_S4,item_NameGLSN_BallisticGatling_S4_short,item_DescGLSN_BallisticGatling_S4,,4,1,Gun,1800,,,,,,
glsn_laserrepeater_s3,item_NameGLSN_LaserRepeater_S3,item_NameGLSN_LaserRepeater_S3_short,item_DescGLSN_LaserRepeater_S3,,3,1,Gun,1200,,,,,,
grin_tractorbeam_s1,item_NameGRIN_TractorBeam_002_S1,item_NameGRIN_TractorBeam_002_S1,item_DescGRIN_TractorBeam_002_shared,,1,1,UNDEFINED,1050,,,,,,
grin_tractorbeam_s2,item_NameGRIN_TractorBeam_002_S2,item_NameGRIN_TractorBeam_002_S2,item_DescGRIN_TractorBeam_002_shared,,2,1,UNDEFINED,1050,,,,,,
grin_tractorbeam_s3,item_NameGRIN_TractorBeam_002_S3,item_NameGRIN_TractorBeam_002_S3,item_DescGRIN_TractorBeam_002_shared,,3,1,UNDEFINED,1050,,,,,,
hrst_laserbeam_bespoke,item_NameHRST_LaserBeam_S10_Bespoke,,item_DescHRST_LaserBeam_S10_Bespoke,,10,1,Gun,750000,,,,,,
hrst_laserrepeater_s1,item_NameHRST_LaserRepeater_S1,item_NameHRST_LaserRepeater_S1_short,item_DescHRST_LaserRepeater_S1,,1,1,Gun,524,,,,,,
hrst_laserrepeater_s2,item_NameHRST_LaserRepeater_S2,item_NameHRST_LaserRepeater_S2_short,item_DescHRST_LaserRepeater_S2,,2,1,Gun,850,,,,,,
hrst_laserrepeater_s3,item_NameHRST_LaserRepeater_S3,item_NameHRST_LaserRepeater_S3_short,item_DescHRST_LaserRepeater_S3,,3,1,Gun,1024,,,,,,
hrst_laserrepeater_s4,item_NameHRST_LaserRepeater_S4,item_NameHRST_LaserRepeater_S4_short,item_DescHRST_LaserRepeater_S4,,4,1,Gun,1650,,,,,,
hrst_laserrepeater_s4_turret,item_NameHRST_LaserRepeater_S4,item_NameHRST_LaserRepeater_S4_short,item_DescHRST_LaserRepeater_S4,,4,1,Gun,1650,,,,,,
hrst_laserrepeater_s5,item_NameHRST_LaserRepeater_S5,item_NameHRST_LaserRepeater_S5_short,item_DescHRST_LaserRepeater_S5,,5,1,Gun,2640,,,,,,
hrst_laserrepeater_s6,item_NameHRST_LaserRepeater_S6,item_NameHRST_LaserRepeater_S6_short,item_DescHRST_LaserRepeater_S6,,6,1,Gun,4224,,,,,,
hrst_laserscattergun_s1,item_NameHRST_LaserScattergun_S1,item_NameHRST_LaserScattergun_S1_short,item_DescHRST_LaserScattergun_S1,,1,1,Gun,1550,,,,,,
hrst_laserscattergun_s2,item_NameHRST_LaserScattergun_S2,item_NameHRST_LaserScattergun_S2_short,item_DescHRST_LaserScattergun_S2,,2,1,Gun,1550,,,,,,
hrst_laserscattergun_s3,item_NameHRST_LaserScattergun_S3,item_NameHRST_LaserScattergun_S3_short,item_DescHRST_LaserScattergun_S3,,3,1,Gun,1550,,,,,,
hrst_nova_ballisticcannon_s5,item_NameHRST_Nova_BallisticCannon_S5,item_NameHRST_Nova_BallisticCannon_S5_short,item_DescHRST_Nova_BallisticCannon_S5,,5,1,Gun,20000,,,,,,
hrst_storm_laserrepeater_s3,item_NameHRST_Storm_LaserRepeater_S3,item_NameHRST_Storm_LaserRepeater_S3_short,item_DescHRST_Storm_LaserRepeater_S3,,3,1,Gun,1024,,,,,,
jokr_distortioncannon_s1,item_NameJOKR_DistortionCannon_S1,item_NameJOKR_DistortionCannon_S1_short,item_DescJOKR_DistortionCannon_S1,,1,1,Gun,550,,,,,,
jokr_distortioncannon_s2,item_NameJOKR_DistortionCannon_S2,item_NameJOKR_DistortionCannon_S2_short,item_DescJOKR_DistortionCannon_S2,,2,1,Gun,850,,,,,,
jokr_distortioncannon_s3,item_NameJOKR_DistortionCannon_S3,item_NameJOKR_DistortionCannon_S3_short,item_DescJOKR_DistortionCannon_S3,,3,1,Gun,1024,,,,,,
kbar_ballisticcannon_s1,item_NameKBAR_BallisticCannon_S1,item_NameKBAR_BallisticCannon_S1_short,item_DescKBAR_BallisticCannon_S1,,1,1,Gun,850,,,,,,
kbar_ballisticcannon_s2,item_NameKBAR_BallisticCannon_S2,item_NameKBAR_BallisticCannon_S2_short,item_DescKBAR_BallisticCannon_S2,,2,1,Gun,850,,,,,,
kbar_ballisticcannon_s3,item_NameKBAR_BallisticCannon_S3,item_NameKBAR_BallisticCannon_S3_short,item_DescKBAR_BallisticCannon_S3,,3,1,Gun,2850,,,,,,
klwe_laserrepeater_pdc_s2,item_NameKLWE_LaserRepeater_S2,item_NameKLWE_LaserRepeater_S2_short,item_DescKLWE_LaserRepeater_S2,,2,1,Gun,850,,,,,,
klwe_laserrepeater_s1,item_NameKLWE_LaserRepeater_S1,item_NameKLWE_LaserRepeater_S1_short,item_DescKLWE_LaserRepeater_S1,,1,1,Gun,525,,,,,,
klwe_laserrepeater_s1_atls,item_NameKLWE_LaserRepeater_S1,item_NameKLWE_LaserRepeater_S1_short,item_DescKLWE_LaserRepeater_S1,,1,1,Gun,525,,,,,,
klwe_laserrepeater_s2,item_NameKLWE_LaserRepeater_S2,item_NameKLWE_LaserRepeater_S2_short,item_DescKLWE_LaserRepeater_S2,,2,1,Gun,850,,,,,,
klwe_laserrepeater_s3,item_NameKLWE_LaserRepeater_S3,item_NameKLWE_LaserRepeater_S3_short,item_DescKLWE_LaserRepeater_S3,,3,1,Gun,1500,,,,,,
klwe_laserrepeater_s4,item_NameKLWE_LaserRepeater_S4,item_NameKLWE_LaserRepeater_S4_short,item_DescKLWE_LaserRepeater_S4,,4,1,Gun,1650,,,,,,
klwe_laserrepeater_s4_lowpoly,item_NameKLWE_LaserRepeater_S4,item_NameKLWE_LaserRepeater_S4_short,item_DescKLWE_LaserRepeater_S4,,4,1,Gun,1650,,,,,,
klwe_laserrepeater_s5,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,,5,1,Gun,2640,,,,,,
klwe_laserrepeater_s5_idris_m,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,,5,1,Gun,78000,,,,,,
klwe_laserrepeater_s5_lowpoly,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,,5,1,Gun,2640,,,,,,
klwe_laserrepeater_s5_turret,item_NameKLWE_LaserRepeater_S5,item_NameKLWE_LaserRepeater_S5_short,item_DescKLWE_LaserRepeater_S5,,5,1,Gun,,,,,,,
klwe_laserrepeater_s6,item_NameKLWE_LaserRepeater_S6,item_NameKLWE_LaserRepeater_S6_short,item_DescKLWE_LaserRepeater_S6,,6,1,Gun,4224,,,,,,
klwe_laserrepeater_s6_lowpoly,item_NameKLWE_LaserRepeater_S6,item_NameKLWE_LaserRepeater_S6_short,item_DescKLWE_LaserRepeater_S6,,6,1,Gun,4224,,,,,,
klwe_massdriver_s1,item_NameKLWE_MassDriver_S1,item_NameKLWE_MassDriver_S1_short,item_DescKLWE_MassDriver_S1,,1,1,Gun,1050,,,,,,
klwe_massdriver_s10,item_NameKLWE_MassDriver_S10,item_NameKLWE_MassDriver_S10_short,item_DescKLWE_MassDriver_S10,,10,1,Gun,727680,,,,,,
klwe_massdriver_s10_lowpoly,item_NameKLWE_MassDriver_S10,item_NameKLWE_MassDriver_S10_short,item_DescKLWE_MassDriver_S10,,10,1,Gun,727680,,,,,,
klwe_massdriver_s2,item_NameKLWE_MassDriver_S2,item_NameKLWE_MassDriver_S2_short,item_DescKLWE_MassDriver_S2,,2,1,Gun,2050,,,,,,
