Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Type,Ammo Quantity,Ammo Speed,Ammo Lifetime,Signature IR,Signature CS,Signature EM
aegs_sabre_cml_chaff,item_NameAEGS_Sabre_CML_Chaff,hud_countermeasure_smokescreen,item_DescAEGS_Sabre_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
aegs_sabre_cml_flare,item_NameAEGS_Sabre_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Sabre_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_asgard_cml_chaff,item_NameAEGS_Gladius_CML_Chaff,hud_countermeasure_smokescreen,item_DescAEGS_Gladius_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_asgard_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_cml_decoy_small,item_NameANVL_CML_Flare,hud_countermeasure_decoy,item_DescANVL_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_cml_noise_small,item_NameANVL_CML_Chaff,hud_countermeasure_smokescreen,item_DescANVL_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_f7a_cml_chaff,item_NameANVL_CML_Chaff,hud_countermeasure_smokescreen,item_DescANVL_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_f7a_cml_flare,item_NameANVL_CML_Flare,hud_countermeasure_decoy,item_DescANVL_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_f7a_mk1_cml_chaff,item_NameANVL_CML_Chaff,hud_countermeasure_smokescreen,item_DescANVL_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_f7a_mk1_cml_flare,item_NameANVL_CML_Flare,hud_countermeasure_decoy,item_DescANVL_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_gladiator_cml_chaff,item_NameANVL_Gladiator_CML_Chaff,hud_countermeasure_smokescreen,item_DescANVL_Gladiator_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_gladiator_cml_flare,item_NameANVL_Gladiator_CML_Flare,hud_countermeasure_decoy,item_DescANVL_Gladiator_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_hawk_cml_chaff,item_NameANVL_CML_Chaff,hud_countermeasure_smokescreen,item_DescANVL_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_hawk_cml_flare,item_NameANVL_CML_Flare,hud_countermeasure_decoy,item_DescANVL_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_hurricane_cml_chaff,item_NameANVL_CML_Chaff,hud_countermeasure_smokescreen,item_DescANVL_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_hurricane_cml_flare,item_NameANVL_CML_Flare,hud_countermeasure_decoy,item_DescANVL_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_paladin_cml_chaff,item_NameANVL_CML_Chaff,hud_countermeasure_smokescreen,item_DescANVL_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_paladin_cml_flare,item_NameANVL_CML_Flare,hud_countermeasure_decoy,item_DescANVL_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_valkyrie_cml_chaff,item_NameAEGS_Gladius_CML_Chaff,hud_countermeasure_smokescreen,item_DescAEGS_Gladius_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
anvl_valkyrie_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
argo_cml_chaff_small,item_NameAEGS_Gladius_CML_Chaff,hud_countermeasure_smokescreen,item_DescAEGS_Gladius_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
argo_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
argo_mpuv_cml_chaff_small,item_NameAEGS_Gladius_CML_Chaff,hud_countermeasure_smokescreen,item_DescAEGS_Gladius_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
argo_mpuv_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
argo_raft_cml_chaff_small,item_NameAEGS_Gladius_CML_Chaff,hud_countermeasure_smokescreen,item_DescAEGS_Gladius_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
argo_raft_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
argo_srv_cml_chaff_small,item_NameAEGS_Gladius_CML_Chaff,hud_countermeasure_smokescreen,item_DescAEGS_Gladius_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
argo_srv_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
cnou_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
cnou_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
cnou_hoverquad_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,,0,1,CountermeasureLauncher,1000,,,,,,,
cnou_hoverquad_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,,0,1,CountermeasureLauncher,1000,,,,,,,
cnou_nomad_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
cnou_nomad_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_cml_decoy_big,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_cml_noise_big,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_intrepid_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_intrepid_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_spirit_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_spirit_cml_flare,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starfighter_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starfighter_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starlifter_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starlifter_cml_chaff_rear_right,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starlifter_cml_chaff_top_right,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starlifter_cml_chaff_under_right,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starlifter_cml_flare,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starlifter_cml_flare_rear_left,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starlifter_cml_flare_top_left,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
crus_starlifter_cml_flare_under_left,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_clipper_cml_decoy,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_clipper_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_corsair_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,2,1,CountermeasureLauncher,1000,,,,,,,
drak_corsair_cml_decoy,item_NameJOKR_Defcon_CML_Flare,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,2,1,CountermeasureLauncher,1000,,,,,,,
drak_cutter_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_cutter_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_dragonfly_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_dragonfly_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_golem_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_golem_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_vulture_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
drak_vulture_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
espr_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
espr_cml_decoy_talon,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
espr_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
espr_cml_noise_talon,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
espr_prowler_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
espr_prowler_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
gama_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
gama_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
gama_syulen_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
gama_syulen_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
jokr_defcon_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
jokr_defcon_cml_flare,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
krig_wolf_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
krig_wolf_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_fortune_cml_chaff,item_NameMISC_Prospector_CML_Chaff,hud_countermeasure_smokescreen,item_DescMISC_Prospector_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_fortune_cml_flare,item_NameMISC_Prospector_CML_Flare,hud_countermeasure_decoy,item_DescMISC_Prospector_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_fury_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_fury_cml_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_hull_a_cml_chaff,item_NameMISC_Prospector_CML_Chaff,hud_countermeasure_smokescreen,item_DescMISC_Prospector_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_hull_a_cml_flare,item_NameMISC_Prospector_CML_Flare,hud_countermeasure_decoy,item_DescMISC_Prospector_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_hull_c_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_hull_c_cml_flare,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_prospector_cml_chaff,item_NameMISC_Prospector_CML_Chaff,hud_countermeasure_smokescreen,item_DescMISC_Prospector_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_prospector_cml_flare,item_NameMISC_Prospector_CML_Flare,hud_countermeasure_decoy,item_DescMISC_Prospector_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_razor_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_razor_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_reliant_cml_chaff,item_NameMISC_Reliant_CML_Chaff,hud_countermeasure_smokescreen,item_DescMISC_Reliant_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_reliant_cml_flare,item_NameMISC_Reliant_CML_Flare,hud_countermeasure_decoy,item_DescMISC_Reliant_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_starlancer_cml_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
misc_starlancer_cml_flare,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
mrai_guardian_cml_decoy,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
mrai_guardian_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
orig_cml_decoy_small,item_NameORIG_CML_Chaff,hud_countermeasure_decoy,item_DescORIG_CML_Chaff,,2,1,CountermeasureLauncher,1000,,,,,,,
orig_cml_noise_small,item_NameORIG_CML_Chaff,hud_countermeasure_smokescreen,item_DescORIG_CML_Chaff,,2,1,CountermeasureLauncher,1000,,,,,,,
orig_m50_cml_chaff,item_NameORIG_CML_Chaff,hud_countermeasure_smokescreen,item_DescORIG_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
orig_m50_cml_flare,item_NameORIG_CML_Chaff,hud_countermeasure_decoy,item_DescORIG_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
orig_x1_cml_chaff,LOC_PLACEHOLDER,hud_countermeasure_smokescreen,LOC_PLACEHOLDER,,0,1,CountermeasureLauncher,1000,,,,,,,
orig_x1_cml_flare,LOC_PLACEHOLDER,hud_countermeasure_decoy,LOC_PLACEHOLDER,,0,1,CountermeasureLauncher,1000,,,,,,,
rsi_apollo_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_apollo_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_aurora_mk2_chaff,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_aurora_mk2_flare,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_cml_chaff,item_NameRSI_CML_Chaff,hud_countermeasure_smokescreen,item_DescRSI_CML_Chaff,,2,1,CountermeasureLauncher,1000,,,,,,,
rsi_cml_decoy_small,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_cml_decoy_small_gs,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_cml_flare,item_NameRSI_CML_Flare,hud_countermeasure_decoy,item_DescRSI_CML_Flare,,2,1,CountermeasureLauncher,1000,,,,,,,
rsi_cml_noise_small,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_cml_noise_small_gs,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_constellation_cml_decoy,item_NameAEGS_Gladius_CML_Flare,hud_countermeasure_decoy,item_DescAEGS_Gladius_CML_Flare,,2,1,CountermeasureLauncher,1000,,,,,,,
rsi_constellation_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,2,1,CountermeasureLauncher,1000,,,,,,,
rsi_mantis_cml_chaff,item_NameRSI_CML_Chaff,hud_countermeasure_smokescreen,item_DescRSI_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_mantis_cml_flare,item_NameAmmoBox_RSI_Flares,hud_countermeasure_decoy,item_DescAmmoBox_RSI_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_meteor_cml_chaff,item_NameRSI_CML_Chaff,hud_countermeasure_smokescreen,item_DescRSI_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_meteor_cml_flare,item_NameAmmoBox_RSI_Flares,hud_countermeasure_decoy,item_DescAmmoBox_RSI_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_perseus_cml_decoy,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_perseus_cml_noise,item_NameJOKR_Defcon_CML_Chaff,hud_countermeasure_smokescreen,item_DescJOKR_Defcon_CML_Chaff,,1,1,CountermeasureLauncher,1000,,,,,,,
rsi_polaris_cml_decoy,item_NameAmmobox_JOKR_Defcon_Flares,hud_countermeasure_decoy,item_DescAmmobox_JOKR_Defcon_Flares,,1,1,CountermeasureLauncher,1000,,,,,,,
