Generator Class,Contract ID,Contract Debug Name,Template Class,Description Key,Description Key Role,Contract Intel,Time Limit,Contract Buy In Amount,Difficulty Profile Class,Record GUID,Record Path
HighpointWildernessSpecialists_KillAnimals,8fb184a3-a67b-4b49-afb5-d896443fe127,HWS_Pyro_RegionA_E_DerelictOutposts_NearOutposts_KillAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Desc_E_001,primary,Time Limit: 10 min,10,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,061e5420-b600-4635-9c19-ff010e11b36f,CFP_Pyro_RegionA_M_DerelictOutposts_NearOutposts_KillAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Nearoutposts_Desc_M_001,primary,Time Limit: 15 min,15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,9dadbe9e-2369-4d0d-b6c3-fb40c2e3c7d3,CFP_Pyro_RegionB_M_Derelicts_EliminateAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Desc_M_001,primary,Time Limit: 15 min,15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,a4706b7a-99dc-486a-857b-9ecb7476e3fa,CFP_Pyro_RegionB_H_Derelicts_EliminateAnimals,KillAnimals_AtLocation,Highpoint_KillAnimals_Derelictoutpostscaves_Desc_H_001,primary,Time Limit: 20 min,20,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
HighpointWildernessSpecialists_KillAnimals,c97cbd8c-98a1-4749-a4db-80ac7c27fca9,CFP_Pyro_RegionC_Caves_M_KillAnimals,KillAnimals_AtLocation,Highpoint_Killanimals_Derelictoutpostscaves_Desc_M_001,primary,Time Limit: 15 min,15,,General,ef092d52-1a67-4502-a404-b322ca766f59,libs/foundry/records/contracts/contractgenerator/academyofsciences_guild/highpoint wilderness specialists/highpointwildernessspecialists_killanimals.xml
ConstantineHurston_Generator,46394c8f-5eb1-bc33-4c9d-6afffd0c548f,ConstantineHurston_InitialInvite,InitialInvite,mg_constantine_invite_desc,primary,Time Limit: 5 min,5,,General,09c2e2ce-3bab-41f1-ac79-e9e509f46184,libs/foundry/records/contracts/contractgenerator/constantinehurston_generator.xml
ConstantineHurston_Generator,46394c8f-5eb1-bc33-4c9d-6afffd0c548f,ConstantineHurston_InitialInvite,InitialInvite,mg_constantine_invite_desc_0001,variant,Time Limit: 5 min,5,,General,09c2e2ce-3bab-41f1-ac79-e9e509f46184,libs/foundry/records/contracts/contractgenerator/constantinehurston_generator.xml
Event_Luminalia,880a9c42-35e4-4fe6-8110-c804e657b826,Luminalia_1,Courier,LocalDelivery_desc,primary,Time Limit: 20 min,20,,Event_DifficultyProfile,ce59ca95-997e-4301-adfa-a1cfaa131a02,libs/foundry/records/contracts/contractgenerator/event_luminalia.xml
Event_Luminalia,46075c79-e0ec-4863-917d-6eebd64913bb,Luminalia_2,Courier,LocalDelivery_desc,primary,Time Limit: 22 min,22,,Event_DifficultyProfile,ce59ca95-997e-4301-adfa-a1cfaa131a02,libs/foundry/records/contracts/contractgenerator/event_luminalia.xml
Event_Luminalia,7b2aaadd-256d-485e-8c9d-52b5a3dde749,Luminalia_3,Courier,LocalDelivery_desc,primary,Time Limit: 25 min,25,,Event_DifficultyProfile,ce59ca95-997e-4301-adfa-a1cfaa131a02,libs/foundry/records/contracts/contractgenerator/event_luminalia.xml
GoblinG_Generator,3d85de42-90d8-420e-a92a-15eca300b14f,GoblinG_ResourceGathering_Stanton1_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_Hurston_ResourceGathering_Desc_Intro,primary,Time Limit: 30 min,30,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,5091ec5c-430f-48f9-ba57-c7bd1314351f,GoblinG_RecoverCargo_S_Stanton1,RecoverCargo_MultiDropOff,GoblinG_Hurston_RecoverCargo_S_Desc,primary,Time Limit: 23.2 min,23.2,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,4b0b5409-4104-452f-9205-d466a1d8a307,GoblinG_RecoverCargo_L_Stanton1,RecoverCargo_MultiDropOff,GoblinG_Hurston_RecoverCargo_L_Desc,primary,Time Limit: 31.4 min,31.4,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,634be5cd-a038-48e9-aa8d-49ad15eade7c,GoblinG_RecoverCargoFPS_S_Stanton1,RecoverCargoFPS_MultiDropOff,GoblinG_Hurston_RecoverCargoFPS_S_Desc,primary,Time Limit: 21 min,21,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,4f777949-5f13-4d9f-9d36-745c8aa120d5,GoblinG_RecoverCargoFPS_L_Stanton1,RecoverCargoFPS_MultiDropOff,GoblinG_Hurston_RecoverCargoFPS_L_Desc,primary,Time Limit: 37 min,37,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,61e72556-bfd6-4b9f-af4c-817e9d9202b0,GoblinG_SupportAttackedShip_S_Stanton1,SupportAttackedShip,GoblinG_Hurston_SupportAttackedShip_S_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,cf230e93-0c70-4ffc-b929-bca331cc6a96,GoblinG_SupportAttackedShip_L_Stanton1,SupportAttackedShip,GoblinG_Hurston_SupportAttackedShip_L_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,6a1de984-7ac6-4f11-afc2-f08d3e2a9976,GoblinG_HaulCargo_S_Stanton1,HaulCargo_AtoB_GoblinG_Small,GoblinG_Hurston_HaulCargo_S_Desc,primary,Time Limit: 16.2 min,16.2,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,246286df-b162-4abd-8c5a-39a2f014c16a,GoblinG_HaulCargo_M_Stanton1,HaulCargo_AtoB_GoblinG_Medium,GoblinG_Hurston_HaulCargo_M_Desc,primary,Time Limit: 17.8 min,17.8,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,27beda25-ba0e-4fff-b6ec-a08c22dfaffa,GoblinG_HaulCargo_L_Stanton1,HaulCargo_AtoB_GoblinG_Large,GoblinG_Hurston_HaulCargo_L_Desc,primary,Time Limit: 31 min,31,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,96304826-e085-4e86-b2c4-bb58cedc073d,GoblinG_ResourceGathering_Stanton2_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_Crusader_ResourceGathering_Desc_Intro,primary,Time Limit: 30 min,30,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,dfb41f8f-c0a4-45d4-ae17-94ba18bf7884,GoblinG_RecoverCargo_S_Stanton2,RecoverCargo_MultiDropOff,GoblinG_Crusader_RecoverCargo_S_Desc,primary,Time Limit: 23.2 min,23.2,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,9a1dcf89-b5df-4787-a62e-65e5c74d84f7,GoblinG_RecoverCargo_L_Stanton2,RecoverCargo_MultiDropOff,GoblinG_Crusader_RecoverCargo_L_Desc,primary,Time Limit: 31.4 min,31.4,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,8abf7ff6-9f52-4421-a3c3-16a9aae6a9d7,GoblinG_RecoverCargoFPS_S_Stanton2,RecoverCargoFPS_MultiDropOff,GoblinG_Crusader_RecoverCargoFPS_S_Desc,primary,Time Limit: 21 min,21,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,79c55573-9a7e-4dad-8fce-5927f6527770,GoblinG_RecoverCargoFPS_L_Stanton2,RecoverCargoFPS_MultiDropOff,GoblinG_Crusader_RecoverCargoFPS_L_Desc,primary,Time Limit: 37 min,37,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,6b64a540-6119-4d66-b07e-9635ef3ca7cb,GoblinG_SupportAttackedShip_S_Stanton2,SupportAttackedShip,GoblinG_Crusader_SupportAttackedShip_S_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,ba634a53-25e6-4d01-9a82-4840dbbdbd98,GoblinG_SupportAttackedShip_L_Stanton2,SupportAttackedShip,GoblinG_Crusader_SupportAttackedShip_L_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,d71aff54-93ec-4e95-a90c-b406f8694a73,GoblinG_HaulCargo_S_Stanton2,HaulCargo_AtoB_GoblinG_Small,GoblinG_Crusader_HaulCargo_S_Desc,primary,Time Limit: 16.2 min,16.2,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,b0ba7674-734b-48b2-9e83-65864d310451,GoblinG_HaulCargo_M_Stanton2,HaulCargo_AtoB_GoblinG_Medium,GoblinG_Crusader_HaulCargo_M_Desc,primary,Time Limit: 17.8 min,17.8,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,a88cb977-4069-41ea-b5f3-378e3ee0ef29,GoblinG_HaulCargo_L_Stanton2,HaulCargo_AtoB_GoblinG_Large,GoblinG_Crusader_HaulCargo_L_Desc,primary,Time Limit: 31 min,31,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,5789f55c-ac78-4518-8d93-4d7ec07ecdf4,GoblinG_ResourceGathering_Stanton3_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_ArcCorp_ResourceGathering_Desc_Intro,primary,Time Limit: 30 min,30,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,3f31ac8c-d187-44d1-9ba7-fd3506772303,GoblinG_RecoverCargo_S_Stanton3,RecoverCargo_MultiDropOff,GoblinG_ArcCorp_RecoverCargo_S_Desc,primary,Time Limit: 23.2 min,23.2,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,b1107eba-e4a7-43a5-9f98-7222303b11fb,GoblinG_RecoverCargo_L_Stanton3,RecoverCargo_MultiDropOff,GoblinG_ArcCorp_RecoverCargo_L_Desc,primary,Time Limit: 31.4 min,31.4,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,9754a26e-869b-4fb9-bc7b-525bbda48a9f,GoblinG_RecoverCargoFPS_S_Stanton3,RecoverCargoFPS_MultiDropOff,GoblinG_ArcCorp_RecoverCargoFPS_S_Desc,primary,Time Limit: 21 min,21,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,c71e0a0f-9907-45cc-845b-85fb26093a7d,GoblinG_RecoverCargoFPS_L_Stanton3,RecoverCargoFPS_MultiDropOff,GoblinG_ArcCorp_RecoverCargoFPS_L_Desc,primary,Time Limit: 37 min,37,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,1a8266ad-36fc-4405-934f-94c0112ccce5,GoblinG_SupportAttackedShip_S_Stanton3,SupportAttackedShip,GoblinG_ArcCorp_SupportAttackedShip_S_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,0e830405-b810-4cc5-858f-025d6d8cb3e4,GoblinG_SupportAttackedShip_L_Stanton3,SupportAttackedShip,GoblinG_ArcCorp_SupportAttackedShip_L_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,ea742b7e-c65d-4002-b12d-8fae450f6755,GoblinG_HaulCargo_S_Stanton3,HaulCargo_AtoB_GoblinG_Small,GoblinG_ArcCorp_HaulCargo_S_Desc,primary,Time Limit: 16.2 min,16.2,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,80172e80-ccac-49bc-b7f9-fb92169671d2,GoblinG_HaulCargo_M_Stanton3,HaulCargo_AtoB_GoblinG_Medium,GoblinG_ArcCorp_HaulCargo_M_Desc,primary,Time Limit: 17.8 min,17.8,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,534f1446-0829-4dc3-8ed7-73b8c5a568a5,GoblinG_HaulCargo_L_Stanton3,HaulCargo_AtoB_GoblinG_Large,GoblinG_ArcCorp_HaulCargo_L_Desc,primary,Time Limit: 31 min,31,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,5078e27d-7e43-4201-819a-a92d9dc6d225,GoblinG_ResourceGathering_Stanton4_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_MicroTech_ResourceGathering_Desc_Intro,primary,Time Limit: 30 min,30,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,6a716f69-f233-4c0a-9075-0d55c1b87c20,GoblinG_RecoverCargo_S_Stanton4,RecoverCargo_MultiDropOff,GoblinG_MicroTech_RecoverCargo_S_Desc,primary,Time Limit: 23.2 min,23.2,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,74d16d54-77c3-4c96-94b5-9d5847c86703,GoblinG_RecoverCargo_L_Stanton4,RecoverCargo_MultiDropOff,GoblinG_MicroTech_RecoverCargo_L_Desc,primary,Time Limit: 31.5 min,31.5,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,225b2eee-5606-4baf-ad71-b0ec5d37facf,GoblinG_RecoverCargoFPS_S_Stanton4,RecoverCargoFPS_MultiDropOff,GoblinG_MicroTech_RecoverCargoFPS_S_Desc,primary,Time Limit: 21 min,21,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,d8b5e7ae-4072-440b-96aa-469ac92cea2d,GoblinG_RecoverCargoFPS_L_Stanton4,RecoverCargoFPS_MultiDropOff,GoblinG_MicroTech_RecoverCargoFPS_L_Desc,primary,Time Limit: 37 min,37,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,e6fa864a-ef8e-4d57-aefa-a20778a4ab90,GoblinG_SupportAttackedShip_S_Stanton4,SupportAttackedShip,GoblinG_MicroTech_SupportAttackedShip_S_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,99b9940b-441d-4b82-83f2-faec32f58cbd,GoblinG_SupportAttackedShip_L_Stanton4,SupportAttackedShip,GoblinG_MicroTech_SupportAttackedShip_L_Desc,primary,Time Limit: 15 min,15,,General,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,bd74d111-4ac6-4e87-b430-6e3cf4fb6790,GoblinG_HaulCargo_S_Stanton4,HaulCargo_AtoB_GoblinG_Small,GoblinG_MicroTech_HaulCargo_S_Desc,primary,Time Limit: 16.2 min,16.2,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,7193e36c-3b4d-4192-8044-f8254e7fcaa0,GoblinG_HaulCargo_M_Stanton4,HaulCargo_AtoB_GoblinG_Medium,GoblinG_MicroTech_HaulCargo_M_Desc,primary,Time Limit: 17.8 min,17.8,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,1c7af849-bc43-4929-af6c-93ec4cbbccf4,GoblinG_HaulCargo_L_Stanton4,HaulCargo_AtoB_GoblinG_Large,GoblinG_MicroTech_HaulCargo_L_Desc,primary,Time Limit: 31 min,31,,Event_LogisticsProfile,9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
WildstarRacing_Generator,4ff21cdf-a53c-8c1e-f4bf-bbbb8fb7a5bd,WildstarRacing_Race1_LorvilleOutskirts_OpenTrack,TimeTrial,WSTR_TimeTrial_OpenTrack_Desc,primary,Time Limit: 7.3 min,7.3,,General,ecdf89e6-65a1-43c0-9f47-b8d45a31a2f5,libs/foundry/records/contracts/contractgenerator/imperialsportsfederation_guild/wildstarracing_generator.xml
WildstarRacing_Generator,48642be7-e044-bf60-d1da-c4ff2bc19f9c,WildstarRacing_Race2_EuterpeIceBreaker_OpenTrack,TimeTrial,WSTR_TimeTrial_OpenTrack_Desc,primary,Time Limit: 6.4 min,6.4,,General,ecdf89e6-65a1-43c0-9f47-b8d45a31a2f5,libs/foundry/records/contracts/contractgenerator/imperialsportsfederation_guild/wildstarracing_generator.xml
WildstarRacing_Generator,4e8f897c-ad33-5215-0c6a-12f7e42933bb,WildstarRacing_Race3_TheSkyScraper_OpenTrack,TimeTrial,WSTR_TimeTrial_OpenTrack_Desc,primary,Time Limit: 5.5 min,5.5,,General,ecdf89e6-65a1-43c0-9f47-b8d45a31a2f5,libs/foundry/records/contracts/contractgenerator/imperialsportsfederation_guild/wildstarracing_generator.xml
WildstarRacing_Generator,4a9768e0-d635-de09-7466-21ed01bf4899,WildstarRacing_Race4_SnakePit_OpenTrack,TimeTrial,WSTR_TimeTrial_OpenTrack_Desc,primary,Time Limit: 5.4 min,5.4,,General,ecdf89e6-65a1-43c0-9f47-b8d45a31a2f5,libs/foundry/records/contracts/contractgenerator/imperialsportsfederation_guild/wildstarracing_generator.xml
WildstarRacing_Generator,45c48617-5dfa-59b0-f682-5f502c16f0bf,WildstarRacing_Race5_CaplanCircuit_OpenTrack,TimeTrial,WSTR_TimeTrial_OpenTrack_Desc,primary,Time Limit: 7 min,7,,General,ecdf89e6-65a1-43c0-9f47-b8d45a31a2f5,libs/foundry/records/contracts/contractgenerator/imperialsportsfederation_guild/wildstarracing_generator.xml
WildstarRacing_Generator,435ca119-556b-d37c-bbed-0c14f330798b,WildstarRacing_Race6_YadarValley_OpenTrack,TimeTrial,WSTR_TimeTrial_OpenTrack_Desc,primary,Time Limit: 5.7 min,5.7,,General,ecdf89e6-65a1-43c0-9f47-b8d45a31a2f5,libs/foundry/records/contracts/contractgenerator/imperialsportsfederation_guild/wildstarracing_generator.xml
WildstarRacing_Generator,4eef02d4-50c0-1c58-b6b2-5f4b0720c6b5,WildstarRacing_Race7_MinersLament_OpenTrack,TimeTrial,WSTR_TimeTrial_OpenTrack_Desc,primary,Time Limit: 6.9 min,6.9,,General,ecdf89e6-65a1-43c0-9f47-b8d45a31a2f5,libs/foundry/records/contracts/contractgenerator/imperialsportsfederation_guild/wildstarracing_generator.xml
RedWind_Hauling,db9d9b2d-d850-4df1-ab0f-7fa2261e8f62,RedWind_Pyro_SupplyGrade_RegionA_CFP_StationToTradepost_Carbon_CargoHauling_AtoB_Intro,HaulCargo_AtoB_Supply_Carbon,RedWind_HaulCargo_desc_intro,primary,Time Limit: 35 min,35,,Logistics,6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,71fbeb77-a627-4cc2-b7f2-2812938ab6fc,Redwind_Intro,HaulCargo_AtoB_Override,RedWind_HaulCargo_desc_intro,primary,Time Limit: 15 min,15,,General,6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
Klescher_Generator,1464ed09-2099-4102-8672-25f764e278d2,RepairO2Kiosk,RepairO2Kiosk,RepairOxygenKiosk_DescriptionLong,primary,Time Limit: 7.8 min,7.8,,General,50835d56-5f0a-4581-a3db-404e50f7ff29,libs/foundry/records/contracts/contractgenerator/klescher_generator.xml
BountyHuntersGuild_FPS,0b81a651-29e3-4ca2-a3dd-2f2af5d14b40,BHG_FPS_Intro,EliminateSpecific,bhg_bounty_desc_FPS_intro,primary,Time Limit: 3 min,3,,General,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
BountyHuntersGuild_FPS,b0d4d762-5186-40e1-9869-130ce90109d2,BountyHuntersGuild_PAF_EliminateSpecific,EliminateSpecific,bhg_bounty_desc_FPS_intro,primary,Time Limit: 8 min,8,,General,f52b6df3-4a40-418e-b32e-30ac6381d144,libs/foundry/records/contracts/contractgenerator/mercenary_guild/bountyhunterguild/bountyhuntersguild_fps.xml
