description_key,mema_uec,rate_p50,dur_avg,avg_diff,avg_sat,runs
@Covalex_HaulCargo_SingleToMulti_Processed_Stims,333600,2.4,25,2,5,1
@UWC_Refueling_easy_desc_001,178125,7.5,8.6,1.7,4.7,17
@UWC_Refueling_moderate_desc_001,235909,5.45454545454545,19.8,1.8,4.4,13
@HaulCargo_SingleToMulti_desc,361200,2.4,25,2,5,1
@HaulCargo_MultiToSingle_desc,150750,3,20,1,3,1
@HaulCargo_SingleToMulti_desc,322174,2.60869565217391,23,1,5,1
@Covalex_HaulCargo_SingleToMulti_Processed_Mixed_QTFuelHydroFuelShipAmmo,308750,2.5,24,1,5,1
@Covalex_HaulCargo_SingleToMulti_Processed_Mixed_QTFuelHydroFuelShipAmmo,393000,2.4,25,2,5,1
@HaulCargo_MultiToSingle_desc,367800,2.4,25,2,5,1
@HaulCargo_AtoB_desc,343929,2.14285714285714,25.3,2,6,7
@SalvageContractor_Description,,6,13.5,1,7,21
@Covalex_HaulCargo_AToB_Intro_desc,327250,2.75,22,,,2
@Intersec_DefendShip_Desc_Medium_001,760500,6,11,3.4,5,9
@InterSec_ResourceGathering_Tech_Desc,449505,0.659340659340659,68.4,2.5,3,5
@HaulCargo_AtoB_desc,88421,1.57894736842105,21.2,2.3,3.8,34
@UWC_Refueling_intro_desc_001,122143,5.14285714285714,83.5,1,4,4
@HaulCargo_AtoB_desc,370933,2.31111111111111,25.3,1.5,5,6
@Covalex_HaulCargo_SingleToMulti_desc_RefinedOre_Mixed,174462,2.15384615384615,28,3,3,2
@RedWind_HaulCargo_MultiToSingle_desc_01,129188,0.75,80,,,1
@FTL_Courier_Stanton_Easy_Desc_001,174000,6,10,1,3,1
@InterSec_SecurityPatrol_VH_desc_001,293750,1.25,28,5,5,2
@UWC_Refueling_multiple_med_desc_001,255938,3.25,19.5,3,5,2
@Covalex_HaulCargo_AtoB_desc_DeliverAll,259545,0.983125458547322,67,1.5,6,2
@Shubin_Industrial_ShipMining_Stanton_VE_Local_Desc_001,154627,4.87012987012987,36.6,2,5,30
@RedWind_HaulCargo_SingleToMulti_desc_ToCFP_Danger_Timed,403784,0.540540540540541,93.3,3,6,3
@headhunters_killship_gen_vlrt_rank0_desc_001,155357,4.28571428571429,14.9,1,1,9
@headhunters_killship_gen_vlrt_rank0_desc_001,543750,15,4.7,1.7,,13
@headhunters_killship_gen_lrt_desc_001,870000,15,10.5,1.5,1,6
@headhunters_killship_gen_vlrt_desc_001,865000,20,3.8,1.5,3,10
@HaulCargo_AtoB_desc,129422,2.31111111111111,35.3,2,4.3,8
@Eckhart_ShipAmbush_Intro_desc,236250,9,7.5,1.5,3,2
@FTL_Courier_Stanton_Easy_Desc_001,117632,3.15789473684211,21.5,1.2,4.8,11
@Hockrow_FacilityDelve_P2M2_desc,137778,2.22222222222222,28,,,8
@headhunters_killship_gen_vlrt_rank0_desc_001,483333,13.3333333333333,6,1.5,1,2
@Headhunters_DefendDestructibleEntites_VE_Desc_001,305000,10,6,,,3
@cfp_defendship_Intro_Desc_001,415000,10,6.5,2.5,3.5,4
@headhunters_EliminateSpecific_Asteroid_Generic_VE_desc_001,231625,8.5,17,2,5,2
@Intersec_DefendShip_Desc_Hard_001,416376,2.47474747474747,13,4,4.8,6
@HaulCargo_AtoB_desc,241500,3,20.6,2,5.1,9
@headhunters_EliminateSpecific_Generic_M_desc_001,372500,10,5.3,2.3,3.7,12
@RedWind_HaulCargo_desc_intro,180147,3.43137254901961,19.4,1,5.5,8
@RedWind_HaulCargo_MultiToSingle_desc_01,106546,0.618556701030928,72,,,3
@Covalex_HaulCargo_AtoB_desc_ToRuinStation,313953,1.22399020807834,50,2,6,2
@Covalex_HaulCargo_SingleToMulti_desc_ProcessedFood_Stanton2,88271,1.58333333333333,38,1,,2
@HeadHunters_ShipAmbush_Intro_desc_001,262500,10,6,1,1,1
@HaulCargo_AtoB_desc,153409,2.72727272727273,32.3,1,5,13
@bhg_bounty_desc_gen_001,525000,20,4.4,1.8,3.6,8
@Hockrow_FacilityDelve_P1M2_desc,90144,2.40384615384615,29.5,2,2,4
@UWC_Refueling_intro_desc_001,153462,4.61538461538461,13,2,6,1
@Shubin_Industrial_ShipMining_Nyx_VE_Local_Desc_001,690000,30,3.7,,,3
@cfp_sabotage_generators_VE_desc_001,175385,4.61538461538461,19.8,2.3,3.7,11
@HaulCargo_AtoB_desc,123472,1.94444444444444,31.5,1,,2
@headhunters_defendship_VLRT_desc_001,498000,12,89,1,1.5,7
@LingFamily_HaulCargo_AToB_Intro_desc,220761,1.30434782608696,40.6,1.7,5,5
@SalvageContractor_Description,,2.14285714285714,28,,,13
@Covalex_HaulCargo_AtoB_desc_ToRuinStation,368372,1.3953488372093,41.6,2,6,5
@bhg_bounty_desc_gen_001,665000,20,4.6,1.3,4,7
@UWC_Refueling_easy_desc_001,450750,3,23,2.3,5.7,7
@HaulCargo_AtoB_desc,101888,1.95,35.7,1,4.5,6
@HaulCargo_AtoB_desc,177658,2.03619909502262,28.3,2,4,4
@Hockrow_FacilityDelve_P1M3_desc,153409,2.72727272727273,19.7,,,3
@headhunters_killship_asteroid_rank0_desc_001,725000,20,5.3,1,1,9
@Adagio_Industrial_Salvage_Universal_M_Desc_001,237000,2.4,21.9,1,3.3,7
@UWC_Refueling_multiple_med_desc_001,302308,4.61538461538461,12.7,1.5,5.3,3
@bhg_bounty_desc_gen_001,358125,7.5,8,,,1
@RedWind_HaulCargo_MultiToSingle_desc_01,125388,0.58252427184466,103,,,1
@Headhunters_DefendLocation_E_Desc_001,318000,4,15,3,6,1
@UWC_Refueling_easy_desc_001,79000,4,20.4,1.7,2.5,5
@HaulCargo_SingleToMulti_desc,369000,6,10,1,7,1
@HaulCargo_AtoB_desc,288824,1.17647058823529,51,,,1
@Adagio_Industrial_Salvage_Universal_E_Desc_002,47391,0.869565217391304,69,,,1
@foxwell_DefendShip_E_desc_001,810000,13.5,4.1,1.7,4.7,12
@HaulCargo_SingleToMulti_desc,369000,6,10,1,7,1
@HaulCargo_SingleToMulti_desc,369000,6,10,1,7,1
@UWC_Refueling_easy_desc_001,391667,6.66666666666667,9.3,,,6
@HaulCargo_SingleToMulti_desc,369000,6,10,1,7,1
@HaulCargo_SingleToMulti_desc,369000,6,10,1,7,1
@HaulCargo_SingleToMulti_desc,369000,6,10,1,7,1
@HaulCargo_AtoB_desc,301500,6,10,1,7,1
@HaulCargo_AtoB_desc,190714,4.28571428571429,14,,,1
@GFS_ShipWaveAttack_Mission07_Desc,1708125,7.5,8.4,2.5,5,9
@HaulCargo_AtoB_desc,201000,4,15.9,1,4.8,9
@HaulCargo_AtoB_desc,106071,2.14285714285714,23.7,1,7,3
@Covalex_HaulCargo_AToB_Intro_desc,177353,3.52941176470588,14.7,1,2,3
@FTL_Courier_Nyx_Easy_Desc_001,79839,1.93548387096774,31,1,2,1
@HaulCargo_SingleToMulti_desc,127366,1.60714285714286,35,3,4,4
@RedWind_HaulCargo_AToB_desc_01,149286,1.42857142857143,39,,,3
@UWC_Refueling_high_desc_001,4510000,10,13.8,3,6.8,37
@bhg_bounty_desc_gen_001,61364,5.45454545454545,13.2,1.4,3.8,5
@LingFamily_HaulCargo_AToB_desc_Fruit_Timed,289756,1.46341463414634,37.8,1.3,3.3,5
@SalvageContractor_Difficulty_Hard,,7.36363636363636,13.5,1,1,2
@HaulCargo_SingleToMulti_desc,36143,0.571428571428571,105,,,1
@headhunters_defendship_VLRT_PA_desc_001,149900,3.61204013377926,16.8,2,2,4
@EckhartSecurity_DestroyServers_FacilityDelving_Desc_004,189643,4.28571428571429,14,1,4,1
@cfp_sabotage_servers_M_HH_desc_001,465000,7.5,16.5,1.3,4.7,13
@cfp_defendship_VLRT_SB_desc_001,226364,5.45454545454545,11,2,3,1
@HaulCargo_AtoB_desc,90517,2.06896551724138,29,,,2
@Headhunters_DefendLocation_E_Desc_001,366923,4.61538461538461,13,1,1,1
@bhg_bounty_desc_ShatteredBlade_001,215000,10,6,,,1
@Adagio_Industrial_Salvage_Universal_Intro_Desc_001,150000,3.33333333333333,18.6,1,5,5
@HaulCargo_AtoB_desc,50250,1,37.3,1,7,3
@Shubin_Industrial_ShipMining_Nyx_VH_Secondary_Desc_001,1136180,5.59006211180124,15,,,2
@HeadHunters_ShipAmbush_VE_desc_001,112500,4.28571428571429,18.3,1.5,2,3
@GFS_ShipWaveAttack_Mission03_Desc,832500,15,4,1,3.2,20
@headhunters_HaulCargo_RegionLink_desc_001,288103,2.06896551724138,29,,,1
@LingFamily_HaulCargo_AToB_Intro_desc,307419,0.645161290322581,76,1.6,4.6,7
@Headhunters_SecurityPatrol_VE_Desc_001,93913,2.60869565217391,23,1.3,1.7,3
@vaughn_assassination_description_VE,92368,3.15789473684211,19,,,1
@RedWind_HaulCargo_MultiToSingle_desc_01,397500,2.30769230769231,26,,,1
@LingFamily_HaulCargo_MultiToSingle_desc_Party,251391,0.977224576271186,53.9,1.3,5.7,8
@spacecollect_cargo_desc_intro_01,147000,4,15,,,1
@spacecollect_cargo_desc_VE_01,105000,2.85714285714286,21,,,1
@Headhunters_SecurityPatrol_M_Desc_001,295588,3.52941176470588,17,,,1
@headhunters_EliminateSpecific_Generic_M_desc_001,795000,12,5,1,3,1
@UWC_Refueling_easy_desc_001,288333,6.66666666666667,31.5,,,15
@headhunters_killship_gen_vlrt_rank0_desc_001,435000,12,6.7,2,3,11
@HaulCargo_AtoB_desc,445227,2.72727272727273,24.6,2,6,9
@Shubin_Industrial_ShipMining_Stanton_VE_Local_Desc_001,111563,3.75,15.9,,,9
@cfp_sabotage_generators_VE_desc_001,175583,2.86666666666667,73,3,3,4
@headhunters_killship_asteroid_rank1_desc_001,367625,8.5,17,1,4,2
@HaulCargo_AtoB_desc,252500,5,12,,,1
@HaulCargo_AtoB_desc,275455,5.45454545454545,11,,,1
@Adagio_Industrial_Salvage_Universal_Intro_Desc_001,142105,3.15789473684211,19,1,4,1
@HeadHunters_ShipAmbush_VE_desc_001,247500,11,7.5,,,4
@HaulCargo_AtoB_desc,52682,0.944976076555024,39.5,,,2
@UWC_Refueling_moderate_desc_001,311827,5.30769230769231,19.2,2,4.7,16
@headhunters_defendship_LRT_desc_001,940625,17.5,4.8,1,1,4
@Foxwell_SecurityPatrol_VE_Desc_001,253125,7.5,12.9,1.4,3.2,21
@Headhunters_DefendLocation_VE_Desc_001,115809,3.43137254901961,18,1.7,2.7,4
@EckhartSecurity_RecoverCargo_Medium_Description,205000,3.33333333333333,18,,,2
@Hockrow_FacilityDelve_P3M1_desc,409381,0.530973451327434,119.7,5,6,3
@HaulCargo_AtoB_desc,41223,0.713815789473684,68.5,,,2
@HeadHunters_ShipAmbush_E_desc_001,244517,6.47727272727273,9.5,1.5,2,2
@vaughn_assassination_FPS_UGF_legal_desc_001,605893,9.28571428571428,6.5,1,5,4
@Covalex_HaulCargo_AtoB_desc_FromRuinStation,458542,1.69047619047619,35.5,1,6,2
@Shubin_Industrial_GroundVehicle_Stanton_E_DiscoverPlanetary_Desc_001,805000,10,6,,,1
@Shubin_Industrial_HandMining_Stanton_M_DiscoverPlanetary_Desc_001,328125,7.5,8,,,1
@Shubin_Industrial_ShipMining_Stanton_M_Solar_Desc_001,509250,10.5,7,1,6,2
@Covalex_HaulCargo_AToB_Intro_desc,188438,3.75,16,1,4,1
@HeadHunters_ShipAmbush_VE_desc_001,168750,7.5,8,3,4,1
@Shubin_Industrial_ShipMining_Stanton_H_Secondary_Desc_001,207705,3.36363636363636,20,1,2.8,4
@Headhunters_DefendLocation_E_Desc_001,318000,4,15,3,4,4
@HaulCargo_SingleToMulti_desc,194000,4,15,1,7,1
@Covalex_HaulCargo_SingleToMulti_Processed_Stims,194000,4,15,1,7,1
@HaulCargo_SingleToMulti_desc,194000,4,15,1,7,1
@HaulCargo_AtoB_desc,149000,4,15,1,7,1
@RedWind_HaulCargo_AToB_desc_01,215000,4,15,1,7,1
@RedWind_HaulCargo_AToB_desc_01,215000,4,15,1,7,1
@headhunters_EliminateSpecific_Asteroid_Generic_VE_desc_001,204375,7.5,8,1.5,3,3
@LingFamily_HaulCargo_AToB_desc_Party_Timed,356583,1.83333333333333,36,1,,6
@northrock_boarders_890J_desc_001,618182,6.06060606060606,10,2.5,3.5,4
@searchbodyspace_desc_intro,122500,8.75,7,,,2
@HaulCargo_AtoB_desc,124398,2.04769736842105,41.5,,,2
@Adagio_Industrial_Salvage_Universal_E_Desc_001,95808,1.76603773584906,39,1,4,2
@headhunters_killship_asteroid_rank0_desc_001,245982,6.78571428571429,9.5,1,4,2
@Intersec_KillShip_Desc_Intro_001,589500,6,11.1,3,5,8
@HeadHunters_ShipAmbush_E_desc_001,255000,7.5,9,2,4,2
@HaulCargo_AtoB_desc,153537,2.77894736842105,40.8,1,6,4
@BHG_ShipWaveAttack_DrawOutBoss_H_Desc_001,636000,3,17.6,3,6,5
@vaughn_assassination_description_S,808500,6,8.5,3,,6
@Covalex_HaulCargo_AtoB_desc_ToLevski,591429,2.85714285714286,21,1,6,1
@DeadSaints_HaulCargo_AToB_intro_desc,250949,1.26742160278746,48.5,,,2
@Covalex_HaulCargo_SingleToMulti_RefinedOre,285000,1.01694915254237,59,,,1
@Adagio_Industrial_Salvage_Universal_Intro_Desc_001,135000,3,20,1,5,1
@SalvageContractor_Description,,4,14.9,1,5.3,24
@HaulCargo_AtoB_desc,991000,4,15,4,4,1
@cfp_maintenance_E_desc_001,137625,1.5,40,,,1
@Foxwell_EliminateAll_OLP_M_desc_001,98182,2.72727272727273,22,,,1
@Shubin_Industrial_GroundVehicle_Stanton_E_DiscoverPlanetary_Desc_001,427000,4,15,,,1
@foxwell_DefendShip_E_desc_001,900000,15,5.1,1.3,6,9
@Covalex_HaulCargo_AtoB_desc_FromRuinStation,271512,1.00096711798839,69,,,2
@vaughn_assassination_VE_desc_intro,173333,6.66666666666667,3,,,1
@headhunters_killship_asteroid_rank1_desc_001,199615,4.61538461538461,16,,,7
@Shubin_Industrial_ShipMining_Stanton_VH_Secondary_Desc_001,2223000,12,5.8,1,4,11
@SalvageContractor_Description,,3.15789473684211,19,,,1
@EckhartSecurity_EliminateBoss_DC_Desc_001,240250,3.875,12.3,3.5,5.8,10
@Shubin_Industrial_HandMining_Intro_Local_Desc_001,218000,4,27,1.5,5.8,5
@headhunters_killship_asteroid_rank0_desc_001,256771,7.08333333333333,8.8,1.7,2.5,8
@HaulCargo_MultiToSingle_desc,571364,2.72727272727273,24.8,1,6,17
@HaulCargo_AtoB_desc,249004,1.55384615384615,50.5,,,2
@headhunters_eliminateall_base_Generic_E_desc_001,315000,7.5,9.3,3,5.5,6
@headhunters_killship_gen_lrt_desc_001,193333,3.33333333333333,22.3,3,5,6
@headhunters_killship_gen_lrt_desc_001,580000,10,7.5,1.3,1.8,11
@Eckhart_ShipAmbush_H_desc,678750,7.5,7.6,,,14
@headhunters_killship_gen_vlrt_desc_001,432500,10,6.5,,,14
@headhunters_killship_asteroid_rank1_desc_001,1081250,25,11,1,1,6
@Foxwell_DestroyNarcotics_E_desc_001,429000,6,10,2,1,1
@InterSec_KillShip_Vanduul_Desc_Super_001,1891875,7.5,7.3,2,1,3
@Foxwell_Mercenary_Intro_desc_001,216932,5.22727272727273,15.4,1.7,4,22
@Foxwell_DefendEntitesAndEscort_VE_Desc,320170,5.22727272727273,13.1,2.4,4.5,14
@Foxwell_bombingrun_VH_desc_001,425000,6.66666666666667,9.3,2.6,2.2,6
@vaughn_assassination_VE_desc_intro,143382,5.51470588235294,12.3,2,3,4
@Hockrow_FacilityDelve_P3M1_desc,609106,0.79002079002079,58.5,4.5,5.7,40
@RedWind_HaulCargo_SingleToMulti_waste_desc_01,1027378,1.92934782608696,35.5,,,2
@FTL_Courier_Nyx_Easy_Desc_001,137500,3.33333333333333,18.2,1,3.2,9
@Foxwell_DefendLocation_E_Desc_001,366923,4.61538461538461,12.2,2.5,4,5
@RedWind_HaulCargo_AToB_desc_LuxuryGoods_Danger_Timed,577969,1.875,33.3,,,3
@RedWind_HaulCargo_AToB_desc_01,215000,4,15,1,7,1
@HaulCargo_AtoB_desc,180000,4,15,1,7,1
@Foxwell_ShipAmbush_M_desc_001,339375,7.5,9,1,6,2
@headhunters_killship_gen_vlrt_desc_001,865000,20,3,2,5,1
@HeadHunters_DefendEntitesAndEscort_M_Desc,210508,1.01694915254237,59,5,3,1
@HaulCargo_AtoB_desc,149000,4,15,1,7,1
@RedWind_HaulCargo_desc_intro,317105,1.05263157894737,57,,,1
@HaulCargo_SingleToMulti_desc,220000,4,15,,,1
@Covalex_RecoverCargo_Hard_Description,271000,4,15,,,1
