Param Type,Param Class,Highlight Occluded Alpha,Highlight Outline Width,Highlight Distant Mineables Range,Show Child Rock Radar Icon,Scale Power Graph Min,No Progress Hint Time,No Progress Hint Power,Fracture Done Feedback Duration,Max Scan Raycast Distance,Highlight Color,Highlight Color Absorbable,Highlight Color Distant,Highlight Color Distant Scanned,Camera Shake Enabled,Camera Shake Time Period,Camera Shake Frequency Noise Factor,Camera Shake Translation Noise,Camera Shake Rotation Noise,Camera Shake Max Under Optimal Window,Camera Shake In Optimal Window,Camera Shake Min In Danger Window,Camera Shake Change Lerp Speed,Camera Shake Offset Position,Camera Shake Offset Angle,Block Throttle Change When Not Firing,Throttle Reset On Stop Fire,Throttle Change Per Action,Throttle Acc Period,Throttle Acc Factor,Throttle Hold Acc Factor,Throttle RTPC,Power Capacity Per Mass,Decay Per Mass,Optimal Window Size,Optimal Window Factor,Resistance Curve Factor,Optimal Window Thinness Curve Factor,Optimal Window Max Size,Controlled Breaking Fill Rate,Controlled Breaking Fill Rate Danger,Controlled Breaking Decay Rate,Danger Breaking Fill Rate,Danger Breaking Fill Rate Exponent,Danger Breaking Decay Rate,Absorbable Volume Threshold,Child Rock Invulnerability Time,CSCU Per Volume,Default Mass,Modifier Persistence Time,Child Rock Life Timer,Child Rock Zero G Damping,Terrain Factor Static Threshold,Show Explosion FX For Surplus Child,Child Rock Inactivity Lifetime,Gadget Detach Threshold,Gadget Destroy Threshold,Danger To Gadget Damage,Waste Resource Type,Instability Wave Period,Instability Wave Variance,Instability Curve Factor,Danger Pool Factor,Explosion Default Volume,Hit History Window,Standard Deviation Multiplier,Time Exponent,Min Deviation,Extraction Magnitude,Max Effect On Instability,Fracture Particle Effect,Explosion Particle Effect,Center Rock Destroy Particle Effect,Fully Extracted Rock Particle Effect,Mineable Power Increasing Fall Off,Mineable Power Level RTPC,Mineable Danger Breaking RTPC,Mineable Optimal Breaking RTPC,Mineable Mass RTPC,Mineable Crack Glow Strength RTPC,Mining Start Trigger,Mining Stop Trigger,Good Fractured Trigger,Bad Fractured Trigger,Extracted Trigger,Cluster Detection Radius,Cluster Upper Object Count DGS,Cluster Upper Object Count Persistence,Cluster Persistence Timeout,Reset Lifetime On Move,Entity Idle Bury Only,Record GUID,Record Path
MiningGlobalParams,MiningGlobalParams_Flowstone_Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2,0.1,0.75,0.6,0.7,0.5,0.5,0.7,0.5,0.3,2,0.1,0.1,0,3,100,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,560,5122.499,4,10,2,0.1,1,0.5,596c61d8-dcc2-3191-9ccd-972af9bd8c35|mining/mining_laser.Mining_Rock_VFX.fracture_effects_large_rock,07caf617-1d81-4b91-5345-7fa6659d0d67|mining/mining_laser.Mining_Rock_VFX.explosion_effects_large_rock,ac13a687-c90d-9c2d-6871-270c849daa22|mining/mining_laser.Mining_Rock_VFX.rock_explosion_center,6876ba05-c537-648a-e4cf-e45713d69f6f|mining/mining_laser.Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,dbf66599-d999-4748-ab4c-867cf3a33976,libs/foundry/records/mining/miningglobalparams_flowstone_test.xml
MiningGlobalParams,MiningGlobalParams_Flowstone_Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2,0.1,0.75,0.6,0.7,0.5,0.5,0.7,0.5,0.3,2,0.1,0.1,0,3,100,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,560,5122.499,4,10,2,0.1,1,0.5,596c61d8-dcc2-3191-9ccd-972af9bd8c35|mining/mining_laser.Mining_Rock_VFX.fracture_effects_large_rock,07caf617-1d81-4b91-5345-7fa6659d0d67|mining/mining_laser.Mining_Rock_VFX.explosion_effects_large_rock,ac13a687-c90d-9c2d-6871-270c849daa22|mining/mining_laser.Mining_Rock_VFX.rock_explosion_center,6876ba05-c537-648a-e4cf-e45713d69f6f|mining/mining_laser.Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,dbf66599-d999-4748-ab4c-867cf3a33976,libs/foundry/records/mining/miningglobalparams_flowstone_test.xml
MiningGlobalParams,MiningGlobalParams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2,0.1,0.75,0.6,0.7,0.5,0.5,0.7,0.5,0.3,2,0.1,330,0,3,100,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,560,5122.499,4,10,2,0.1,1,0.5,596c61d8-dcc2-3191-9ccd-972af9bd8c35|mining/mining_laser.Mining_Rock_VFX.fracture_effects_large_rock,07caf617-1d81-4b91-5345-7fa6659d0d67|mining/mining_laser.Mining_Rock_VFX.explosion_effects_large_rock,ac13a687-c90d-9c2d-6871-270c849daa22|mining/mining_laser.Mining_Rock_VFX.rock_explosion_center,6876ba05-c537-648a-e4cf-e45713d69f6f|mining/mining_laser.Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,533661e7-cf55-4bf8-b8e7-cabfde5c8b26,libs/foundry/records/mining/miningglobalparams.xml
MiningGlobalParams,MiningGlobalParams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2,0.1,0.75,0.6,0.7,0.5,0.5,0.7,0.5,0.3,2,0.1,330,0,3,100,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,560,5122.499,4,10,2,0.1,1,0.5,596c61d8-dcc2-3191-9ccd-972af9bd8c35|mining/mining_laser.Mining_Rock_VFX.fracture_effects_large_rock,07caf617-1d81-4b91-5345-7fa6659d0d67|mining/mining_laser.Mining_Rock_VFX.explosion_effects_large_rock,ac13a687-c90d-9c2d-6871-270c849daa22|mining/mining_laser.Mining_Rock_VFX.rock_explosion_center,6876ba05-c537-648a-e4cf-e45713d69f6f|mining/mining_laser.Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,533661e7-cf55-4bf8-b8e7-cabfde5c8b26,libs/foundry/records/mining/miningglobalparams.xml
MiningGlobalParams,MiningGlobalParamsFPS_Obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2,0.5,0.5,0.33,0.7,0.7,2,0.7,0.5,2,2,0.3,-1,10,3,0.001,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,80,1,4,10,2,0.1,1,0.5,def1fe26-db88-eb5d-782e-9e2debce972a|mining/fps_mining_laser.FPS_Mining_Rock_VFX.fracture_effects_small_rock,bd5b13af-fc0f-3e4a-3ce2-e5e8f17214bd|mining/fps_mining_laser.FPS_Mining_Rock_VFX.obstical_flowstone_explode,bd5b13af-fc0f-3e4a-3ce2-e5e8f17214bd|mining/fps_mining_laser.FPS_Mining_Rock_VFX.obstical_flowstone_explode,d1f5a547-fe03-569a-87e1-949fd97e672d|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,f65bd0df-562b-48f9-8d07-c187658eb796,libs/foundry/records/mining/miningglobalparamsfps_obstacle.xml
MiningGlobalParams,MiningGlobalParamsFPS_Obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2,0.5,0.5,0.33,0.7,0.7,2,0.7,0.5,2,2,0.3,-1,10,3,0.001,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,80,1,4,10,2,0.1,1,0.5,def1fe26-db88-eb5d-782e-9e2debce972a|mining/fps_mining_laser.FPS_Mining_Rock_VFX.fracture_effects_small_rock,bd5b13af-fc0f-3e4a-3ce2-e5e8f17214bd|mining/fps_mining_laser.FPS_Mining_Rock_VFX.obstical_flowstone_explode,bd5b13af-fc0f-3e4a-3ce2-e5e8f17214bd|mining/fps_mining_laser.FPS_Mining_Rock_VFX.obstical_flowstone_explode,d1f5a547-fe03-569a-87e1-949fd97e672d|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,f65bd0df-562b-48f9-8d07-c187658eb796,libs/foundry/records/mining/miningglobalparamsfps_obstacle.xml
MiningGlobalParams,MiningGlobalParamsFPS_Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2,0.5,0.5,0.33,0.7,0.7,0.5,0.7,0.5,0.3,2,0.3,-1,10,3,0.001,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,80,1,4,10,2,0.1,1,0.5,,94980558-1fc0-0e51-5e31-a2581a294b87|mining/fps_mining_laser.FPS_Mining_Rock_VFX.explosion_effects_small_rock,0199d107-a2d8-9a7a-b0b7-da4642d0ccb2|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_center,,,,,,,,,,,,,,,,,,,de5a7526-142c-46ea-b568-1b8433b29682,libs/foundry/records/mining/miningglobalparamsfps_organic.xml
MiningGlobalParams,MiningGlobalParamsFPS_Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2,0.5,0.5,0.33,0.7,0.7,0.5,0.7,0.5,0.3,2,0.3,-1,10,3,0.001,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,80,1,4,10,2,0.1,1,0.5,,94980558-1fc0-0e51-5e31-a2581a294b87|mining/fps_mining_laser.FPS_Mining_Rock_VFX.explosion_effects_small_rock,0199d107-a2d8-9a7a-b0b7-da4642d0ccb2|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_center,,,,,,,,,,,,,,,,,,,de5a7526-142c-46ea-b568-1b8433b29682,libs/foundry/records/mining/miningglobalparamsfps_organic.xml
MiningGlobalParams,MiningGlobalParamsFPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2,0.5,0.5,0.33,0.7,0.7,0.5,0.7,0.5,0.3,2,0.3,-1,10,3,0.001,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,80,1,4,10,2,0.1,1,0.5,def1fe26-db88-eb5d-782e-9e2debce972a|mining/fps_mining_laser.FPS_Mining_Rock_VFX.fracture_effects_small_rock,94980558-1fc0-0e51-5e31-a2581a294b87|mining/fps_mining_laser.FPS_Mining_Rock_VFX.explosion_effects_small_rock,0199d107-a2d8-9a7a-b0b7-da4642d0ccb2|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_center,d1f5a547-fe03-569a-87e1-949fd97e672d|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,a366df4d-03d9-4c7a-9adc-cb00a4935958,libs/foundry/records/mining/miningglobalparamsfps.xml
MiningGlobalParams,MiningGlobalParamsFPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2,0.5,0.5,0.33,0.7,0.7,0.5,0.7,0.5,0.3,2,0.3,-1,10,3,0.001,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,80,1,4,10,2,0.1,1,0.5,def1fe26-db88-eb5d-782e-9e2debce972a|mining/fps_mining_laser.FPS_Mining_Rock_VFX.fracture_effects_small_rock,94980558-1fc0-0e51-5e31-a2581a294b87|mining/fps_mining_laser.FPS_Mining_Rock_VFX.explosion_effects_small_rock,0199d107-a2d8-9a7a-b0b7-da4642d0ccb2|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_center,d1f5a547-fe03-569a-87e1-949fd97e672d|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,a366df4d-03d9-4c7a-9adc-cb00a4935958,libs/foundry/records/mining/miningglobalparamsfps.xml
MiningGlobalParams,MiningGlobalParamsGroundVehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2,0.4,0.5,0.33,1,0.5,0.5,0.7,0.5,0.3,2,0.3,-1,10,3,0.001,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,560,4,4,10,2,0.1,1,0.5,def1fe26-db88-eb5d-782e-9e2debce972a|mining/fps_mining_laser.FPS_Mining_Rock_VFX.fracture_effects_small_rock,94980558-1fc0-0e51-5e31-a2581a294b87|mining/fps_mining_laser.FPS_Mining_Rock_VFX.explosion_effects_small_rock,0199d107-a2d8-9a7a-b0b7-da4642d0ccb2|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_center,d1f5a547-fe03-569a-87e1-949fd97e672d|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,4bf85118-d762-475f-b11e-5b4b3a55cd8b,libs/foundry/records/mining/miningglobalparamsgroundvehicle.xml
MiningGlobalParams,MiningGlobalParamsGroundVehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2,0.4,0.5,0.33,1,0.5,0.5,0.7,0.5,0.3,2,0.3,-1,10,3,0.001,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,560,4,4,10,2,0.1,1,0.5,def1fe26-db88-eb5d-782e-9e2debce972a|mining/fps_mining_laser.FPS_Mining_Rock_VFX.fracture_effects_small_rock,94980558-1fc0-0e51-5e31-a2581a294b87|mining/fps_mining_laser.FPS_Mining_Rock_VFX.explosion_effects_small_rock,0199d107-a2d8-9a7a-b0b7-da4642d0ccb2|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_center,d1f5a547-fe03-569a-87e1-949fd97e672d|mining/fps_mining_laser.FPS_Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,4bf85118-d762-475f-b11e-5b4b3a55cd8b,libs/foundry/records/mining/miningglobalparamsgroundvehicle.xml
MiningGlobalParams,MiningGlobalParamsShip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2,0.1,0.75,0.6,0.7,0.5,0.5,0.7,0.5,0.3,2,0.1,330,0,0.7,100,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,560,5122.499,4,10,2,0.1,1,0.5,596c61d8-dcc2-3191-9ccd-972af9bd8c35|mining/mining_laser.Mining_Rock_VFX.fracture_effects_large_rock,07caf617-1d81-4b91-5345-7fa6659d0d67|mining/mining_laser.Mining_Rock_VFX.explosion_effects_large_rock,ac13a687-c90d-9c2d-6871-270c849daa22|mining/mining_laser.Mining_Rock_VFX.rock_explosion_center,6876ba05-c537-648a-e4cf-e45713d69f6f|mining/mining_laser.Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,aa727a56-9937-4eb5-80c6-51b418d43177,libs/foundry/records/mining/miningglobalparamsship.xml
MiningGlobalParams,MiningGlobalParamsShip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2,0.1,0.75,0.6,0.7,0.5,0.5,0.7,0.5,0.3,2,0.1,330,0,0.7,100,0.25,600,0.154321,0.4,0,600,0.25,0.5,12,b8029480-f171-4a88-a44d-4323e021f82a,3,1,1,560,5122.499,4,10,2,0.1,1,0.5,596c61d8-dcc2-3191-9ccd-972af9bd8c35|mining/mining_laser.Mining_Rock_VFX.fracture_effects_large_rock,07caf617-1d81-4b91-5345-7fa6659d0d67|mining/mining_laser.Mining_Rock_VFX.explosion_effects_large_rock,ac13a687-c90d-9c2d-6871-270c849daa22|mining/mining_laser.Mining_Rock_VFX.rock_explosion_center,6876ba05-c537-648a-e4cf-e45713d69f6f|mining/mining_laser.Mining_Rock_VFX.rock_explosion_crumble,,,,,,,,,,,,,,,,,,aa727a56-9937-4eb5-80c6-51b418d43177,libs/foundry/records/mining/miningglobalparamsship.xml
MiningLaserGlobalParams,MiningLaserGlobalParams_GrinRoc,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.1,2,0.25,Grin_Roc_Mineable_Laser_Throttle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac61fb9e-0ffb-4cac-b05c-dc039e665782,libs/foundry/records/mining/mininglaserglobalparams_grinroc.xml
MiningLaserGlobalParams,MiningLaserGlobalParams_GrinRoc,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.1,2,0.25,Grin_Roc_Mineable_Laser_Throttle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac61fb9e-0ffb-4cac-b05c-dc039e665782,libs/foundry/records/mining/mininglaserglobalparams_grinroc.xml
MiningLaserGlobalParams,MiningLaserGlobalParams,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.1,2,0.25,Mineable_Laser_Throttle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3c468d8-1194-44a3-b3e6-a8d65ecebd85,libs/foundry/records/mining/mininglaserglobalparams.xml
MiningLaserGlobalParams,MiningLaserGlobalParams,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.1,2,0.25,Mineable_Laser_Throttle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3c468d8-1194-44a3-b3e6-a8d65ecebd85,libs/foundry/records/mining/mininglaserglobalparams.xml
