Entity Class,Variant Family,Rarity,Element Token,Scan Signature,Record GUID,Record Path
MineableRock_AsteroidEpic_Ouratite,asteroid,epic,Ouratite,3370,28164692-18ae-403e-8290-21cd840bd427,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_ouratite.xml
MineableRock_AsteroidEpic_Riccite,asteroid,epic,Riccite,3385,b9059541-74af-4fab-b24a-11bf3d3c10ee,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_riccite.xml
MineableRock_AsteroidEpic_Riccite,asteroid,epic,Riccite,3385,b9059541-74af-4fab-b24a-11bf3d3c10ee,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_riccite.xml
MineableRock_AsteroidEpic_TEMPLATE,asteroid,epic,TEMPLATE,4000,c28b8862-2969-4981-9eb0-5fc2f5403290,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_template.xml
MineableRock_AsteroidEpic_TEMPLATE,asteroid,epic,TEMPLATE,4000,c28b8862-2969-4981-9eb0-5fc2f5403290,libs/foundry/records/entities/mineable/mineablerock_asteroidepic_template.xml
MineableRock_AsteroidLegendary_Quantainium,asteroid,legendary,Quantainium,3170,34278d01-ce6a-4c0c-a792-d238113ea53a,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_quantainium.xml
MineableRock_AsteroidLegendary_Quantainium,asteroid,legendary,Quantainium,3170,34278d01-ce6a-4c0c-a792-d238113ea53a,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_quantainium.xml
MineableRock_AsteroidLegendary_Savrilium_RCD_large,asteroid,legendary,Savrilium,3200,b3fc7fad-39de-4cba-a11a-5a91919f4743,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium_rcd_large.xml
MineableRock_AsteroidLegendary_Savrilium_RCD_large,asteroid,legendary,Savrilium,3200,b3fc7fad-39de-4cba-a11a-5a91919f4743,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium_rcd_large.xml
MineableRock_AsteroidLegendary_Savrilium_RCD_small,asteroid,legendary,Savrilium,3200,999b60d7-2d77-4cef-8cf3-83df24c8a498,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium_rcd_small.xml
MineableRock_AsteroidLegendary_Savrilium_RCD_small,asteroid,legendary,Savrilium,3200,999b60d7-2d77-4cef-8cf3-83df24c8a498,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium_rcd_small.xml
MineableRock_AsteroidLegendary_Savrilium,asteroid,legendary,Savrilium,3200,2a3d97fe-ce09-4e92-9d67-8f78819446ea,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium.xml
MineableRock_AsteroidLegendary_Savrilium,asteroid,legendary,Savrilium,3200,2a3d97fe-ce09-4e92-9d67-8f78819446ea,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_savrilium.xml
MineableRock_AsteroidLegendary_Stileron,asteroid,legendary,Stileron,3185,7e84fb04-9e62-402d-86b7-eb0c132fa6ca,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_stileron.xml
MineableRock_AsteroidLegendary_Stileron,asteroid,legendary,Stileron,3185,7e84fb04-9e62-402d-86b7-eb0c132fa6ca,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_stileron.xml
MineableRock_AsteroidLegendary_TEMPLATE,asteroid,legendary,TEMPLATE,4000,08b7a239-2ff5-4c27-81d9-30e34e7ecd48,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_template.xml
MineableRock_AsteroidLegendary_TEMPLATE,asteroid,legendary,TEMPLATE,4000,08b7a239-2ff5-4c27-81d9-30e34e7ecd48,libs/foundry/records/entities/mineable/mineablerock_asteroidlegendary_template.xml
MineableRock_AsteroidRare_Beryl,asteroid,rare,Beryl,3540,27880573-b1fa-41aa-89b8-3e4a131ba9cd,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_beryl.xml
MineableRock_AsteroidRare_Beryl,asteroid,rare,Beryl,3540,27880573-b1fa-41aa-89b8-3e4a131ba9cd,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_beryl.xml
MineableRock_AsteroidRare_Bexalite,asteroid,rare,Bexalite,3600,2b8a76ae-593e-4268-9a56-c20ce202e8a8,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_bexalite.xml
MineableRock_AsteroidRare_Bexalite,asteroid,rare,Bexalite,3600,2b8a76ae-593e-4268-9a56-c20ce202e8a8,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_bexalite.xml
MineableRock_AsteroidRare_Borase,asteroid,rare,Borase,3570,b3af5873-af59-4334-89db-d0bdef67cc68,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_borase.xml
MineableRock_AsteroidRare_Borase,asteroid,rare,Borase,3570,b3af5873-af59-4334-89db-d0bdef67cc68,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_borase.xml
MineableRock_AsteroidRare_Gold,asteroid,rare,Gold,3585,2d34e8c9-3ed6-4c19-b953-5a9548a74c5d,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_gold.xml
MineableRock_AsteroidRare_Gold,asteroid,rare,Gold,3585,2d34e8c9-3ed6-4c19-b953-5a9548a74c5d,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_gold.xml
MineableRock_AsteroidRare_Taranite,asteroid,rare,Taranite,3555,9874c097-3c30-467f-b6e8-6de542ed596d,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_taranite.xml
MineableRock_AsteroidRare_Taranite,asteroid,rare,Taranite,3555,9874c097-3c30-467f-b6e8-6de542ed596d,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_taranite.xml
MineableRock_AsteroidRare_TEMPLATE,asteroid,rare,TEMPLATE,4000,b0bdcced-4fec-4237-aae4-c73e59738714,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_template.xml
MineableRock_AsteroidRare_TEMPLATE,asteroid,rare,TEMPLATE,4000,b0bdcced-4fec-4237-aae4-c73e59738714,libs/foundry/records/entities/mineable/mineablerock_asteroidrare_template.xml
MineableRock_AsteroidUncommon_Agricium,asteroid,uncommon,Agricium,3885,aee32aa3-ff94-4a67-9f1d-1d33f65efd01,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_agricium.xml
MineableRock_AsteroidUncommon_Agricium,asteroid,uncommon,Agricium,3885,aee32aa3-ff94-4a67-9f1d-1d33f65efd01,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_agricium.xml
MineableRock_AsteroidUncommon_Aslarite,asteroid,uncommon,Aslarite,3840,e0c61943-d678-4bd9-8a8b-cf44ca11b8c0,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_aslarite.xml
MineableRock_AsteroidUncommon_Aslarite,asteroid,uncommon,Aslarite,3840,e0c61943-d678-4bd9-8a8b-cf44ca11b8c0,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_aslarite.xml
MineableRock_AsteroidUncommon_Laranite,asteroid,uncommon,Laranite,3825,fa4a8e1b-c142-4b35-bfbd-a58f9faf875e,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_laranite.xml
MineableRock_AsteroidUncommon_Laranite,asteroid,uncommon,Laranite,3825,fa4a8e1b-c142-4b35-bfbd-a58f9faf875e,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_laranite.xml
MineableRock_AsteroidUncommon_TEMPLATE,asteroid,uncommon,TEMPLATE,4000,6d31b792-6e38-48d1-933d-0fa87e3c8306,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_template.xml
MineableRock_AsteroidUncommon_TEMPLATE,asteroid,uncommon,TEMPLATE,4000,6d31b792-6e38-48d1-933d-0fa87e3c8306,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_template.xml
MineableRock_AsteroidUncommon_Titanium,asteroid,uncommon,Titanium,3855,1142743a-80cd-4da0-906c-5ebd5fcfbacb,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_titanium.xml
MineableRock_AsteroidUncommon_Titanium,asteroid,uncommon,Titanium,3855,1142743a-80cd-4da0-906c-5ebd5fcfbacb,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_titanium.xml
MineableRock_AsteroidUncommon_Torite_RCD_large,asteroid,uncommon,Torite,3900,b726d1d9-3eea-435a-bbca-5670c852499b,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_torite_rcd_large.xml
MineableRock_AsteroidUncommon_Torite_RCD_large,asteroid,uncommon,Torite,3900,b726d1d9-3eea-435a-bbca-5670c852499b,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_torite_rcd_large.xml
MineableRock_AsteroidUncommon_Torite,asteroid,uncommon,Torite,3900,5d6549ec-e809-4290-95a6-62b7d2ab4681,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_torite.xml
MineableRock_AsteroidUncommon_Torite,asteroid,uncommon,Torite,3900,5d6549ec-e809-4290-95a6-62b7d2ab4681,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_torite.xml
MineableRock_AsteroidUncommon_Tungsten,asteroid,uncommon,Tungsten,3870,268e42e2-0a59-4133-afac-6f3af543d3a8,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_tungsten.xml
MineableRock_AsteroidUncommon_Tungsten,asteroid,uncommon,Tungsten,3870,268e42e2-0a59-4133-afac-6f3af543d3a8,libs/foundry/records/entities/mineable/mineablerock_asteroiduncommon_tungsten.xml
MineableRock_FPS_Aphorite,fps,,Aphorite,3000,ac63f486-e582-473c-b08b-57e446092af0,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml
MineableRock_FPS_Aphorite,fps,,Aphorite,3000,ac63f486-e582-473c-b08b-57e446092af0,libs/foundry/records/entities/mineable/mineablerock_fps_aphorite.xml
MineableRock_FPS_Carinite_large,fps,,Carinite,3000,8cbe96c4-9222-4241-9d57-3c6b0f1dba90,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_large.xml
MineableRock_FPS_Carinite_large,fps,,Carinite,3000,8cbe96c4-9222-4241-9d57-3c6b0f1dba90,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_large.xml
MineableRock_FPS_Carinite_Pure_small,fps,,Carinite_Pure,3000,2702a32b-3155-4e36-a329-1405eed73286,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_pure_small.xml
MineableRock_FPS_Carinite_Pure_small,fps,,Carinite_Pure,3000,2702a32b-3155-4e36-a329-1405eed73286,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_pure_small.xml
MineableRock_FPS_Carinite_small,fps,,Carinite,3000,b59e5e61-398b-4664-829e-f1405f3db283,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_small.xml
MineableRock_FPS_Carinite_small,fps,,Carinite,3000,b59e5e61-398b-4664-829e-f1405f3db283,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_small.xml
MineableRock_FPS_Carinite,fps,,Carinite,3000,95c72e38-f456-491d-b244-551fc86bfbc6,libs/foundry/records/entities/mineable/mineablerock_fps_carinite.xml
MineableRock_FPS_Carinite,fps,,Carinite,3000,95c72e38-f456-491d-b244-551fc86bfbc6,libs/foundry/records/entities/mineable/mineablerock_fps_carinite.xml
MineableRock_FPS_Dolivine,fps,,Dolivine,3000,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml
MineableRock_FPS_Dolivine,fps,,Dolivine,3000,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml
MineableRock_FPS_Floor_Blocker_Placeholder,fps,,Floor_Blocker_Placeholder,0,57de93ef-93c0-4aa1-8bfe-94fb163a61bb,libs/foundry/records/entities/mineable/mineablerock_fps_floor_blocker_placeholder.xml
MineableRock_FPS_Floor_Blocker_Placeholder,fps,,Floor_Blocker_Placeholder,0,57de93ef-93c0-4aa1-8bfe-94fb163a61bb,libs/foundry/records/entities/mineable/mineablerock_fps_floor_blocker_placeholder.xml
MineableRock_FPS_Flowstone_nobase,fps,,Flowstone_nobase,0,a3c1e2d4-5f76-489a-9184-b7d9352cfd10,libs/foundry/records/entities/mineable/mineablerock_fps_flowstone_nobase.xml
MineableRock_FPS_Flowstone_nobase,fps,,Flowstone_nobase,0,a3c1e2d4-5f76-489a-9184-b7d9352cfd10,libs/foundry/records/entities/mineable/mineablerock_fps_flowstone_nobase.xml
MineableRock_FPS_Flowstone,fps,,Flowstone,0,79e6957f-9bc2-46b4-9136-59cea3163857,libs/foundry/records/entities/mineable/mineablerock_fps_flowstone.xml
MineableRock_FPS_Flowstone,fps,,Flowstone,0,79e6957f-9bc2-46b4-9136-59cea3163857,libs/foundry/records/entities/mineable/mineablerock_fps_flowstone.xml
MineableRock_FPS_Hadanite,fps,,Hadanite,3000,3998d58a-4021-4697-9432-2162aff01c73,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml
MineableRock_FPS_Hadanite,fps,,Hadanite,3000,3998d58a-4021-4697-9432-2162aff01c73,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml
MineableRock_FPS_Jaclium_large,fps,,Jaclium,3000,1297ba00-de45-4f5d-8ebf-e3b898aed8ca,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_large.xml
MineableRock_FPS_Jaclium_large,fps,,Jaclium,3000,1297ba00-de45-4f5d-8ebf-e3b898aed8ca,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_large.xml
MineableRock_FPS_Jaclium_small,fps,,Jaclium,3000,fc922824-6b6e-4e4d-ae1c-c71708ac9081,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_small.xml
MineableRock_FPS_Jaclium_small,fps,,Jaclium,3000,fc922824-6b6e-4e4d-ae1c-c71708ac9081,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_small.xml
MineableRock_FPS_Jaclium,fps,,Jaclium,3000,96243547-bd22-44a8-b606-b467081d51df,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium.xml
MineableRock_FPS_Jaclium,fps,,Jaclium,3000,96243547-bd22-44a8-b606-b467081d51df,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium.xml
MineableRock_FPS_Janalite,fps,,Janalite,3000,41d363ad-d135-4493-9b77-a75f40a74ce4,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml
MineableRock_FPS_Janalite,fps,,Janalite,3000,41d363ad-d135-4493-9b77-a75f40a74ce4,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml
MineableRock_FPS_Sadaryx,fps,,Sadaryx,3000,ddeee909-6bfd-4dd9-a731-64123ce90296,libs/foundry/records/entities/mineable/mineablerock_fps_sadaryx.xml
MineableRock_FPS_Sadaryx,fps,,Sadaryx,3000,ddeee909-6bfd-4dd9-a731-64123ce90296,libs/foundry/records/entities/mineable/mineablerock_fps_sadaryx.xml
MineableRock_FPS_Saldynium_large,fps,,Saldynium,3000,adbe4d01-84e2-41c7-9f7c-4d5d557f3a24,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_large.xml
MineableRock_FPS_Saldynium_large,fps,,Saldynium,3000,adbe4d01-84e2-41c7-9f7c-4d5d557f3a24,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_large.xml
MineableRock_FPS_Saldynium_small,fps,,Saldynium,3000,29affaaf-0b04-4e2c-8339-61062e9f9709,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_small.xml
MineableRock_FPS_Saldynium_small,fps,,Saldynium,3000,29affaaf-0b04-4e2c-8339-61062e9f9709,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_small.xml
MineableRock_FPS_Saldynium,fps,,Saldynium,3000,5583eee8-aa60-4a29-8aaf-141b346e9944,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium.xml
MineableRock_FPS_Saldynium,fps,,Saldynium,3000,5583eee8-aa60-4a29-8aaf-141b346e9944,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium.xml
MineableRock_FPS_TEMPLATE,fps,,TEMPLATE,3000,7976f48b-2d83-422a-9903-94942f45b476,libs/foundry/records/entities/mineable/mineablerock_fps_template.xml
MineableRock_FPS_TEMPLATE,fps,,TEMPLATE,3000,7976f48b-2d83-422a-9903-94942f45b476,libs/foundry/records/entities/mineable/mineablerock_fps_template.xml
MineableRock_FPS_VlkIrradiatedMineablePearls,fps,,VlkIrradiatedMineablePearls,0,44ab70fa-e488-4aa7-b6db-202b0ac13af8,libs/foundry/records/entities/mineable/mineablerock_fps_vlkirradiatedmineablepearls.xml
MineableRock_FPS_VlkIrradiatedMineablePearls,fps,,VlkIrradiatedMineablePearls,0,44ab70fa-e488-4aa7-b6db-202b0ac13af8,libs/foundry/records/entities/mineable/mineablerock_fps_vlkirradiatedmineablepearls.xml
MineableRock_FPS_VlkMineablePearls,fps,,VlkMineablePearls,0,002ffbec-735a-472c-a88e-d3235f92c0f6,libs/foundry/records/entities/mineable/mineablerock_fps_vlkmineablepearls.xml
MineableRock_FPS_VlkMineablePearls,fps,,VlkMineablePearls,0,002ffbec-735a-472c-a88e-d3235f92c0f6,libs/foundry/records/entities/mineable/mineablerock_fps_vlkmineablepearls.xml
MineableRock_GroundVehicle_Beradom,groundvehicle,,Beradom,4000,43090a6d-e2e4-4678-8be1-e893c3a96788,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_beradom.xml
MineableRock_GroundVehicle_Beradom,groundvehicle,,Beradom,4000,43090a6d-e2e4-4678-8be1-e893c3a96788,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_beradom.xml
MineableRock_GroundVehicle_Carinite_large,groundvehicle,,Carinite,4000,1a132c08-28d1-48bf-8e5e-19cc644fedf0,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_large.xml
MineableRock_GroundVehicle_Carinite_large,groundvehicle,,Carinite,4000,1a132c08-28d1-48bf-8e5e-19cc644fedf0,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_large.xml
MineableRock_GroundVehicle_Carinite_small,groundvehicle,,Carinite,4000,9d235ec6-79d5-4443-a826-440b3d2e71fa,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_small.xml
MineableRock_GroundVehicle_Carinite_small,groundvehicle,,Carinite,4000,9d235ec6-79d5-4443-a826-440b3d2e71fa,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_small.xml
MineableRock_GroundVehicle_Carinite,groundvehicle,,Carinite,4000,2c916a2c-8440-4005-a064-5c1a78cad87c,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite.xml
MineableRock_GroundVehicle_Carinite,groundvehicle,,Carinite,4000,2c916a2c-8440-4005-a064-5c1a78cad87c,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite.xml
MineableRock_GroundVehicle_Feynmaline,groundvehicle,,Feynmaline,4000,6755e998-e87c-47bf-8d78-a05e510f792f,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_feynmaline.xml
MineableRock_GroundVehicle_Feynmaline,groundvehicle,,Feynmaline,4000,6755e998-e87c-47bf-8d78-a05e510f792f,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_feynmaline.xml
MineableRock_GroundVehicle_Glacosite,groundvehicle,,Glacosite,4000,096c312d-616c-42cf-bc7f-f1c53d2920c8,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_glacosite.xml
MineableRock_GroundVehicle_Glacosite,groundvehicle,,Glacosite,4000,096c312d-616c-42cf-bc7f-f1c53d2920c8,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_glacosite.xml
MineableRock_SurfaceCommon_Aluminum,surface,common,Aluminum,4285,358e8a7e-ace1-432a-a369-ea1841623e10,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_aluminum.xml
MineableRock_SurfaceCommon_Aluminum,surface,common,Aluminum,4285,358e8a7e-ace1-432a-a369-ea1841623e10,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_aluminum.xml
MineableRock_SurfaceCommon_Copper,surface,common,Copper,4240,b2fd6a88-fdf0-467e-bb56-3f791de97242,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_copper.xml
MineableRock_SurfaceCommon_Copper,surface,common,Copper,4240,b2fd6a88-fdf0-467e-bb56-3f791de97242,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_copper.xml
MineableRock_SurfaceCommon_Corundum,surface,common,Corundum,4225,6cbc92f7-1d03-4f87-a089-fc42569a4ee8,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_corundum.xml
MineableRock_SurfaceCommon_Corundum,surface,common,Corundum,4225,6cbc92f7-1d03-4f87-a089-fc42569a4ee8,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_corundum.xml
MineableRock_SurfaceCommon_Hephaestanite,surface,common,Hephaestanite,4180,5fe24561-d6cf-47a7-9aec-38c45b67291b,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_hephaestanite.xml
MineableRock_SurfaceCommon_Hephaestanite,surface,common,Hephaestanite,4180,5fe24561-d6cf-47a7-9aec-38c45b67291b,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_hephaestanite.xml
MineableRock_SurfaceCommon_Ice,surface,common,Ice,4300,307eb8cf-02e7-451e-b7b2-a34dea6446af,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_ice.xml
MineableRock_SurfaceCommon_Ice,surface,common,Ice,4300,307eb8cf-02e7-451e-b7b2-a34dea6446af,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_ice.xml
MineableRock_SurfaceCommon_Iron,surface,common,Iron,4270,9244bdbf-2311-4715-864b-6de72d987064,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_iron.xml
MineableRock_SurfaceCommon_Iron,surface,common,Iron,4270,9244bdbf-2311-4715-864b-6de72d987064,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_iron.xml
MineableRock_SurfaceCommon_Quartz,surface,common,Quartz,4210,e1082109-d0df-4eb4-87ab-6e16be897a8a,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_quartz.xml
MineableRock_SurfaceCommon_Quartz,surface,common,Quartz,4210,e1082109-d0df-4eb4-87ab-6e16be897a8a,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_quartz.xml
MineableRock_SurfaceCommon_Silicon,surface,common,Silicon,4255,68545e81-79db-485d-9ddb-f04bb90e6f6c,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_silicon.xml
MineableRock_SurfaceCommon_Silicon,surface,common,Silicon,4255,68545e81-79db-485d-9ddb-f04bb90e6f6c,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_silicon.xml
MineableRock_SurfaceCommon_TEMPLATE,surface,common,TEMPLATE,4000,b8cba09d-f325-4fe7-a0ab-903ac01f5b6d,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_template.xml
MineableRock_SurfaceCommon_TEMPLATE,surface,common,TEMPLATE,4000,b8cba09d-f325-4fe7-a0ab-903ac01f5b6d,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_template.xml
MineableRock_SurfaceCommon_Tin,surface,common,Tin,4195,a70d6cb4-102f-410c-888d-83e2e4855333,libs/foundry/records/entities/mineable/mineablerock_surfacecommon_tin.xml
