Generator Class,Contract ID,Contract Debug Name,Template Class,Description Key,Description Key Role,Hauling Summary,Record GUID,Record Path
GoblinG_Generator,80172e80-ccac-49bc-b7f9-fb92169671d2,GoblinG_HaulCargo_M_Stanton3,HaulCargo_AtoB_GoblinG_Medium,GoblinG_ArcCorp_HaulCargo_M_Desc,primary,"Order: 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU + 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,534f1446-0829-4dc3-8ed7-73b8c5a568a5,GoblinG_HaulCargo_L_Stanton3,HaulCargo_AtoB_GoblinG_Large,GoblinG_ArcCorp_HaulCargo_L_Desc,primary,"Order: 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU + 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,5078e27d-7e43-4201-819a-a92d9dc6d225,GoblinG_ResourceGathering_Stanton4_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_MicroTech_ResourceGathering_Desc_Intro,primary,"Order: 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU + 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,bd74d111-4ac6-4e87-b430-6e3cf4fb6790,GoblinG_HaulCargo_S_Stanton4,HaulCargo_AtoB_GoblinG_Small,GoblinG_MicroTech_HaulCargo_S_Desc,primary,"Order: 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU + 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,7193e36c-3b4d-4192-8044-f8254e7fcaa0,GoblinG_HaulCargo_M_Stanton4,HaulCargo_AtoB_GoblinG_Medium,GoblinG_MicroTech_HaulCargo_M_Desc,primary,"Order: 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU + 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,1c7af849-bc43-4929-af6c-93ec4cbbccf4,GoblinG_HaulCargo_L_Stanton4,HaulCargo_AtoB_GoblinG_Large,GoblinG_MicroTech_HaulCargo_L_Desc,primary,"Order: 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU + 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,3d85de42-90d8-420e-a92a-15eca300b14f,GoblinG_ResourceGathering_Stanton1_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_Hurston_ResourceGathering_Desc_Intro,primary,"Order: 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU + 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,6a1de984-7ac6-4f11-afc2-f08d3e2a9976,GoblinG_HaulCargo_S_Stanton1,HaulCargo_AtoB_GoblinG_Small,GoblinG_Hurston_HaulCargo_S_Desc,primary,"Order: 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU + 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,246286df-b162-4abd-8c5a-39a2f014c16a,GoblinG_HaulCargo_M_Stanton1,HaulCargo_AtoB_GoblinG_Medium,GoblinG_Hurston_HaulCargo_M_Desc,primary,"Order: 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU + 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,27beda25-ba0e-4fff-b6ec-a08c22dfaffa,GoblinG_HaulCargo_L_Stanton1,HaulCargo_AtoB_GoblinG_Large,GoblinG_Hurston_HaulCargo_L_Desc,primary,"Order: 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU + 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,96304826-e085-4e86-b2c4-bb58cedc073d,GoblinG_ResourceGathering_Stanton2_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_Crusader_ResourceGathering_Desc_Intro,primary,"Order: 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU + 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,d71aff54-93ec-4e95-a90c-b406f8694a73,GoblinG_HaulCargo_S_Stanton2,HaulCargo_AtoB_GoblinG_Small,GoblinG_Crusader_HaulCargo_S_Desc,primary,"Order: 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU + 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,b0ba7674-734b-48b2-9e83-65864d310451,GoblinG_HaulCargo_M_Stanton2,HaulCargo_AtoB_GoblinG_Medium,GoblinG_Crusader_HaulCargo_M_Desc,primary,"Order: 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU + 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,a88cb977-4069-41ea-b5f3-378e3ee0ef29,GoblinG_HaulCargo_L_Stanton2,HaulCargo_AtoB_GoblinG_Large,GoblinG_Crusader_HaulCargo_L_Desc,primary,"Order: 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU + 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,5789f55c-ac78-4518-8d93-4d7ec07ecdf4,GoblinG_ResourceGathering_Stanton3_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_ArcCorp_ResourceGathering_Desc_Intro,primary,"Order: 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU + 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,ea742b7e-c65d-4002-b12d-8fae450f6755,GoblinG_HaulCargo_S_Stanton3,HaulCargo_AtoB_GoblinG_Small,GoblinG_ArcCorp_HaulCargo_S_Desc,primary,"Order: 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU + 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,80172e80-ccac-49bc-b7f9-fb92169671d2,GoblinG_HaulCargo_M_Stanton3,HaulCargo_AtoB_GoblinG_Medium,GoblinG_ArcCorp_HaulCargo_M_Desc,primary,"Order: 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU + 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,534f1446-0829-4dc3-8ed7-73b8c5a568a5,GoblinG_HaulCargo_L_Stanton3,HaulCargo_AtoB_GoblinG_Large,GoblinG_ArcCorp_HaulCargo_L_Desc,primary,"Order: 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU + 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,5078e27d-7e43-4201-819a-a92d9dc6d225,GoblinG_ResourceGathering_Stanton4_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_MicroTech_ResourceGathering_Desc_Intro,primary,"Order: 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU + 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,bd74d111-4ac6-4e87-b430-6e3cf4fb6790,GoblinG_HaulCargo_S_Stanton4,HaulCargo_AtoB_GoblinG_Small,GoblinG_MicroTech_HaulCargo_S_Desc,primary,"Order: 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU + 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,7193e36c-3b4d-4192-8044-f8254e7fcaa0,GoblinG_HaulCargo_M_Stanton4,HaulCargo_AtoB_GoblinG_Medium,GoblinG_MicroTech_HaulCargo_M_Desc,primary,"Order: 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU + 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,1c7af849-bc43-4929-af6c-93ec4cbbccf4,GoblinG_HaulCargo_L_Stanton4,HaulCargo_AtoB_GoblinG_Large,GoblinG_MicroTech_HaulCargo_L_Desc,primary,"Order: 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU + 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
RedWind_Hauling,db9d9b2d-d850-4df1-ab0f-7fa2261e8f62,RedWind_Pyro_SupplyGrade_RegionA_CFP_StationToTradepost_Carbon_CargoHauling_AtoB_Intro,HaulCargo_AtoB_Supply_Carbon,RedWind_HaulCargo_desc_intro,primary,"Order: 50-350 SCU @items_commodities_carbon, max 8 SCU + 50-350 SCU @items_commodities_carbon, max 8 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,db9d9b2d-d850-4df1-ab0f-7fa2261e8f62,RedWind_Pyro_SupplyGrade_RegionA_CFP_StationToTradepost_Carbon_CargoHauling_AtoB_Intro,HaulCargo_AtoB_Supply_Carbon,RedWind_HaulCargo_desc_intro,primary,"Order: 50-350 SCU @items_commodities_carbon, max 8 SCU + 50-350 SCU @items_commodities_carbon, max 8 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
FoxwellEnforcement_Generator,50b65c1a-14ad-4e69-bba6-efac087a3735,Foxwell_PAF_HaulCargo_Multi2ToSingle_Small_Aluminum,HaulCargo_Multi2ToSingle_Small_Aluminum,Foxwell_HaulCargo_MultiToSingle_desc_01,primary,"Order: 4-16 SCU @items_commodities_aluminum, max 4 SCU + 4-16 SCU @items_commodities_aluminum, max 4 SCU + 4-16 SCU @items_commodities_aluminum, max 4 SCU + 4-16 SCU @items_commodities_aluminum, max 4 SCU",4ea43286-cc88-4d7c-aa7e-d84077893446,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/foxwellenforcement_generator.xml
FoxwellEnforcement_Generator,b0d47978-50bb-404a-b529-4084f6e6ac38,Foxwell_PAF_HaulCargo_AtoB_Small_AgriculturalSupplies,HaulCargo_AtoB_Small_AgriculturalSupplies,Foxwell_HaulCargo_AToB_PAF_desc_01,primary,"Order: 6-32 SCU @items_commodities_agriculturalSupplies, max 4 SCU + 6-32 SCU @items_commodities_agriculturalSupplies, max 4 SCU",4ea43286-cc88-4d7c-aa7e-d84077893446,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/foxwellenforcement_generator.xml
FoxwellEnforcement_Generator,f0a6adc6-ef64-4d4f-bf35-5368c870d7ad,Foxwell_OLP_HaulCargo_AtoB_Small_Carbon,HaulCargo_AtoB_Small_Carbon,Foxwell_HaulCargo_AToB_OLP_desc_01,primary,"Order: 6-32 SCU @items_commodities_carbon, max 4 SCU + 6-32 SCU @items_commodities_carbon, max 4 SCU",4ea43286-cc88-4d7c-aa7e-d84077893446,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/foxwellenforcement_generator.xml
FoxwellEnforcement_Generator,50b65c1a-14ad-4e69-bba6-efac087a3735,Foxwell_PAF_HaulCargo_Multi2ToSingle_Small_Aluminum,HaulCargo_Multi2ToSingle_Small_Aluminum,Foxwell_HaulCargo_MultiToSingle_desc_01,primary,"Order: 4-16 SCU @items_commodities_aluminum, max 4 SCU + 4-16 SCU @items_commodities_aluminum, max 4 SCU + 4-16 SCU @items_commodities_aluminum, max 4 SCU + 4-16 SCU @items_commodities_aluminum, max 4 SCU",4ea43286-cc88-4d7c-aa7e-d84077893446,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/foxwellenforcement_generator.xml
FoxwellEnforcement_Generator,b0d47978-50bb-404a-b529-4084f6e6ac38,Foxwell_PAF_HaulCargo_AtoB_Small_AgriculturalSupplies,HaulCargo_AtoB_Small_AgriculturalSupplies,Foxwell_HaulCargo_AToB_PAF_desc_01,primary,"Order: 6-32 SCU @items_commodities_agriculturalSupplies, max 4 SCU + 6-32 SCU @items_commodities_agriculturalSupplies, max 4 SCU",4ea43286-cc88-4d7c-aa7e-d84077893446,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/foxwellenforcement_generator.xml
FoxwellEnforcement_Generator,f0a6adc6-ef64-4d4f-bf35-5368c870d7ad,Foxwell_OLP_HaulCargo_AtoB_Small_Carbon,HaulCargo_AtoB_Small_Carbon,Foxwell_HaulCargo_AToB_OLP_desc_01,primary,"Order: 6-32 SCU @items_commodities_carbon, max 4 SCU + 6-32 SCU @items_commodities_carbon, max 4 SCU",4ea43286-cc88-4d7c-aa7e-d84077893446,libs/foundry/records/contracts/contractgenerator/mercenary_guild/foxwellenforcement/foxwellenforcement_generator.xml
TheCollector,82a0d506-def3-4ab5-b0e0-8833c7102f34,TheCollector_Favours_PolarisParts,TheCollector_ForFavours_PolarisParts,TheCollector_Conversion_SpecialFavors_Desc,primary,Order: 24 SCU @items_commodities_quantainium + 24 SCU @items_commodities_quantainium,4a6043af-de6a-8a9b-fd31-60db0855e697,libs/foundry/records/contracts/contractgenerator/thecollector.xml
TheCollector,1a9c813d-f143-49e6-addf-5d068a456cc5,TheColllector_Vehicle_Ground_ATLS_OrangeNGrey,TheCollector_Vehicles_ATLS_OrangeNGrey,TheCollector_Mod_ATLS_Geo_Grad2_Desc,primary,Order: 36 SCU @items_commodities_quantainium + 8 SCU @items_commodities_copper + 8 SCU @items_commodities_tungsten + 8 SCU @items_commodities_corundum + 36 SCU @items_commodities_quantainium + 8 SCU @items_commodities_copper + 8 SCU @items_commodities_tungsten + 8 SCU @items_commodities_corundum,4a6043af-de6a-8a9b-fd31-60db0855e697,libs/foundry/records/contracts/contractgenerator/thecollector.xml
TheCollector,82a0d506-def3-4ab5-b0e0-8833c7102f34,TheCollector_Favours_PolarisParts,TheCollector_ForFavours_PolarisParts,TheCollector_Conversion_SpecialFavors_Desc,primary,Order: 24 SCU @items_commodities_quantainium + 24 SCU @items_commodities_quantainium,4a6043af-de6a-8a9b-fd31-60db0855e697,libs/foundry/records/contracts/contractgenerator/thecollector.xml
TheCollector,1a9c813d-f143-49e6-addf-5d068a456cc5,TheColllector_Vehicle_Ground_ATLS_OrangeNGrey,TheCollector_Vehicles_ATLS_OrangeNGrey,TheCollector_Mod_ATLS_Geo_Grad2_Desc,primary,Order: 36 SCU @items_commodities_quantainium + 8 SCU @items_commodities_copper + 8 SCU @items_commodities_tungsten + 8 SCU @items_commodities_corundum + 36 SCU @items_commodities_quantainium + 8 SCU @items_commodities_copper + 8 SCU @items_commodities_tungsten + 8 SCU @items_commodities_corundum,4a6043af-de6a-8a9b-fd31-60db0855e697,libs/foundry/records/contracts/contractgenerator/thecollector.xml
CleanAir,d240de56-6036-4161-a5c5-5b19184bd866,CleanAir_Small_MoldTreatment,HaulCargo_AtoB_Small_CleanAir_MoldTreatment,CleanAir_Hauling_Small_MoldTreatment_desc,primary,"Order: 6 SCU @items_commodities_MoldTreatment, max 1 SCU + 6 SCU @items_commodities_MoldTreatment, max 1 SCU",c3a826c8-368d-4a28-8487-162f70d61469,libs/foundry/records/contracts/contractgenerator/yearspecificcontent/cleanair.xml
