Generator Class,Contract ID,Contract Debug Name,Template Class,Description Key,Description Key Role,Hauling Summary,Record GUID,Record Path
GoblinG_Generator,80172e80-ccac-49bc-b7f9-fb92169671d2,GoblinG_HaulCargo_M_Stanton3,HaulCargo_AtoB_GoblinG_Medium,GoblinG_ArcCorp_HaulCargo_M_Desc,primary,"Order: 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU + 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,534f1446-0829-4dc3-8ed7-73b8c5a568a5,GoblinG_HaulCargo_L_Stanton3,HaulCargo_AtoB_GoblinG_Large,GoblinG_ArcCorp_HaulCargo_L_Desc,primary,"Order: 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU + 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,5078e27d-7e43-4201-819a-a92d9dc6d225,GoblinG_ResourceGathering_Stanton4_Intro,HaulCargo_AtoB_GoblinG_Intro,GoblinG_MicroTech_ResourceGathering_Desc_Intro,primary,"Order: 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU + 1-0 SCU @items_commodities_copper, max 1 SCU + 1-0 SCU @items_commodities_tungsten, max 1 SCU + 1-0 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,bd74d111-4ac6-4e87-b430-6e3cf4fb6790,GoblinG_HaulCargo_S_Stanton4,HaulCargo_AtoB_GoblinG_Small,GoblinG_MicroTech_HaulCargo_S_Desc,primary,"Order: 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU + 2 SCU @items_commodities_copper, max 1 SCU + 4 SCU @items_commodities_tungsten, max 1 SCU + 2 SCU @items_commodities_corundum, max 1 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,7193e36c-3b4d-4192-8044-f8254e7fcaa0,GoblinG_HaulCargo_M_Stanton4,HaulCargo_AtoB_GoblinG_Medium,GoblinG_MicroTech_HaulCargo_M_Desc,primary,"Order: 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU + 19 SCU @items_commodities_copper, max 4 SCU + 10 SCU @items_commodities_tungsten, max 4 SCU + 19 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
GoblinG_Generator,1c7af849-bc43-4929-af6c-93ec4cbbccf4,GoblinG_HaulCargo_L_Stanton4,HaulCargo_AtoB_GoblinG_Large,GoblinG_MicroTech_HaulCargo_L_Desc,primary,"Order: 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU + 72 SCU @items_commodities_copper, max 4 SCU + 36 SCU @items_commodities_tungsten, max 4 SCU + 72 SCU @items_commodities_corundum, max 4 SCU",9a501367-1c36-4dda-8326-0c3a75896e26,libs/foundry/records/contracts/contractgenerator/gobling_generator.xml
LingFamilyHauling_Hauling,f7cb7b85-10ca-4e4d-b874-082611618939,HaulCargo_Multi2ToSingle_Interstellar_Medium_Souv_Intro,HaulCargo_Multi2ToSingle_Supply_Souv,LingFamily_HaulCargo_MultiToSingle_desc_Party,primary,"Order: 24-0 SCU @items_commodities_distilledSpirits, max 8 SCU + 12-0 SCU @items_commodities_PartyFavors, max 4 SCU + 3-0 SCU @Test_InvalidInteraction, max 1 SCU + 3-0 SCU @items_commodities_Souvenirs, max 1 SCU + 24-0 SCU @items_commodities_distilledSpirits, max 8 SCU + 12-0 SCU @items_commodities_PartyFavors, max 4 SCU + 3-0 SCU @Test_InvalidInteraction, max 1 SCU + 3-0 SCU @items_commodities_Souvenirs, max 1 SCU",ad5cab74-24dd-41d9-8471-33695fc60e0b,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/lingfamilyhauling/lingfamilyhauling_hauling.xml
LingFamilyHauling_Hauling,45df5785-3b88-409f-80d8-e029c23b35d4,HaulCargo_Multi2ToSingle_Interstellar_Medium_Souv,HaulCargo_Multi2ToSingle_Supply_Souv,LingFamily_HaulCargo_MultiToSingle_desc_Party,primary,"Order: 24-0 SCU @items_commodities_distilledSpirits, max 8 SCU + 12-0 SCU @items_commodities_PartyFavors, max 4 SCU + 3-0 SCU @Test_InvalidInteraction, max 1 SCU + 3-0 SCU @items_commodities_Souvenirs, max 1 SCU + 24-0 SCU @items_commodities_distilledSpirits, max 8 SCU + 12-0 SCU @items_commodities_PartyFavors, max 4 SCU + 3-0 SCU @Test_InvalidInteraction, max 1 SCU + 3-0 SCU @items_commodities_Souvenirs, max 1 SCU",ad5cab74-24dd-41d9-8471-33695fc60e0b,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/lingfamilyhauling/lingfamilyhauling_hauling.xml
RedWind_Hauling,e124df75-8367-4e3f-9c6e-94fe5049ef68,RedWind_Pyro_BulkGrade_RegionA_CFP_StationToRuin_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,87d56f6c-66e2-4eb4-be51-0c28697e6186,RedWind_Pyro_BulkGrade_RegionB_CFP_StationToRuin_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,0cbc9cc0-7b05-464d-94ff-906cf35e672b,RedWind_Pyro_BulkGrade_RegionC_CFP_StationToRuin_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,8a60f1d5-ed22-40a6-bc0b-2d384986d9f3,RedWind_Pyro_BulkGrade_RegionA_CFP_StationToStation_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,db9528c2-5e4d-40a6-a823-435e188f5aa8,RedWind_Pyro_BulkGrade_RegionB_CFP_StationToStation_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,9786afcd-8d63-440b-b7c9-beb085256dc8,RedWind_Pyro_BulkGrade_RegionA_CFP_StationToRuin_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,2b99839e-f2a3-4cb3-935e-532c0198b294,RedWind_Pyro_BulkGrade_RegionB_CFP_StationToRuin_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,a8b7d4a8-1263-45ea-ad82-097828080b3e,RedWind_Pyro_BulkGrade_RegionC_CFP_StationToRuin_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,0b3d8929-48b2-493a-96a7-8b967dd8e879,RedWind_Pyro_BulkGrade_RegionA_CFP_StationToStation_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,e62908ac-4c9b-4eda-b17f-6fb5fd504b05,RedWind_Pyro_BulkGrade_RegionB_CFP_StationToStation_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,f0ff7121-1ba3-42a5-bd89-b7b92a10a36c,RedWind_Pyro_BulkGrade_RegionD_CFP_RuinToStation_RegionA_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,11d9e1f1-6c18-4369-812b-c373c47c14b7,RedWind_Pyro_BulkGrade_RegionD_CFP_RuinToStation_RegionB_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,f350b0c0-45de-416a-b33d-997562abbea3,RedWind_Pyro_BulkGrade_RegionD_CFP_RuinToStation_RegionC_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,904bca27-5d48-4e23-9469-5a8cd794ce80,RedWind_Pyro_BulkGrade_RegionA_CFP_StationToStation_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,f70b7d98-f321-454c-9b42-feed60b458c0,RedWind_Pyro_BulkGrade_RegionB_CFP_StationToStation_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,5c6d0bd2-f151-4439-a8b2-602fbdadaa5c,RedWind_Pyro_BulkGrade_RegionA_HH_StationToRuin_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,d6717839-8f55-4d88-9a86-e4e271b111e0,RedWind_Pyro_BulkGrade_RegionB_HH_StationToRuin_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,192b629d-25f8-4b97-9c80-d6fce5bda80b,RedWind_Pyro_BulkGrade_RegionC_HH_StationToRuin_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,63a95042-9954-4e29-8bf3-77a38a2f1578,RedWind_Pyro_BulkGrade_RegionA_HH_StationToStation_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,542f87d8-6e80-487a-bb8e-2079080abed5,RedWind_Pyro_BulkGrade_RegionB_HH_StationToStation_Carbon_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Carbon,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_carbon, max 32 SCU + 400-600 SCU @items_commodities_carbon, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,b38e0796-1614-4377-a31a-513274c72a9e,RedWind_Pyro_BulkGrade_RegionA_HH_StationToRuin_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,604acad4-b3f2-41e0-88ce-b6dd9a2c112a,RedWind_Pyro_BulkGrade_RegionB_HH_StationToRuin_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,19c34e1e-91f4-4356-8619-70503b5a596d,RedWind_Pyro_BulkGrade_RegionC_HH_StationToRuin_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,8ffe79fe-e939-4d5d-b6cf-e31feed15a5c,RedWind_Pyro_BulkGrade_RegionA_HH_StationToStation_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,e3764410-2fc7-4785-ad9b-076d90f9ee28,RedWind_Pyro_BulkGrade_RegionB_HH_StationToStation_Potassium_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Potasium,RedWind_HaulCargo_AToB_desc_01,primary,"Order: 400-600 SCU @items_commodities_potassium, max 32 SCU + 400-600 SCU @items_commodities_potassium, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,be39440c-86a7-43e2-ad87-6be9291dd802,RedWind_Pyro_BulkGrade_RegionD_HH_RuinToStation_RegionA_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,a4b0b2c7-747c-4767-ac2b-8dc7325cae8e,RedWind_Pyro_BulkGrade_RegionD_HH_RuinToStation_RegionB_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,46175134-9c50-42a2-995f-db1c833ae0e9,RedWind_Pyro_BulkGrade_RegionD_HH_RuinToStation_RegionC_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
RedWind_Hauling,06be72ef-c0ed-4dd2-91eb-d835db44f2be,RedWind_Pyro_BulkGrade_RegionA_HH_StationToStation_Waste_CargoHauling_AtoB,HaulCargo_AtoB_Bulk_Waste,RedWind_HaulCargo_AToB_waste_desc_01,primary,"Order: 400-600 SCU @items_commodities_waste, max 32 SCU + 400-600 SCU @items_commodities_waste, max 32 SCU",6eb86e29-817a-4463-b37e-5a719004b4dc,libs/foundry/records/contracts/contractgenerator/interstellartransport_guild/redwind/redwind_hauling.xml
