Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Damage Alpha,Rate of Fire,Fire Mode,Projectile Speed,Ammo Range,Ammo Quantity
behr_binoculars_01,item_Namebehr_binoculars_01,item_Namebehr_binoculars_01_short,item_Descbehr_binoculars_01,BEHR,1,1,Gadget,,,60,Single,,,
behr_glauncher_ballistic_01_black01,item_Namebehr_glauncher_ballistic_01_black01,item_Namebehr_glauncher_ballistic_01_black01_short,item_Descbehr_glauncher_ballistic_01_black01,BEHR,4,1,Medium,,12.5,60,Single,50,200,6
behr_glauncher_ballistic_01_cen01,item_Namebehr_glauncher_ballistic_01_cen01,item_Namebehr_glauncher_ballistic_01_cen01_short,item_Descbehr_glauncher_ballistic_01_cen01,BEHR,4,1,Medium,,12.5,60,Single,50,200,6
behr_glauncher_ballistic_01_imp01,item_Namebehr_glauncher_ballistic_01_imp01,item_Namebehr_glauncher_ballistic_01_imp01_short,item_Descbehr_glauncher_ballistic_01_imp01,BEHR,4,1,Medium,,12.5,60,Single,50,200,6
behr_glauncher_ballistic_01_mat01,item_Namebehr_glauncher_ballistic_01_mat01,item_Namebehr_glauncher_ballistic_01_mat01_short,item_Descbehr_glauncher_ballistic_01_mat01,BEHR,4,1,Medium,,12.5,60,Single,50,200,6
behr_glauncher_ballistic_01_shin01,item_Namebehr_glauncher_ballistic_01_shin,item_Namebehr_glauncher_ballistic_01_shin_short,item_Descbehr_glauncher_ballistic_01_shin,BEHR,4,1,Medium,,12.5,60,Single,50,200,6
behr_glauncher_ballistic_01,item_Namebehr_glauncher_ballistic_01,item_Namebehr_glauncher_ballistic_01_short,item_Descbehr_glauncher_ballistic_01,BEHR,4,1,Medium,,12.5,60,Single,50,200,6
behr_lmg_ballistic_01_luminalia_green01,item_Namebehr_lmg_ballistic_01_luminalia_green01,item_Namebehr_lmg_ballistic_01_luminalia_green01_short,item_Descbehr_lmg_ballistic_01_luminalia_green01,BEHR,4,1,Medium,,14.5,650,Rapid,600,1200,75
behr_lmg_ballistic_01_tint01,item_Namebehr_lmg_ballistic_01_tint01,item_Namebehr_lmg_ballistic_01_tint01_short,item_Descbehr_lmg_ballistic_01_tint01,BEHR,4,1,Medium,,14.5,650,Rapid,600,1200,75
behr_lmg_ballistic_01_xenothreat01,item_Namebehr_lmg_ballistic_01_xenothreat01,item_Namebehr_lmg_ballistic_01_xenothreat01_short,item_Descbehr_lmg_ballistic_01_xenothreat01,BEHR,4,1,Medium,,14.5,650,Rapid,600,1200,75
behr_lmg_ballistic_01_yellow_grey01,item_Namebehr_lmg_ballistic_01_yellow_grey01,item_Namebehr_lmg_ballistic_01_yellow_grey01_short,item_Descbehr_lmg_ballistic_01_yellow_grey01,BEHR,4,1,Medium,,14.5,650,Rapid,600,1200,75
behr_lmg_ballistic_01,item_Namebehr_lmg_ballistic_01,item_Namebehr_lmg_ballistic_01_short,item_Descbehr_lmg_ballistic_01,BEHR,4,1,Medium,,14.5,650,Rapid,600,1200,75
behr_pistol_ballistic_01_300,item_Namebehr_pistol_ballistic_01_300,item_Namebehr_pistol_ballistic_01_300_short,item_Descbehr_pistol_ballistic_01_300,BEHR,1,1,Small,,22.5,450,Single,500,950,20
behr_pistol_ballistic_01_firerats01,item_Namebehr_pistol_ballistic_01_firerats01,item_Namebehr_pistol_ballistic_01_firerats01_short,item_Descbehr_pistol_ballistic_01_firerats01,BEHR,1,1,Small,,22.5,450,Single,500,950,20
behr_pistol_ballistic_01,item_Namebehr_pistol_ballistic_01,item_Namebehr_pistol_ballistic_01_short,item_Descbehr_pistol_ballistic_01,BEHR,1,1,Small,,22.5,450,Single,500,950,20
behr_rifle_ballistic_01_black02,item_Namebehr_rifle_ballistic_01_black02,item_Namebehr_rifle_ballistic_01_black02_short,item_Descbehr_rifle_ballistic_01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_01_contestedzonereward,item_Namebehr_rifle_ballistic_01,item_Namebehr_rifle_ballistic_01_short,item_Descbehr_rifle_ballistic_01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_01_green01,item_Namebehr_rifle_ballistic_01_green01,item_Namebehr_rifle_ballistic_01_green01_short,item_Descbehr_rifle_ballistic_01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_01_store01,item_Namebehr_rifle_ballistic_01_store01,item_Namebehr_rifle_ballistic_01_store01_short,item_Descbehr_rifle_ballistic_01_store01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_01_tan01,item_Namebehr_rifle_ballistic_01_tan01,item_Namebehr_rifle_ballistic_01_tan01_short,item_Descbehr_rifle_ballistic_01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_01_tint01,item_Namebehr_rifle_ballistic_01_tint01,item_Namebehr_rifle_ballistic_01_tint01_short,item_Descbehr_rifle_ballistic_01_tint01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_01_white02_tow,item_Namebehr_rifle_ballistic_01_white02,item_Namebehr_rifle_ballistic_01_white02_short,item_Descbehr_rifle_ballistic_01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_01_white02,item_Namebehr_rifle_ballistic_01_white02,item_Namebehr_rifle_ballistic_01_white02_short,item_Descbehr_rifle_ballistic_01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_01,item_Namebehr_rifle_ballistic_01,item_Namebehr_rifle_ballistic_01_short,item_Descbehr_rifle_ballistic_01,BEHR,2,1,Medium,,12,810,Rapid,550,1100,40
behr_rifle_ballistic_02_civilian_black01,item_Namebehr_rifle_ballistic_02_black01,item_Namebehr_rifle_ballistic_02_black01_short,item_Descbehr_rifle_ballistic_02_black01,BEHR,2,1,Medium,,45,235,Single,1150,2300,15
behr_rifle_ballistic_02_civilian_blue01,item_Namebehr_rifle_ballistic_02_blue01,item_Namebehr_rifle_ballistic_02_blue01_short,item_Descbehr_rifle_ballistic_02_blue01,BEHR,2,1,Medium,,45,235,Single,1150,2300,15
behr_rifle_ballistic_02_civilian_digi01,item_Namebehr_rifle_ballistic_02_civilian_digi01,item_Namebehr_rifle_ballistic_02_civilian_digi01_short,item_Descbehr_rifle_ballistic_02_civilian_digi01,BEHR,2,1,Medium,,45,235,Single,1150,2300,15
behr_rifle_ballistic_02_civilian_store01,item_Namebehr_rifle_ballistic_02_civilian_store01,item_Namebehr_rifle_ballistic_02_civilian_store01_short,item_Descbehr_rifle_ballistic_02_civilian_store01,BEHR,2,1,Medium,,45,235,Single,1150,2300,15
behr_rifle_ballistic_02_civilian,item_Namebehr_rifle_ballistic_02_civilian,item_Namebehr_rifle_ballistic_02_civilian_short,item_Descbehr_rifle_ballistic_02_civilian,BEHR,2,1,Medium,,45,235,Single,1150,2300,15
behr_shotgun_ballistic_01_blue_white01,item_Namebehr_shotgun_ballistic_01_blue_white01,item_Namebehr_shotgun_ballistic_01_blue_white01_short,item_Descbehr_shotgun_ballistic_01_blue_white01,BEHR,3,1,Medium,,11,90,Single,225,450,12
behr_shotgun_ballistic_01_mr01,item_Namebehr_shotgun_ballistic_01_mr01,item_Namebehr_shotgun_ballistic_01_mr01_short,item_Descbehr_shotgun_ballistic_01_mr01,BEHR,3,1,Medium,,11,90,Single,225,450,12
behr_shotgun_ballistic_01_tint01,item_Namebehr_shotgun_ballistic_01_tint01,item_Namebehr_shotgun_ballistic_01_tint01_short,item_Descbehr_shotgun_ballistic_01_tint01,BEHR,3,1,Medium,,11,90,Single,225,450,12
behr_shotgun_ballistic_01,item_Namebehr_shotgun_ballistic_01,item_Namebehr_shotgun_ballistic_01_short,item_Descbehr_shotgun_ballistic_01,BEHR,3,1,Medium,,11,90,Single,225,450,12
behr_smg_ballistic_01_black01,item_Namebehr_smg_ballistic_01_black01,item_Namebehr_smg_ballistic_01_black01_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_black02,item_Namebehr_smg_ballistic_01_black02,item_Namebehr_smg_ballistic_01_black02_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_gold01,item_Namebehr_smg_ballistic_01_gold01,item_Namebehr_smg_ballistic_01_gold01_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_green01,item_Namebehr_smg_ballistic_01_green01,item_Namebehr_smg_ballistic_01_green01_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_iae2201,item_Namebehr_smg_ballistic_01_IAE2022,item_Namebehr_smg_ballistic_01_IAE2022_short,item_Descbehr_smg_ballistic_01_IAE2022,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_iae2501,item_Namebehr_smg_ballistic_01_iae2501,item_Namebehr_smg_ballistic_01_iae2501_short,item_Descbehr_smg_ballistic_01_iae2501,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_tan01,item_Namebehr_smg_ballistic_01_tan01,item_Namebehr_smg_ballistic_01_tan01_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_white01,item_Namebehr_smg_ballistic_01_white01,item_Namebehr_smg_ballistic_01_white01_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_white02_tow,item_Namebehr_smg_ballistic_01_white02,item_Namebehr_smg_ballistic_01_white02_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01_white02,item_Namebehr_smg_ballistic_01_white02,item_Namebehr_smg_ballistic_01_white02_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_smg_ballistic_01,item_Namebehr_smg_ballistic_01,item_Namebehr_smg_ballistic_01_short,item_Descbehr_smg_ballistic_01,BEHR,2,1,Medium,,13.75,800,Rapid,500,950,45
behr_sniper_ballistic_01_arctic01,item_Namebehr_sniper_ballistic_01_arctic01,item_Namebehr_sniper_ballistic_01_arctic01_short,item_Descbehr_sniper_ballistic_01,BEHR,3,1,Medium,,100,55,Single,725,1450,8
behr_sniper_ballistic_01_black01,item_Namebehr_sniper_ballistic_01_black01,item_Namebehr_sniper_ballistic_01_black01_short,item_Descbehr_sniper_ballistic_01,BEHR,3,1,Medium,,100,55,Single,725,1450,8
behr_sniper_ballistic_01_store01,item_Namebehr_sniper_ballistic_01_store01,item_Namebehr_sniper_ballistic_01_store01_short,item_Descbehr_sniper_ballistic_01_store01,BEHR,3,1,Medium,,100,55,Single,725,1450,8
behr_sniper_ballistic_01_tint01,item_Namebehr_sniper_ballistic_01_tint01,item_Namebehr_sniper_ballistic_01_tint01_short,item_Descbehr_sniper_ballistic_01_tint01,BEHR,3,1,Medium,,100,55,Single,725,1450,8
behr_sniper_ballistic_01,item_Namebehr_sniper_ballistic_01,item_Namebehr_sniper_ballistic_01_short,item_Descbehr_sniper_ballistic_01,BEHR,3,1,Medium,,100,55,Single,725,1450,8
crlf_medgun_01_grey01,item_Namecrlf_medgun_01_grey01,item_Namecrlf_medgun_01_short_grey01,item_Desccrlf_medgun_01_grey01,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
crlf_medgun_01_msn_rwd01,item_Namecrlf_medgun_01_msn_rwd01,item_Namecrlf_medgun_01_msn_rwd01_short,item_Desccrlf_medgun_01_msn_rwd01,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
crlf_medgun_01_msn_rwd02,item_Namecrlf_medgun_01_msn_rwd02,item_Namecrlf_medgun_01_msn_rwd02_short,item_Desccrlf_medgun_01_msn_rwd02,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
crlf_medgun_01_msn_rwd03,item_Namecrlf_medgun_01_msn_rwd03,item_Namecrlf_medgun_01_msn_rwd03_short,item_Desccrlf_medgun_01_msn_rwd03,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
crlf_medgun_01_purple01,item_Namecrlf_medgun_01_purple01,item_Namecrlf_medgun_01_short_purple01,item_Desccrlf_medgun_01_purple01,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
crlf_medgun_01_red01,item_Namecrlf_medgun_01_red01,item_Namecrlf_medgun_01_short_red01,item_Desccrlf_medgun_01_red01,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
crlf_medgun_01_store01,item_Namecrlf_medgun_01_store01,item_Namecrlf_medgun_01_store01_short,item_Desccrlf_medgun_01_store01,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
crlf_medgun_01_yellow01,item_Namecrlf_medgun_01_yellow01,item_Namecrlf_medgun_01_short_yellow01,item_Desccrlf_medgun_01_yellow01,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
crlf_medgun_01,item_Namecrlf_medgun_01,,item_Desccrlf_medgun_01,CRLF_Medgun,1,1,Small,,18,,,600,1200,200
apar_special_ballistic_01_test_inf_ammo,item_Nameapar_special_ballistic_01,item_Nameapar_special_ballistic_01_short,item_Descapar_special_ballistic_01,APAR,5,1,Large,,10,70,Single,50,200,5
klwe_rifle_energy_01_test_inf_ammo,item_Nameklwe_rifle_energy_01,item_Nameklwe_rifle_energy_01_short,item_Descklwe_rifle_energy_01,KLWE,2,1,Medium,,21,,,1200,4800,45
ksar_rifle_energy_01_test_inf_ammo,item_Nameksar_rifle_energy_01,item_Nameksar_rifle_energy_01_short,item_Descksar_rifle_energy_01,KSAR,3,1,Medium,,17.5,600,Rapid,600,1200,35
vlk_spewgun_ballistic_01_adult,innerthought_inspect,,,,1,1,Medium,,10,650,Single,70,560,99999
vlk_spewgun_ballistic_01_juvi,innerthought_inspect,,,,1,1,Medium,,35,500,Single,100,800,99999
vlk_spewgun_ballistic_01,innerthought_inspect,,,,1,1,Medium,,35,450,Single,550,4400,99999
vlk_spewgun_ballistic_ice_adult,,,,,1,1,Medium,,,500,Single,,,
vlk_spewgun_ballistic_ice_juvenile,,,,,1,1,Medium,,,500,Single,,,
vlk_spewgun_ballistic_ice,innerthought_inspect,,,,1,1,Medium,,35,450,Single,550,4400,99999
vlk_spewgun_ballistic_irradiated_adult,,,,,1,1,Medium,,,500,Single,,,
vlk_spewgun_ballistic_irradiated_apex,,,,,1,1,Medium,,,500,Single,,,
vlk_spewgun_ballistic_irradiated_juvi,,,,,1,1,Medium,,,500,Single,,,
vlk_spewgun_ballistic_irradiated,innerthought_inspect,,,,1,1,Medium,,35,450,Single,550,4400,99999
vlk_spewgun_ballistic_reference,item_Namebehr_shotgun_ballistic_01,item_Namebehr_shotgun_ballistic_01_short,item_Descbehr_shotgun_ballistic_01,BEHR,3,1,Medium,,35,90,Single,550,4400,99999
gmni_lmg_ballistic_01_blue_gold,item_Namegmni_lmg_ballistic_01_blue_gold_01,item_Namegmni_lmg_ballistic_01_blue_gold_01,item_Descgmni_lmg_ballistic_01_blue_gold_01,GMNI,4,1,Medium,,10,1200,Rapid,550,1100,150
gmni_lmg_ballistic_01_collector01,item_Namegmni_lmg_ballistic_01_collector01,item_Namegmni_lmg_ballistic_01_collector01_short,item_Descgmni_lmg_ballistic_01_collector01,GMNI,4,1,Medium,,10,1200,Rapid,550,1100,150
gmni_lmg_ballistic_01_firerats01,item_Namegmni_lmg_ballistic_01_firerats01,item_Namegmni_lmg_ballistic_01_firerats01_short,item_Descgmni_lmg_ballistic_01_firerats01,GMNI,4,1,Medium,,10,1200,Rapid,550,1100,150
gmni_lmg_ballistic_01_green_red01,item_Namegmni_lmg_ballistic_01_green_red01,item_Namegmni_lmg_ballistic_01_green_red01_short,item_Descgmni_lmg_ballistic_01_green_red01,GMNI,4,1,Medium,,10,1200,Rapid,550,1100,150
gmni_lmg_ballistic_01_purple01,item_Namegmni_lmg_ballistic_01_purple01,item_Namegmni_lmg_ballistic_01_purple01_short,item_Descgmni_lmg_ballistic_01_purple01,GMNI,4,1,Medium,,10,1200,Rapid,550,1100,150
gmni_lmg_ballistic_01_store01,item_Namegmni_lmg_ballistic_01_store01,item_Namegmni_lmg_ballistic_01_store01_short,item_Descgmni_lmg_ballistic_01_store01,GMNI,4,1,Medium,,10,1200,Rapid,550,1100,150
gmni_lmg_ballistic_01,item_Namegmni_lmg_ballistic_01,item_Namegmni_lmg_ballistic_01_short,item_Descgmni_lmg_ballistic_01,GMNI,4,1,Medium,,10,1200,Rapid,550,1100,150
gmni_pistol_ballistic_01_black02,item_Namegmni_pistol_ballistic_01_black02,item_Namegmni_pistol_ballistic_01_black02_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_blue_white01,item_Namegmni_pistol_ballistic_01_blue_white01,item_Namegmni_pistol_ballistic_01_blue_white01_short,item_Descgmni_pistol_ballistic_01_blue_white01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_cen01,item_Namegmni_pistol_ballistic_01_cen01,item_Namegmni_pistol_ballistic_01_cen01_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_firerats01,item_Namegmni_pistol_ballistic_01_firerats01,item_Namegmni_pistol_ballistic_01_firerats01_short,item_Descgmni_pistol_ballistic_01_firerats01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_gold01,item_Namegmni_pistol_ballistic_01_gold01,item_Namegmni_pistol_ballistic_01_gold01_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_green_grey01,item_Namegmni_pistol_ballistic_01_green_grey01,item_Namegmni_pistol_ballistic_01_green_grey01_short,item_Descgmni_pistol_ballistic_01_green_grey01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_green01,item_Namegmni_pistol_ballistic_01_green01,item_Namegmni_pistol_ballistic_01_green01_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_imp01,item_Namegmni_pistol_ballistic_01_imp01,item_Namegmni_pistol_ballistic_01_imp01_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_pink_cian01,item_Namegmni_pistol_ballistic_01_pink_cian01,item_Namegmni_pistol_ballistic_01_pink_cian01_short,item_Descgmni_pistol_ballistic_01_pink_cian01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_red_black01,item_Namegmni_pistol_ballistic_01_red_black01,item_Namegmni_pistol_ballistic_01_red_black01_short,item_Descgmni_pistol_ballistic_01_red_black01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_tan01,item_Namegmni_pistol_ballistic_01_tan01,item_Namegmni_pistol_ballistic_01_tan01_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_white01,item_Namegmni_pistol_ballistic_01_white01,item_Namegmni_pistol_ballistic_01_white01_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01_white02,item_Namegmni_pistol_ballistic_01_white02,item_Namegmni_pistol_ballistic_01_white02_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_pistol_ballistic_01,item_Namegmni_pistol_ballistic_01,item_Namegmni_pistol_ballistic_01_short,item_Descgmni_pistol_ballistic_01,GMNI,1,1,Small,,13,950,Rapid,500,950,25
gmni_rifle_ballistic_01_collector01,item_NameGMNI_rifle_ballistic_01_collector01,item_NameGMNI_rifle_ballistic_01_collector01_short,item_DescGMNI_rifle_ballistic_01_collector01,GMNI,2,1,Medium,,21.5,500,Single,1200,2400,30
gmni_rifle_ballistic_01_firerats01,item_Namegmni_rifle_ballistic_01_firerats01,item_Namegmni_rifle_ballistic_01_firerats01_short,item_Descgmni_rifle_ballistic_01_firerats01,GMNI,2,1,Medium,,21.5,500,Single,1200,2400,30
gmni_rifle_ballistic_01_firerats02,item_Namegmni_rifle_ballistic_01_firerats02,item_Namegmni_rifle_ballistic_01_firerats02_short,item_Descgmni_rifle_ballistic_01_firerats02,GMNI,2,1,Medium,,21.5,500,Single,1200,2400,30
gmni_rifle_ballistic_01_grey_red01,item_NameGMNI_rifle_ballistic_01_grey_red01,item_NameGMNI_rifle_ballistic_01_grey_red01_short,item_DescGMNI_rifle_ballistic_01_grey_red01,GMNI,2,1,Medium,,21.5,500,Single,1200,2400,30
gmni_rifle_ballistic_01_iae2023,item_Namegmni_rifle_ballistic_01_IAE2023,item_Namegmni_rifle_ballistic_01_IAE2023_short,item_Descgmni_rifle_ballistic_01_IAE2023,GMNI,2,1,Medium,,21.5,500,Single,1200,2400,30
gmni_rifle_ballistic_01_mr01,item_Namegmni_rifle_ballistic_01_mr01,item_Namegmni_rifle_ballistic_01_mr01_short,item_Descgmni_rifle_ballistic_01_mr01,GMNI,2,1,Medium,,21.5,500,Single,1200,2400,30
gmni_rifle_ballistic_01_yellow_blue01,item_NameGMNI_rifle_ballistic_01_yellow_blue01,item_NameGMNI_rifle_ballistic_01_yellow_blue01_short,item_DescGMNI_rifle_ballistic_01_yellow_blue01,GMNI,2,1,Medium,,21.5,500,Single,1200,2400,30
gmni_rifle_ballistic_01,item_NameGMNI_rifle_ballistic_01,item_NameGMNI_rifle_ballistic_01_short,item_DescGMNI_rifle_ballistic_01,GMNI,2,1,Medium,,21.5,500,Single,1200,2400,30
gmni_shotgun_ballistic_01_firerats01,item_Namegmni_shotgun_ballistic_01_firerats01,item_Namegmni_shotgun_ballistic_01_firerats01_short,item_Descgmni_shotgun_ballistic_01_firerats01,GMNI,3,1,Medium,,4,455,Rapid,225,450,18
gmni_shotgun_ballistic_01_pink_red01,item_Namegmni_shotgun_ballistic_01_pink_red01,item_Namegmni_shotgun_ballistic_01_pink_red01_short,item_Descgmni_shotgun_ballistic_01_pink_red01,GMNI,3,1,Medium,,4,455,Rapid,225,450,18
gmni_shotgun_ballistic_01_red_black01,item_Namegmni_shotgun_ballistic_01_red_black01,item_Namegmni_shotgun_ballistic_01_red_black01_short,item_Descgmni_shotgun_ballistic_01_red_black01,GMNI,3,1,Medium,,4,455,Rapid,225,450,18
gmni_shotgun_ballistic_01_reward01,item_Namegmni_shotgun_ballistic_01_reward01,item_Namegmni_shotgun_ballistic_01_reward01_short,item_Descgmni_shotgun_ballistic_01_reward01,GMNI,3,1,Medium,,4,455,Rapid,225,450,18
gmni_shotgun_ballistic_01,item_Namegmni_shotgun_ballistic_01,item_Namegmni_shotgun_ballistic_01_short,item_Descgmni_shotgun_ballistic_01,GMNI,3,1,Medium,,4,455,Rapid,225,450,18
gmni_smg_ballistic_01_blue_white01,item_Namegmni_smg_ballistic_01_blue_white01,item_Namegmni_smg_ballistic_01_blue_white01_short,item_Descgmni_smg_ballistic_01_blue_white01,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_smg_ballistic_01_contestedzonereward,item_NameGMNI_smg_ballistic_01,item_NameGMNI_smg_ballistic_01_short,item_DescGMNI_smg_ballistic_01,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_smg_ballistic_01_firerats01,item_Namegmni_smg_ballistic_01_firerats01,item_Namegmni_smg_ballistic_01_firerats01_short,item_Descgmni_smg_ballistic_01_firerats01,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_smg_ballistic_01_green_grey01,item_Namegmni_smg_ballistic_01_green_grey01,item_Namegmni_smg_ballistic_01_green_grey01_short,item_Descgmni_smg_ballistic_01_green_grey01,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_smg_ballistic_01_grey_red01,item_NameGMNI_smg_ballistic_01_grey_red01,item_NameGMNI_smg_ballistic_01_grey_red01_short,item_DescGMNI_smg_ballistic_01_grey_red01,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_smg_ballistic_01_luminalia,item_Namegmni_smg_ballistic_01_Luminalia,item_Namegmni_smg_ballistic_01_Luminalia_short,item_Descgmni_smg_ballistic_01_Luminalia,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_smg_ballistic_01_purple01,item_Namegmni_smg_ballistic_01_purple01,item_Namegmni_smg_ballistic_01_purple01_short,item_Descgmni_smg_ballistic_01_purple01,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_smg_ballistic_01_sf01,item_Namegmni_smg_ballistic_01_sf01,item_Namegmni_smg_ballistic_01_sf01_short,item_Descgmni_smg_ballistic_01_sf01,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_smg_ballistic_01,item_NameGMNI_smg_ballistic_01,item_NameGMNI_smg_ballistic_01_short,item_DescGMNI_smg_ballistic_01,GMNI,2,1,Medium,,11.5,925,Rapid,500,950,50
gmni_sniper_ballistic_01_arctic01,item_Namegmni_sniper_ballistic_01_arctic01,item_Namegmni_sniper_ballistic_01_short,item_Descgmni_sniper_ballistic_01,GMNI,3,1,Medium,,42.5,225,Single,800,1600,15
