Harvestable Preset Class,Harvestable Entity GUID,Harvestable Entity Class,Harvestable Entity Path,Respawn In Slot Time,Special Harvestable String,Record GUID,Record Path
FPSMining_Carinite_Pure_small,2702a32b-3155-4e36-a329-1405eed73286,MineableRock_FPS_Carinite_Pure_small,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_pure_small.xml,3600,,225d3d61-0626-4d4e-b7d8-43b1f8d80562,libs/foundry/records/harvestable/harvestablepresets/fpsmining_carinite_pure_small.xml
FPSMining_Carinite_Pure_small,2702a32b-3155-4e36-a329-1405eed73286,MineableRock_FPS_Carinite_Pure_small,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_pure_small.xml,3600,,225d3d61-0626-4d4e-b7d8-43b1f8d80562,libs/foundry/records/harvestable/harvestablepresets/fpsmining_carinite_pure_small.xml
FPSMining_Carinite_small,b59e5e61-398b-4664-829e-f1405f3db283,MineableRock_FPS_Carinite_small,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_small.xml,3600,,e0fe8b76-968b-4580-862c-47a1805463e5,libs/foundry/records/harvestable/harvestablepresets/fpsmining_carinite_small.xml
FPSMining_Carinite_small,b59e5e61-398b-4664-829e-f1405f3db283,MineableRock_FPS_Carinite_small,libs/foundry/records/entities/mineable/mineablerock_fps_carinite_small.xml,3600,,e0fe8b76-968b-4580-862c-47a1805463e5,libs/foundry/records/harvestable/harvestablepresets/fpsmining_carinite_small.xml
FPSMining_Carinite,95c72e38-f456-491d-b244-551fc86bfbc6,MineableRock_FPS_Carinite,libs/foundry/records/entities/mineable/mineablerock_fps_carinite.xml,3600,,972218d6-0db1-4862-8fd3-25dbecfc3cbd,libs/foundry/records/harvestable/harvestablepresets/fpsmining_carinite.xml
FPSMining_Carinite,95c72e38-f456-491d-b244-551fc86bfbc6,MineableRock_FPS_Carinite,libs/foundry/records/entities/mineable/mineablerock_fps_carinite.xml,3600,,972218d6-0db1-4862-8fd3-25dbecfc3cbd,libs/foundry/records/harvestable/harvestablepresets/fpsmining_carinite.xml
FPSMining_Dolivine,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,MineableRock_FPS_Dolivine,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml,3600,,aeb1d11d-52b8-4bb1-9c8d-c910539cb532,libs/foundry/records/harvestable/harvestablepresets/fpsmining_dolivine.xml
FPSMining_Dolivine,d4130655-d1dd-4daa-8ac2-5aba1081b3ae,MineableRock_FPS_Dolivine,libs/foundry/records/entities/mineable/mineablerock_fps_dolivine.xml,3600,,aeb1d11d-52b8-4bb1-9c8d-c910539cb532,libs/foundry/records/harvestable/harvestablepresets/fpsmining_dolivine.xml
FPSMining_Hadanite,3998d58a-4021-4697-9432-2162aff01c73,MineableRock_FPS_Hadanite,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml,3600,,f42be172-0391-4482-b3ff-6f97c2182272,libs/foundry/records/harvestable/harvestablepresets/fpsmining_hadanite.xml
FPSMining_Hadanite,3998d58a-4021-4697-9432-2162aff01c73,MineableRock_FPS_Hadanite,libs/foundry/records/entities/mineable/mineablerock_fps_hadanite.xml,3600,,f42be172-0391-4482-b3ff-6f97c2182272,libs/foundry/records/harvestable/harvestablepresets/fpsmining_hadanite.xml
FPSMining_Jaclium_large,1297ba00-de45-4f5d-8ebf-e3b898aed8ca,MineableRock_FPS_Jaclium_large,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_large.xml,3600,,da3d9424-3c46-408f-837c-640fbad4408f,libs/foundry/records/harvestable/harvestablepresets/fpsmining_jaclium_large.xml
FPSMining_Jaclium_large,1297ba00-de45-4f5d-8ebf-e3b898aed8ca,MineableRock_FPS_Jaclium_large,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_large.xml,3600,,da3d9424-3c46-408f-837c-640fbad4408f,libs/foundry/records/harvestable/harvestablepresets/fpsmining_jaclium_large.xml
FPSMining_Jaclium_small,fc922824-6b6e-4e4d-ae1c-c71708ac9081,MineableRock_FPS_Jaclium_small,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_small.xml,3600,,911abd05-872a-4f79-922d-947d5ac8c974,libs/foundry/records/harvestable/harvestablepresets/fpsmining_jaclium_small.xml
FPSMining_Jaclium_small,fc922824-6b6e-4e4d-ae1c-c71708ac9081,MineableRock_FPS_Jaclium_small,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium_small.xml,3600,,911abd05-872a-4f79-922d-947d5ac8c974,libs/foundry/records/harvestable/harvestablepresets/fpsmining_jaclium_small.xml
FPSMining_Jaclium,96243547-bd22-44a8-b606-b467081d51df,MineableRock_FPS_Jaclium,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium.xml,3600,,58e56812-6c3d-4633-a67d-fc5507f6b239,libs/foundry/records/harvestable/harvestablepresets/fpsmining_jaclium.xml
FPSMining_Jaclium,96243547-bd22-44a8-b606-b467081d51df,MineableRock_FPS_Jaclium,libs/foundry/records/entities/mineable/mineablerock_fps_jaclium.xml,3600,,58e56812-6c3d-4633-a67d-fc5507f6b239,libs/foundry/records/harvestable/harvestablepresets/fpsmining_jaclium.xml
FPSMining_Janalite,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,3600,,a33e0397-0217-455c-b1ef-18d6f6577638,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml
FPSMining_Janalite,41d363ad-d135-4493-9b77-a75f40a74ce4,MineableRock_FPS_Janalite,libs/foundry/records/entities/mineable/mineablerock_fps_janalite.xml,3600,,a33e0397-0217-455c-b1ef-18d6f6577638,libs/foundry/records/harvestable/harvestablepresets/fpsmining_janalite.xml
FPSMining_Saldynium_large,adbe4d01-84e2-41c7-9f7c-4d5d557f3a24,MineableRock_FPS_Saldynium_large,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_large.xml,3600,,c8629c76-02bb-4547-a589-3c61d3fd07c7,libs/foundry/records/harvestable/harvestablepresets/fpsmining_saldynium_large.xml
FPSMining_Saldynium_large,adbe4d01-84e2-41c7-9f7c-4d5d557f3a24,MineableRock_FPS_Saldynium_large,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_large.xml,3600,,c8629c76-02bb-4547-a589-3c61d3fd07c7,libs/foundry/records/harvestable/harvestablepresets/fpsmining_saldynium_large.xml
FPSMining_Saldynium_small,29affaaf-0b04-4e2c-8339-61062e9f9709,MineableRock_FPS_Saldynium_small,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_small.xml,3600,,fb42eac7-83fa-4c7e-aea8-871183ad98e3,libs/foundry/records/harvestable/harvestablepresets/fpsmining_saldynium_small.xml
FPSMining_Saldynium_small,29affaaf-0b04-4e2c-8339-61062e9f9709,MineableRock_FPS_Saldynium_small,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium_small.xml,3600,,fb42eac7-83fa-4c7e-aea8-871183ad98e3,libs/foundry/records/harvestable/harvestablepresets/fpsmining_saldynium_small.xml
FPSMining_Saldynium,5583eee8-aa60-4a29-8aaf-141b346e9944,MineableRock_FPS_Saldynium,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium.xml,3600,,36d613eb-45da-4bea-943d-02602c9cd6a2,libs/foundry/records/harvestable/harvestablepresets/fpsmining_saldynium.xml
FPSMining_Saldynium,5583eee8-aa60-4a29-8aaf-141b346e9944,MineableRock_FPS_Saldynium,libs/foundry/records/entities/mineable/mineablerock_fps_saldynium.xml,3600,,36d613eb-45da-4bea-943d-02602c9cd6a2,libs/foundry/records/harvestable/harvestablepresets/fpsmining_saldynium.xml
FPSMining_VLK_Irradiated_Pearl_common,e738c625-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Common_05,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_common_05.xml,3600,,00e6d75c-d591-4e6d-9c9f-723a9cdd4cac,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_common.xml
FPSMining_VLK_Irradiated_Pearl_common,e738c625-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Common_05,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_common_05.xml,3600,,00e6d75c-d591-4e6d-9c9f-723a9cdd4cac,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_common.xml
FPSMining_VLK_Irradiated_Pearl_high,e738c605-8ef7-4238-8170-5db0c4c9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_High_02,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_high_02.xml,3600,,0b1a5950-3b1b-4be4-9e19-d0e0e4122832,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_high.xml
FPSMining_VLK_Irradiated_Pearl_high,e738c605-8ef7-4238-8170-5db0c4c9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_High_02,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_high_02.xml,3600,,0b1a5950-3b1b-4be4-9e19-d0e0e4122832,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_high.xml
FPSMining_VLK_Irradiated_Pearl_low,e738c605-8ef7-4238-8170-5ab0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Low_04,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_low_04.xml,3600,,0ce7dc5a-dffe-4f2d-8aea-6cc4879876ce,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_low.xml
FPSMining_VLK_Irradiated_Pearl_low,e738c605-8ef7-4238-8170-5ab0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Low_04,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_low_04.xml,3600,,0ce7dc5a-dffe-4f2d-8aea-6cc4879876ce,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_low.xml
FPSMining_VLK_Irradiated_Pearl_medium,e738b605-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Medium_03,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_medium_03.xml,3600,,14016610-1139-46aa-84ad-98b39a6e8356,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_medium.xml
FPSMining_VLK_Irradiated_Pearl_medium,e738b605-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Medium_03,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_medium_03.xml,3600,,14016610-1139-46aa-84ad-98b39a6e8356,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_medium.xml
FPSMining_VLK_Irradiated_Pearl_super,e738c105-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Super_01,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_super_01.xml,3600,,b7f241c8-8e2d-42c5-b8cc-e1baab8727de,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_super.xml
FPSMining_VLK_Irradiated_Pearl_super,e738c105-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Super_01,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_super_01.xml,3600,,b7f241c8-8e2d-42c5-b8cc-e1baab8727de,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl_super.xml
FPSMining_VLK_Irradiated_Pearl,e738c625-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Common_05,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_common_05.xml,3600,,04514e2d-f7ad-43c4-ab5b-86fa226233b0,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl.xml
FPSMining_VLK_Irradiated_Pearl,e738c625-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Common_05,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_common_05.xml,3600,,04514e2d-f7ad-43c4-ab5b-86fa226233b0,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_irradiated_pearl.xml
FPSMining_VLK_template,e738c625-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Common_05,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_common_05.xml,3600,,2af596f2-8532-4650-bc35-d84c2b0743f7,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_template.xml
FPSMining_VLK_template,e738c625-8ef7-4238-8170-5db0c4f9c15d,Carryable_2H_FL_Vlk_Pearl_Irradiated_Common_05,libs/foundry/records/entities/scitem/carryables/2h/carryable_2h_fl_vlk_pearl_irradiated_common_05.xml,3600,,2af596f2-8532-4650-bc35-d84c2b0743f7,libs/foundry/records/harvestable/harvestablepresets/fpsmining_vlk_template.xml
FPSMining,7976f48b-2d83-422a-9903-94942f45b476,MineableRock_FPS_TEMPLATE,libs/foundry/records/entities/mineable/mineablerock_fps_template.xml,3600,,3fbc98ce-eea7-44f0-9a48-707c3e2f6fd9,libs/foundry/records/harvestable/harvestablepresets/fpsmining.xml
FPSMining,7976f48b-2d83-422a-9903-94942f45b476,MineableRock_FPS_TEMPLATE,libs/foundry/records/entities/mineable/mineablerock_fps_template.xml,3600,,3fbc98ce-eea7-44f0-9a48-707c3e2f6fd9,libs/foundry/records/harvestable/harvestablepresets/fpsmining.xml
GroundVehicleMining_Beradom,43090a6d-e2e4-4678-8be1-e893c3a96788,MineableRock_GroundVehicle_Beradom,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_beradom.xml,3600,,0b32a5ed-a6e4-4947-9e8f-b59da59108db,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_beradom.xml
GroundVehicleMining_Beradom,43090a6d-e2e4-4678-8be1-e893c3a96788,MineableRock_GroundVehicle_Beradom,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_beradom.xml,3600,,0b32a5ed-a6e4-4947-9e8f-b59da59108db,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_beradom.xml
GroundVehicleMining_Carinite_large,1a132c08-28d1-48bf-8e5e-19cc644fedf0,MineableRock_GroundVehicle_Carinite_large,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_large.xml,3600,,30e1c497-3f5b-4c64-a663-0970bf471818,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_carinite_large.xml
GroundVehicleMining_Carinite_large,1a132c08-28d1-48bf-8e5e-19cc644fedf0,MineableRock_GroundVehicle_Carinite_large,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_large.xml,3600,,30e1c497-3f5b-4c64-a663-0970bf471818,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_carinite_large.xml
GroundVehicleMining_Carinite_small,9d235ec6-79d5-4443-a826-440b3d2e71fa,MineableRock_GroundVehicle_Carinite_small,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_small.xml,3600,,717449b1-cc42-4326-a3ec-9cf9c4c12ac5,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_carinite_small.xml
GroundVehicleMining_Carinite_small,9d235ec6-79d5-4443-a826-440b3d2e71fa,MineableRock_GroundVehicle_Carinite_small,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite_small.xml,3600,,717449b1-cc42-4326-a3ec-9cf9c4c12ac5,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_carinite_small.xml
GroundVehicleMining_Carinite,2c916a2c-8440-4005-a064-5c1a78cad87c,MineableRock_GroundVehicle_Carinite,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite.xml,3600,,5b3d375a-4fcd-47af-81c4-cccbb6c39c9a,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_carinite.xml
GroundVehicleMining_Carinite,2c916a2c-8440-4005-a064-5c1a78cad87c,MineableRock_GroundVehicle_Carinite,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_carinite.xml,3600,,5b3d375a-4fcd-47af-81c4-cccbb6c39c9a,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_carinite.xml
GroundVehicleMining_Feynmaline,6755e998-e87c-47bf-8d78-a05e510f792f,MineableRock_GroundVehicle_Feynmaline,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_feynmaline.xml,3600,,7510bf4b-175e-43f3-818b-469dae715290,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_feynmaline.xml
GroundVehicleMining_Feynmaline,6755e998-e87c-47bf-8d78-a05e510f792f,MineableRock_GroundVehicle_Feynmaline,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_feynmaline.xml,3600,,7510bf4b-175e-43f3-818b-469dae715290,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_feynmaline.xml
GroundVehicleMining_Glacosite,096c312d-616c-42cf-bc7f-f1c53d2920c8,MineableRock_GroundVehicle_Glacosite,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_glacosite.xml,3600,,f0207105-2593-4082-be26-17849954bfd6,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_glacosite.xml
GroundVehicleMining_Glacosite,096c312d-616c-42cf-bc7f-f1c53d2920c8,MineableRock_GroundVehicle_Glacosite,libs/foundry/records/entities/mineable/mineablerock_groundvehicle_glacosite.xml,3600,,f0207105-2593-4082-be26-17849954bfd6,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining_glacosite.xml
GroundVehicleMining,7976f48b-2d83-422a-9903-94942f45b476,MineableRock_FPS_TEMPLATE,libs/foundry/records/entities/mineable/mineablerock_fps_template.xml,3600,,8a7057e2-6df9-48c2-afd7-748cecd830f2,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining.xml
GroundVehicleMining,7976f48b-2d83-422a-9903-94942f45b476,MineableRock_FPS_TEMPLATE,libs/foundry/records/entities/mineable/mineablerock_fps_template.xml,3600,,8a7057e2-6df9-48c2-afd7-748cecd830f2,libs/foundry/records/harvestable/harvestablepresets/groundvehiclemining.xml
HarvestablePreset_MiningGadget_Sabir,d539a485-4a68-4426-8678-2cff115e6051,Mining_Gadget_SHIN_Sabir,libs/foundry/records/entities/scitem/weapons/devices/mining_gadget_shin_sabir.xml,3600,,23c69269-7582-42a7-849b-6c835fac0ed7,libs/foundry/records/harvestable/harvestablepresets/harvestablepreset_mininggadget_sabir.xml
HarvestablePreset_MiningGadget_Sabir,d539a485-4a68-4426-8678-2cff115e6051,Mining_Gadget_SHIN_Sabir,libs/foundry/records/entities/scitem/weapons/devices/mining_gadget_shin_sabir.xml,3600,,23c69269-7582-42a7-849b-6c835fac0ed7,libs/foundry/records/harvestable/harvestablepresets/harvestablepreset_mininggadget_sabir.xml
LootContainer_Crate01_Mining_Derelict,f5bdad7a-3fa5-4e52-8290-44babf945e08,Lootable_Generated_Container_Derelict_Mining,libs/foundry/records/entities/scitem/lootables/lootable_generated_container_derelict_mining.xml,1200,,6c965c72-1d83-4d9f-ae2c-42e7a37fc38e,libs/foundry/records/harvestable/harvestablepresets/lootcontainer_crate01_mining_derelict.xml
LootContainer_Crate01_Mining_Derelict,f5bdad7a-3fa5-4e52-8290-44babf945e08,Lootable_Generated_Container_Derelict_Mining,libs/foundry/records/entities/scitem/lootables/lootable_generated_container_derelict_mining.xml,1200,,6c965c72-1d83-4d9f-ae2c-42e7a37fc38e,libs/foundry/records/harvestable/harvestablepresets/lootcontainer_crate01_mining_derelict.xml
Mining_AsteroidCommon_Aluminum,1c949ce0-c99b-485b-b783-2ea3b49162c0,MineableRock_AsteroidCommon_Aluminum,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_aluminum.xml,3600,,32e10884-1191-474b-9e6c-46579c830f18,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_aluminum.xml
Mining_AsteroidCommon_Aluminum,1c949ce0-c99b-485b-b783-2ea3b49162c0,MineableRock_AsteroidCommon_Aluminum,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_aluminum.xml,3600,,32e10884-1191-474b-9e6c-46579c830f18,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_aluminum.xml
Mining_AsteroidCommon_Copper,139a292f-037d-45ed-8f08-644b649863b2,MineableRock_AsteroidCommon_Copper,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_copper.xml,3600,,f1170c23-318d-4952-85f0-eb8c5d0aca46,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_copper.xml
Mining_AsteroidCommon_Copper,139a292f-037d-45ed-8f08-644b649863b2,MineableRock_AsteroidCommon_Copper,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_copper.xml,3600,,f1170c23-318d-4952-85f0-eb8c5d0aca46,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_copper.xml
Mining_AsteroidCommon_Corundum,b8c75d71-52f1-44bb-9d27-61075591d91a,MineableRock_AsteroidCommon_Corundum,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_corundum.xml,3600,,bf9c3e58-c00e-4ad5-a3bd-64897009ff7a,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_corundum.xml
Mining_AsteroidCommon_Corundum,b8c75d71-52f1-44bb-9d27-61075591d91a,MineableRock_AsteroidCommon_Corundum,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_corundum.xml,3600,,bf9c3e58-c00e-4ad5-a3bd-64897009ff7a,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_corundum.xml
Mining_AsteroidCommon_Hephaestanite,42b45ec5-c3d7-4075-a3ec-12d0775f69c6,MineableRock_AsteroidCommon_Hephaestanite,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_hephaestanite.xml,3600,,bc98dc45-9990-485e-8ba0-21fa5b0f5163,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_hephaestanite.xml
Mining_AsteroidCommon_Hephaestanite,42b45ec5-c3d7-4075-a3ec-12d0775f69c6,MineableRock_AsteroidCommon_Hephaestanite,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_hephaestanite.xml,3600,,bc98dc45-9990-485e-8ba0-21fa5b0f5163,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_hephaestanite.xml
Mining_AsteroidCommon_Ice,3aee138f-553f-44e7-bd62-4ba34e22361f,MineableRock_AsteroidCommon_Ice,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_ice.xml,3600,,0e437c69-8bfe-42ae-baf0-9a80f0fe8a53,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_ice.xml
Mining_AsteroidCommon_Ice,3aee138f-553f-44e7-bd62-4ba34e22361f,MineableRock_AsteroidCommon_Ice,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_ice.xml,3600,,0e437c69-8bfe-42ae-baf0-9a80f0fe8a53,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_ice.xml
Mining_AsteroidCommon_Iron,35f663f2-a499-4da3-a3ac-a1d834667931,MineableRock_AsteroidCommon_Iron,libs/foundry/records/entities/mineable/mineablerock_asteroidcommon_iron.xml,3600,,f2efbeac-f393-4ff1-bbeb-a232b2fddd94,libs/foundry/records/harvestable/harvestablepresets/mining_asteroidcommon_iron.xml
